/* DESCRIPTION:
Reference:	Fleitmann, D., H. Cheng, S. Badertscher, R.L. Edwards, M. Mudelsee, O.M. Göktürk, A. Fankhauser, R. Pickering, C.C. Raible, A. Matter, J. Kramers, and O. Tüysüz.  2009. Timing and climatic impact of Greenland interstadials recorded in stalagmites from northern Turkey. Geophys. Res. Lett., 36, L19707, doi:10.1029/2009GL040050
Data from:	https://www.ncei.noaa.gov/access/paleo-search/study/8637. Accessed 22 Nov 2022.
Comment:	Years were converted to ka.
*/
Age [ka BP]	  del13C	    del18O
44.403	-7.3	-12.473
44.4382	-7.613	-12.564
44.4734	-7.67	-12.649
44.5086	-7.877	-12.604
44.5437	-7.93	-12.573
44.5789	-7.946	-12.604
44.6141	-7.942	-12.551
44.6493	-7.976	-12.537
44.6845	-8.075	-12.669
44.7197	-8.215	-12.767
44.7548	-8.299	-12.725
44.79	-8.305	-12.719
44.8252	-8.183	-12.65
44.8604	-7.996	-12.449
44.8956	-8.312	-12.309
44.9308	-8.53	-12.23
44.9659	-8.497	-12.125
45.0011	-8.792	-11.955
45.0363	-8.98	-11.963
45.0715	-8.753	-12.1
45.1067	-8.754	-12.067
45.1419	-8.716	-12.057
45.177	-8.578	-12.113
45.2122	-8.693	-12.003
45.2474	-8.779	-11.949
45.2826	-8.972	-11.994
45.3178	-9.133	-11.915
45.353	-9.041	-11.859
45.3881	-9.077	-11.879
45.4233	-9.114	-11.833
45.4585	-8.959	-11.779
45.4937	-8.993	-11.75
45.5289	-9.061	-11.61
45.5641	-8.959	-11.698
45.5992	-8.883	-11.757
45.6344	-8.804	-11.731
45.6696	-8.923	-11.95
45.7048	-8.998	-11.9
45.74	-9.011	-11.768
45.7752	-9.209	-11.681
45.8103	-9.039	-11.667
45.8455	-8.78	-11.654
45.8807	-8.997	-11.641
45.9159	-8.908	-11.627
45.9511	-9.039	-11.645
45.9863	-8.971	-11.613
46.0214	-8.722	-11.626
46.0566	-8.788	-11.639
46.0918	-8.87	-11.609
46.127	-9.008	-11.502
46.1622	-9.042	-11.428
46.1974	-8.877	-11.432
46.2325	-8.603	-11.421
46.2677	-8.956	-11.503
46.3029	-9.107	-11.499
46.3381	-9.065	-11.511
46.3733	-9.003	-11.759
46.4085	-8.865	-11.733
46.4436	-8.462	-11.606
46.4788	-8.403	-11.587
46.514	-8.598	-11.59
46.5492	-8.549	-11.59
46.5844	-8.612	-11.712
46.6196	-8.248	-11.71
46.6547	-8.282	-11.768
46.6899	-8.326	-11.759
46.7251	-8.2	-11.811
46.7603	-8.281	-11.903
46.7955	-8.136	-11.873
46.8307	-8.073	-11.902
46.8658	-8.055	-11.932
46.901	-8.044	-12.008
46.9362	-8.04	-12.057
46.9714	-8.202	-12.057
47.0066	-8.237	-12.05
47.0418	-8.326	-12.046
47.0769	-8.265	-12.003
47.1121	-8.199	-11.92
47.1473	-8.264	-11.945
47.1825	-8.258	-11.812
47.2177	-8.25	-11.786
47.2529	-8.201	-11.668
47.288	-8.219	-11.759
47.3232	-8.317	-11.72
47.3584	-8.637	-11.776
47.3936	-8.717	-11.738
47.4288	-8.856	-11.732
47.464	-8.856	-11.75
47.4991	-8.742	-11.716
47.5343	-8.723	-11.768
47.5695	-8.837	-11.776
47.6047	-8.613	-11.846
47.6399	-8.477	-12.017
47.6751	-8.291	-12.402
47.7102	-8.05	-12.695
47.7454	-7.841	-12.965
47.7806	-7.771	-12.974
47.8158	-7.456	-12.937
47.851	-7.317	-12.969
47.8862	-7.262	-12.986
47.9213	-7.311	-12.953
47.9565	-7.399	-12.926
47.9917	-7.398	-12.871
48.0269	-7.452	-12.826
48.0621	-7.419	-12.715
48.0973	-7.353	-12.702
48.1324	-7.376	-12.711
48.1676	-7.517	-12.775
48.2028	-7.661	-12.898
48.238	-7.717	-13.016
48.2732	-7.901	-12.956
48.3084	-7.903	-12.938
48.3435	-7.921	-12.916
48.3787	-7.865	-12.947
48.4139	-7.81	-12.867
48.4491	-7.716	-12.892
48.4843	-7.601	-12.888
48.5195	-7.559	-12.902
48.5546	-7.535	-12.91
48.5898	-7.446	-12.859
48.625	-7.393	-12.842
48.636	-7.325	-12.729
48.6471	-7.309	-12.854
48.6581	-7.371	-12.842
48.6691	-7.454	-12.822
48.6802	-7.507	-12.8
48.6912	-7.503	-12.781
48.7022	-7.597	-12.675
48.7133	-7.653	-12.656
48.7243	-7.809	-12.591
48.7353	-7.753	-12.621
48.7464	-7.915	-12.615
48.7574	-7.882	-12.547
48.7684	-8	-12.53
48.7795	-7.893	-12.51
48.7905	-7.926	-12.491
48.8015	-8.04	-12.397
48.8126	-7.76	-12.64
48.8236	-8.061	-12.369
48.8346	-8.106	-12.413
48.8457	-8.246	-12.304
48.8567	-8.404	-12.205
48.8677	-8.423	-12.228
48.8788	-8.478	-12.217
48.8898	-8.576	-12.128
48.9008	-8.701	-12.16
48.9119	-8.709	-12.103
48.9229	-8.675	-11.991
48.9339	-8.726	-12.014
48.945	-8.643	-12.172
48.956	-8.574	-12.069
48.967	-8.657	-12.119
48.9781	-8.756	-12.09
48.9891	-8.784	-11.969
49.0001	-8.806	-11.97
49.0112	-8.806	-11.879
49.0222	-8.802	-11.868
49.0332	-8.712	-11.955
49.0443	-8.753	-11.965
49.0553	-8.956	-11.975
49.0663	-9.084	-12.006
49.0774	-8.966	-11.966
49.0884	-8.935	-11.883
49.0994	-8.983	-11.777
49.1105	-9.066	-11.688
49.1215	-9.066	-11.699
49.1325	-9.062	-11.666
49.1436	-9.06	-11.683
49.1546	-8.968	-11.734
49.1656	-8.843	-11.779
49.1767	-8.88	-11.719
49.1877	-8.89	-11.8
49.1987	-8.896	-11.737
49.2098	-8.993	-11.721
49.2208	-9.054	-11.748
49.2318	-8.99	-11.769
49.2429	-8.867	-11.825
49.2539	-8.922	-11.804
49.2649	-8.958	-11.706
49.276	-8.831	-11.839
49.287	-8.865	-11.853
49.298	-8.873	-11.851
49.3091	-8.798	-11.942
49.3201	-8.871	-11.838
49.3311	-8.844	-11.882
49.3422	-8.829	-11.762
49.3532	-8.765	-11.709
49.3642	-8.79	-11.633
49.3753	-8.602	-11.897
49.3863	-8.908	-11.647
49.3973	-8.923	-11.717
49.4084	-8.911	-11.636
49.4194	-9.017	-11.608
49.4304	-8.941	-11.639
49.4415	-8.986	-11.638
49.4525	-8.887	-11.584
49.4635	-8.951	-11.688
49.4746	-9.002	-11.678
49.4856	-9.069	-11.766
49.4966	-9.159	-11.812
49.5077	-8.963	-11.998
49.5187	-9.24	-11.909
49.5297	-9.187	-12.021
49.5408	-9.247	-12.182
49.5518	-9.205	-12.386
49.5628	-9.202	-12.404
49.5739	-9.117	-12.415
49.5849	-9.096	-12.425
49.5959	-9.033	-12.462
49.607	-9.132	-12.512
49.618	-8.959	-12.512
49.6249	-9.128	-12.495
49.6318	-9.112	-12.469
49.6388	-9.05	-12.49
49.6457	-9.066	-12.446
49.6526	-9.169	-12.533
49.6595	-9.093	-12.594
49.6664	-8.95	-12.596
49.6734	-8.98	-12.734
49.6803	-9.063	-12.669
49.6872	-9.062	-12.7
49.6941	-9.122	-12.605
49.701	-9.122	-12.576
49.708	-9.042	-12.615
49.7149	-9.062	-12.748
49.7218	-9.114	-12.856
49.7287	-9.069	-12.82
49.7356	-9.09	-12.778
49.7426	-9.082	-12.718
49.7495	-8.991	-12.771
49.7564	-9.017	-12.752
49.7633	-9.019	-12.762
49.7702	-9.027	-12.683
49.7772	-9.046	-12.703
49.7841	-8.963	-12.608
49.791	-8.932	-12.731
49.7979	-8.94	-12.747
49.8048	-8.971	-12.787
49.8118	-8.93	-12.751
49.8187	-8.814	-12.804
49.8256	-8.915	-12.612
49.8325	-8.861	-12.63
49.8394	-8.973	-12.542
49.8464	-9.015	-12.603
49.8533	-9.096	-12.694
49.8602	-9.136	-12.716
49.8671	-9.234	-12.652
49.874	-9.172	-12.503
49.881	-9.209	-12.402
49.8879	-8.992	-12.447
49.8948	-8.966	-12.392
49.9017	-9.029	-12.538
49.9086	-9.023	-12.541
49.9156	-9.128	-12.494
49.9225	-9.057	-12.439
49.9294	-9.046	-12.502
49.9363	-9.008	-12.584
49.9432	-8.932	-12.59
49.9502	-9.012	-12.557
49.9571	-9.086	-12.509
49.964	-9.18	-12.512
49.9668	-9.125	-12.483
49.9697	-9.122	-12.422
49.9725	-9.227	-12.375
49.9754	-9.365	-12.334
49.9782	-9.401	-12.345
49.981	-9.556	-12.372
49.9839	-9.578	-12.276
49.9867	-9.506	-12.094
49.9896	-9.57	-11.987
49.9924	-9.686	-11.945
49.9952	-9.728	-11.729
49.9981	-9.764	-11.729
50.0009	-9.817	-11.796
50.0038	-9.825	-11.714
50.0066	-9.834	-11.715
50.0094	-9.918	-11.822
50.0123	-9.797	-11.73
50.0151	-9.878	-11.722
50.018	-9.83	-11.739
50.0208	-9.747	-11.809
50.0236	-9.842	-11.762
50.0265	-9.736	-11.652
50.0293	-9.753	-11.62
50.0322	-9.769	-11.556
50.035	-9.821	-11.677
50.0378	-9.669	-11.594
50.0407	-9.713	-11.629
50.0435	-9.789	-11.585
50.0464	-9.741	-11.519
50.0492	-9.706	-11.594
50.052	-9.684	-11.552
50.0549	-9.697	-11.605
50.0577	-9.717	-11.607
50.0606	-9.671	-11.605
50.0634	-9.64	-11.596
50.0662	-9.617	-11.628
50.0691	-9.651	-11.6
50.0719	-9.564	-11.57
50.0748	-9.548	-11.655
50.0776	-9.516	-11.841
50.0804	-9.551	-11.777
50.0833	-9.567	-11.874
50.0861	-9.544	-11.914
50.089	-9.396	-11.882
50.0918	-9.348	-11.762
50.0946	-9.329	-11.727
50.0975	-9.315	-11.758
50.1003	-9.295	-11.718
50.1032	-9.375	-11.768
50.106	-9.358	-11.774
50.1088	-9.382	-11.883
50.1117	-9.371	-11.884
50.1145	-9.354	-11.915
50.1174	-9.385	-11.896
50.1202	-9.316	-11.877
50.123	-9.26	-11.826
50.1259	-9.355	-11.628
50.1287	-9.471	-11.612
50.1316	-9.653	-11.625
50.1344	-9.583	-11.528
50.1372	-9.496	-11.579
50.1401	-9.435	-11.528
50.1429	-9.368	-11.557
50.1458	-9.294	-11.587
50.1486	-9.307	-11.622
50.1514	-9.088	-11.812
50.1543	-9.182	-11.683
50.1571	-9.21	-11.863
50.16	-9.211	-11.815
50.1628	-9.153	-11.858
50.1656	-9.24	-11.796
50.1685	-9.207	-11.802
50.1713	-9.185	-11.817
50.1742	-9.229	-11.676
50.177	-9.332	-11.659
50.1809	-9.275	-11.631
50.1848	-9.305	-11.605
50.1887	-9.2805	-11.657
50.1926	-9.256	-11.709
50.1965	-9.302	-11.732
50.2004	-9.335	-11.737
50.2043	-9.15	-11.72
50.2082	-9.162	-11.722
50.2121	-9.063	-11.8
50.216	-8.872	-11.908
50.2199	-8.822	-11.908
50.2238	-8.862	-11.906
50.2277	-8.728	-11.849
50.2316	-8.758	-11.933
50.2355	-8.618	-11.954
50.2394	-8.611	-11.873
50.2433	-8.658	-11.834
50.2472	-8.714	-11.803
50.2511	-8.754	-11.861
50.255	-8.842	-11.946
50.2589	-9.022	-11.931
50.2628	-8.56	-11.875
50.2667	-8.698	-11.923
50.2706	-8.429	-11.761
50.2745	-8.485	-11.808
