# DESCRIPTION:
# Reference: T.C. Johnson, J.P. Werne, E.T. Brown, A. Abbott, M. Berke, B.A. Steinman, J. Halbur, S. Contreras, S. Grosshuesch, A. Deino, C.A. Scholz, R.P. Lyons, S. Schouten, and J.S. Sinninghe Damste. 2016. A progressively wetter climate in southern East Africa over the past 1.3 million years. Nature, 537(7619), 220-224. doi: 10.1038/nature19065.
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/21890. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

Depth [m],Age [ka BP],Ca [1000 Counts per minute]
16.786,39239.28,1.10985
16.796,39270.91,1.11173
16.806,39302.55,1.1129
16.816,39334.18,1.10885
16.826,39365.82,1.112
16.836,39397.45,1.10893
16.846,39429.09,1.10408
16.856,39460.72,1.10233
16.896,39587.27,1.09923
16.906,39618.9,1.09548
16.916,39650.54,1.0902
16.926,39682.17,1.0894
16.936,39713.81,1.09078
16.946,39745.44,1.0863
16.956,39777.08,1.07278
16.966,39808.71,1.06305
16.976,39840.35,1.05875
16.986,39871.98,1.05845
16.996,39903.62,1.05778
17.006,39935.26,1.06248
17.016,39966.89,1.06238
17.026,39998.53,1.06275
17.036,40030.16,1.06475
17.046,40061.8,1.06393
17.086,40188.34,1.06665
17.096,40219.97,1.06503
17.106,40251.61,1.06783
17.116,40283.25,1.06538
17.126,40314.88,1.06393
17.136,40346.52,1.06375
17.146,40378.15,1.06568
17.156,40409.79,1.06203
17.166,40441.42,1.0552
17.176,40473.06,1.0577
17.186,40504.69,1.06453
17.196,40536.33,1.07078
17.206,40567.96,1.0695
17.216,40599.6,1.06893
17.226,40631.24,1.06935
17.236,40662.87,1.06625
17.246,40694.51,1.06563
17.256,40726.14,1.06525
17.266,40757.78,1.06483
17.276,40789.41,1.0729
17.286,40821.05,1.06875
17.296,40852.68,1.07335
17.306,40884.32,1.0779
17.316,40915.95,1.08733
17.326,40947.59,1.09003
17.336,40979.23,1.09205
17.346,41010.86,1.0947
17.356,41042.5,1.09473
17.366,41074.13,1.09675
17.376,41105.77,1.0942
17.386,41137.4,1.09688
17.446,41327.22,1.09653
17.456,41358.85,1.1005
17.466,41390.49,1.10393
17.471,41406.3,1.10303
17.481,41437.94,1.10203
17.491,41469.58,1.09935
17.501,41501.21,1.10248
17.511,41532.85,1.10328
17.521,41564.48,1.10198
17.531,41596.12,1.10383
17.541,41627.75,1.1011
17.551,41659.39,1.09163
17.561,41691.02,1.07348
17.571,41722.66,1.059
17.581,41754.29,1.03923
17.591,41785.93,1.01643
17.601,41817.57,0.99805
17.611,41849.2,0.97818
17.621,41880.84,0.9571
17.631,41912.47,0.94148
17.641,41944.11,0.9238
17.651,41975.74,0.90608
17.97,42984.91,0.89263
17.98,43016.55,0.88175
17.99,43048.18,0.8704
18,43079.82,0.85688
18.01,43111.46,0.83965
18.02,43143.09,0.82338
18.03,43174.73,0.80383
18.04,43206.36,0.78348
18.05,43238,0.76875
18.06,43269.63,0.75863
18.07,43301.27,0.75533
18.08,43332.9,0.75618
18.09,43364.54,0.75695
18.1,43396.17,0.76235
18.11,43427.81,0.7651
18.12,43459.45,0.76878
18.13,43491.08,0.7748
18.14,43522.72,0.77565
18.15,43554.35,0.7741
18.16,43585.99,0.77535
18.17,43617.62,0.77335
18.18,43649.26,0.77007
18.19,43680.89,0.7694
18.2,43712.53,0.76753
18.21,43744.16,0.76785
18.22,43775.8,0.77315
18.23,43807.44,0.7721
18.24,43839.07,0.7773
18.25,43870.71,0.77715
18.26,43902.34,0.77873
18.27,43933.98,0.77943
18.28,43965.61,0.7789
18.29,43997.25,0.78053
18.3,44028.88,0.7813
18.31,44060.52,0.78102
18.32,44092.15,0.77878
18.33,44123.79,0.7812
18.34,44155.43,0.77678
18.35,44187.06,0.77955
18.36,44218.7,0.7813
18.37,44250.33,0.78148
18.38,44281.97,0.78275
18.39,44313.6,0.7782
18.4,44345.24,0.77328
18.41,44376.87,0.77365
18.42,44408.51,0.77038
18.43,44440.14,0.77602
18.44,44471.78,0.78073
18.45,44503.42,0.78212
18.46,44535.05,0.78088
18.47,44566.69,0.7838
18.48,44598.32,0.78102
18.49,44629.96,0.78012
18.5,44661.59,0.7774
18.51,44693.23,0.77825
18.52,44724.86,0.77943
18.53,44756.5,0.7795
18.54,44788.13,0.78527
18.55,44819.77,0.78822
18.56,44851.41,0.78588
18.57,44883.04,0.7893
18.58,44914.68,0.79388
18.59,44946.31,0.79825
18.6,44977.95,0.80768
18.61,45009.58,0.81298
18.62,45041.22,0.81333
18.63,45072.85,0.81283
18.64,45104.49,0.81015
18.65,45136.13,0.8127
18.66,45167.76,0.81642
18.67,45199.4,0.8183
18.68,45231.03,0.81735
18.69,45262.67,0.81688
18.7,45294.3,0.8203
18.71,45325.94,0.8215
18.72,45357.57,0.8221
18.73,45389.21,0.8194
18.74,45420.84,0.81815
18.75,45452.48,0.81808
18.76,45484.12,0.82237
18.77,45515.75,0.81973
18.78,45547.39,0.81705
18.79,45579.02,0.81738
18.8,45610.66,0.81828
18.81,45642.29,0.81013
18.82,45673.93,0.81427
18.83,45705.56,0.81195
18.84,45737.2,0.81298
18.85,45768.83,0.80775
18.86,45800.47,0.80335
18.87,45832.11,0.80103
18.88,45863.74,0.80522
18.89,45895.38,0.80845
18.9,45927.01,0.8091
18.91,45958.65,0.80663
18.92,45990.28,0.81232
18.93,46021.92,0.81668
18.94,46053.55,0.81998
18.95,46085.19,0.81945
18.96,46116.82,0.8202
18.97,46148.46,0.82503
18.98,46180.1,0.82645
18.99,46211.73,0.83175
19,46243.37,0.83128
19.01,46275,0.8416
19.02,46306.64,0.84743
19.03,46338.27,0.85225
19.04,46369.91,0.856
19.05,46401.54,0.868
19.06,46433.18,0.8776
19.07,46464.81,0.88318
19.08,46496.45,0.89002
19.09,46528.09,0.89258
19.1,46559.72,0.89505
19.11,46591.36,0.90708
19.12,46622.99,0.91303
19.14,46686.26,0.9207
19.15,46717.9,0.9269
19.16,46749.53,0.93595
19.17,46781.17,0.9428
19.18,46812.8,0.9475
19.19,46844.44,0.95883
19.2,46876.08,0.96778
19.21,46907.71,0.97808
19.22,46939.35,0.9862
19.23,46970.98,0.99013
19.24,47002.62,1.00088
19.25,47034.25,1.00908
19.26,47065.89,1.01108
19.27,47097.52,1.0153
19.28,47129.16,1.02095
19.31,47224.07,1.02775
19.315,47239.88,1.04325
19.325,47271.52,1.0573
19.335,47303.15,1.06688
19.345,47334.79,1.07773
19.355,47366.43,1.08668
19.365,47398.06,1.09873
19.375,47429.7,1.10748
19.385,47461.33,1.11873
19.395,47492.97,1.12703
19.405,47524.6,1.12998
19.415,47556.24,1.14865
19.425,47587.87,1.24255
19.435,47619.51,1.29375
19.445,47651.14,1.29875
19.455,47682.78,1.30278
19.465,47714.42,1.3075
19.475,47746.05,1.3157
19.485,47777.69,1.32063
19.495,47809.32,1.32658
19.505,47840.96,1.32668
19.515,47872.59,1.32435
19.561,48018.12,1.32525
19.571,48049.75,1.3237
19.581,48081.39,1.31935
19.591,48113.02,1.31768
19.601,48144.66,1.31263
19.611,48176.29,1.31373
19.621,48207.93,1.30378
19.631,48239.56,1.29603
19.641,48271.2,1.29208
19.651,48302.83,1.2723
19.661,48334.47,1.18105
19.671,48366.11,1.1305
19.681,48397.74,1.12953
19.691,48429.38,1.13148
19.701,48461.01,1.13158
19.711,48492.65,1.12528
19.721,48524.28,1.12685
19.731,48555.92,1.12738
19.741,48587.55,1.13015
19.751,48619.19,1.1395
19.761,48650.82,1.14215
19.771,48682.46,1.15463
19.781,48714.1,1.1575
19.791,48745.73,1.15538
19.801,48777.37,1.1567
19.811,48809,1.1529
19.821,48840.64,1.16058
19.831,48872.27,1.16988
19.841,48903.91,1.1787
19.851,48935.54,1.19413
19.861,48967.18,1.20173
19.871,48998.81,1.2096
19.881,49030.45,1.21743
19.891,49062.09,1.2253
19.901,49093.72,1.2301
19.911,49125.36,1.2409
19.921,49156.99,1.24503
19.931,49188.63,1.23773
19.941,49220.26,1.23418
19.951,49251.9,1.22413
19.961,49283.53,1.22035
19.971,49315.17,1.21045
19.981,49346.8,1.21003
19.991,49378.44,1.2092
20.001,49410.08,1.20578
20.011,49441.71,1.20238
20.021,49473.35,1.19538
20.031,49504.98,1.19053
20.041,49536.62,1.18223
20.051,49568.25,1.1682
20.061,49599.89,1.16008
20.071,49631.52,1.1492
20.081,49663.16,1.13863
20.091,49694.79,1.12338
20.101,49726.43,1.1077
20.111,49758.07,1.09085
20.121,49789.7,1.07323
20.131,49821.34,1.07618
20.141,49852.97,1.07118
20.151,49884.61,1.0653
20.161,49916.24,1.06168
20.171,49947.88,1.05233
20.181,49979.51,1.0458
20.191,50011.15,1.04508
20.201,50042.79,1.04493
20.211,50074.42,1.05123
20.221,50106.06,1.05435
20.231,50137.69,1.0562
20.241,50169.33,1.06075
20.251,50200.96,1.0619
20.261,50232.6,1.06243
20.271,50264.23,1.06233
20.281,50295.87,1.06028
20.291,50327.5,1.0637
20.301,50359.14,1.0669
20.311,50390.78,1.07663
20.321,50422.41,1.082
20.331,50454.05,1.08148
20.341,50485.68,1.08873
20.351,50517.32,1.09808
20.361,50548.95,1.10348
20.371,50580.59,1.10865
20.381,50612.22,1.11685
20.391,50643.86,1.12138
20.401,50675.49,1.12363
20.411,50707.13,1.1217
20.421,50738.77,1.1172
20.431,50770.4,1.11748
20.441,50802.04,1.10933
20.451,50833.67,1.10475
20.461,50865.31,1.0983
20.471,50896.94,1.09948
20.481,50928.58,1.10138
20.491,50960.21,1.09443
20.501,50991.85,1.09665
20.511,51023.48,1.09178
20.521,51055.12,1.08945
20.531,51086.76,1.07745
20.541,51118.39,1.0659
20.551,51150.03,1.04785
20.561,51181.66,1.03718
20.571,51213.3,1.0242
20.581,51244.93,1.01523
20.591,51276.57,1.00398
20.601,51308.2,0.997
20.611,51339.84,0.99265
20.621,51371.47,0.99753
20.631,51403.11,0.98495
21.02,52633.73,0.98115
21.03,52665.36,0.97868
21.04,52697,0.97933
21.05,52728.64,0.97223
21.06,52760.27,0.9637
21.07,52791.91,0.95898
21.08,52823.54,0.95252
21.09,52855.18,0.94453
21.1,52886.81,0.94068
21.11,52918.45,0.94305
21.12,52950.08,0.94408
21.13,52981.72,0.9484
21.14,53013.35,0.94808
21.15,53044.99,0.95368
21.16,53076.63,0.95093
21.17,53108.26,0.94933
21.18,53139.9,0.94633
21.19,53171.53,0.94213
21.2,53203.17,0.93233
21.21,53234.8,0.93593
21.22,53266.44,0.9394
21.23,53298.07,0.93605
21.24,53329.71,0.93275
21.25,53361.34,0.9399
21.26,53392.98,0.94128
21.27,53424.62,0.94178
21.28,53456.25,0.94025
21.29,53487.89,0.94228
21.3,53519.52,0.9431
21.31,53551.16,0.9456
21.32,53582.79,0.95043
21.33,53614.43,0.95373
21.34,53646.06,0.95795
21.35,53677.7,0.95645
21.37,53740.97,0.95803
21.39,53804.24,0.96418
21.4,53835.88,0.9686
21.41,53867.51,0.97133
21.42,53899.15,0.97528
21.43,53930.78,0.97423
21.44,53962.42,0.97315
21.45,53994.05,0.9761
21.46,54025.69,0.9787
21.47,54057.32,0.9752
21.48,54088.96,0.96988
21.49,54120.6,0.9798
21.5,54152.23,0.98868
21.51,54183.87,0.99703
21.52,54215.5,1.0097
21.53,54247.14,1.01288
21.54,54278.77,1.03523
21.55,54310.41,1.04383
21.56,54342.04,1.0443
21.57,54373.68,1.0472
21.58,54405.32,1.04483
21.59,54436.95,1.04175
21.6,54468.59,1.0439
21.61,54500.22,1.0383
21.62,54531.86,1.03353
21.63,54563.49,1.0256
21.64,54595.13,1.0225
21.665,54674.22,1.0161
21.675,54705.85,1.00275
21.685,54737.49,0.99273
21.695,54769.12,0.99208
21.705,54800.76,0.98085
21.715,54832.39,0.9692
21.725,54864.03,0.95743
21.735,54895.66,0.94025
21.745,54927.3,0.9334
21.755,54958.94,0.90658
21.765,54990.57,0.89338
21.775,55022.21,0.8872
21.784,55050.68,0.88205
21.794,55082.31,0.88205
21.804,55113.95,0.87863
21.814,55145.58,0.8727
21.824,55177.22,0.87775
21.834,55208.86,0.88008
21.844,55240.49,0.88645
21.854,55272.13,0.88343
21.864,55303.76,0.88955
21.874,55335.4,0.90793
21.884,55367.03,0.91755
21.894,55398.67,0.9257
21.904,55430.3,0.93455
21.914,55461.94,0.9394
21.924,55493.57,0.94733
21.934,55525.21,0.95543
21.944,55556.85,0.96345
21.954,55588.48,0.9661
21.964,55620.12,0.97058
21.974,55651.75,0.975
21.984,55683.39,0.9845
21.994,55715.02,0.99233
22.004,55746.66,0.99848
22.014,55778.29,1.00203
22.024,55809.93,1.00508
22.034,55841.56,1.01363
22.044,55873.2,1.02308
22.054,55904.84,1.0342
22.064,55936.47,1.04008
22.074,55968.11,1.04073
22.084,55999.74,1.04305
22.094,56031.38,1.0499
22.104,56063.01,1.05338
22.114,56094.65,1.06065
22.124,56126.28,1.06048
22.134,56157.92,1.06193
22.144,56189.56,1.06893
22.154,56221.19,1.0766
22.164,56252.83,1.08733
22.174,56284.46,1.08903
22.184,56316.1,1.08268
22.194,56347.73,1.0832
22.204,56379.37,1.07985
22.214,56411,1.07873
22.224,56442.64,1.08255
22.234,56474.27,1.08255
22.244,56505.91,1.08675
22.254,56537.55,1.0894
22.264,56569.18,1.09293
22.274,56600.82,1.09505
22.284,56632.45,1.0984
22.294,56664.09,1.09758
22.304,56695.72,1.0987
22.314,56727.36,1.0999
22.34,56809.61,1.10923
22.35,56841.25,1.11643
22.36,56872.88,1.11478
22.37,56904.52,1.12068
22.38,56936.15,1.1202
22.39,56967.79,1.12795
22.4,56999.42,1.1415
22.41,57031.06,1.14198
22.42,57062.69,1.15358
22.43,57094.33,1.16753
22.44,57125.96,1.17125
22.45,57157.6,1.17398
22.46,57189.24,1.17433
22.47,57220.87,1.17438
22.48,57252.51,1.1754
22.49,57284.14,1.17883
22.5,57315.78,1.18678
22.51,57347.41,1.1898
22.52,57379.05,1.19273
22.53,57410.68,1.19833
22.54,57442.32,1.20003
22.55,57473.95,1.20555
22.56,57505.59,1.21335
22.57,57537.23,1.21798
22.58,57568.86,1.22395
22.59,57600.5,1.22743
22.6,57632.13,1.23178
22.61,57663.77,1.2392
22.62,57695.4,1.24273
22.63,57727.04,1.2427
22.64,57758.67,1.24848
22.65,57790.31,1.25023
22.66,57821.94,1.2533
22.67,57853.58,1.2612
22.68,57885.22,1.26208
22.69,57916.85,1.26223
22.7,57948.49,1.26065
22.71,57980.12,1.26583
22.72,58011.76,1.26833
22.73,58043.39,1.26473
22.74,58075.03,1.2667
22.75,58106.66,1.2626
22.76,58138.3,1.26263
22.77,58169.93,1.26153
22.78,58201.57,1.26038
22.79,58233.21,1.25955
22.8,58264.84,1.25428
22.81,58296.48,1.25738
22.82,58328.11,1.25193
22.83,58359.75,1.2515
22.84,58391.38,1.25048
22.85,58423.02,1.24973
22.86,58454.65,1.24433
22.87,58486.29,1.24038
22.88,58517.92,1.24398
22.89,58549.56,1.24908
22.9,58581.2,1.24945
22.91,58612.83,1.2519
22.92,58644.47,1.2537
22.93,58676.1,1.2585
22.94,58707.74,1.25558
22.95,58739.37,1.2621
22.96,58771.01,1.25653
22.97,58802.64,1.24755
22.98,58834.28,1.24623
22.99,58865.92,1.2433
23,58897.55,1.24105
23.01,58929.19,1.24053
23.02,58960.82,1.24665
23.03,58992.46,1.24588
23.04,59024.09,1.24378
23.05,59055.73,1.25015
23.06,59087.36,1.26063
23.07,59119,1.26868
23.08,59150.63,1.2652
23.09,59182.27,1.25898
23.1,59213.91,1.25685
23.11,59245.54,1.25078
23.12,59277.18,1.24598
23.13,59308.81,1.24685
23.14,59340.45,1.248
23.15,59372.08,1.24243
23.16,59403.72,1.2436
23.17,59435.35,1.2487
23.18,59466.99,1.25475
23.19,59498.62,1.27218
23.2,59530.26,1.28258
23.21,59561.9,1.28283
23.22,59593.53,1.2857
23.23,59625.17,1.29173
23.24,59656.8,1.29455
23.25,59688.44,1.29463
23.26,59720.07,1.29423
23.27,59751.71,1.289
23.28,59783.34,1.2909
23.29,59814.98,1.29115
23.3,59846.61,1.29483
23.31,59878.25,1.29925
23.32,59909.89,1.30053
23.33,59941.52,1.2992
23.34,59973.16,1.29645
23.35,60004.79,1.29878
23.36,60036.43,1.30273
23.37,60068.06,1.30493
23.38,60099.7,1.3012
23.39,60131.33,1.28878
23.4,60162.97,1.2842
23.41,60194.6,1.28348
23.42,60226.24,1.283
23.43,60257.88,1.28165
23.44,60289.51,1.27948
23.45,60321.15,1.27498
23.46,60352.78,1.26538
23.47,60384.42,1.26395
23.48,60416.05,1.2629
23.49,60447.69,1.26005
23.5,60479.32,1.25273
23.51,60510.96,1.25168
23.52,60542.59,1.25165
23.53,60574.23,1.2532
23.54,60605.87,1.25613
23.55,60637.5,1.25148
23.56,60669.14,1.24865
23.57,60700.77,1.24478
23.58,60732.41,1.24328
23.59,60764.04,1.24503
23.6,60795.68,1.24498
23.61,60827.31,1.23623
23.62,60858.95,1.22345
23.63,60890.58,1.21278
23.64,60922.22,1.2014
23.65,60953.86,1.1915
23.66,60985.49,1.1908
23.67,61017.13,1.18808
23.68,61048.76,1.18075
23.69,61080.4,1.17928
23.7,61112.03,1.18068
23.97,61966.19,1.1731
23.98,61997.83,1.16928
23.99,62029.46,1.16353
24,62061.1,1.16098
24.01,62092.73,1.1642
24.02,62124.37,1.16085
24.03,62156,1.1601
24.04,62187.64,1.15515
24.05,62219.27,1.14718
24.06,62250.91,1.14505
24.07,62282.54,1.14613
24.08,62314.18,1.15218
24.09,62345.82,1.15885
24.1,62377.45,1.169
24.11,62409.09,1.1817
24.12,62440.72,1.1882
24.13,62472.36,1.194
24.14,62503.99,1.20513
24.15,62535.63,1.2146
24.16,62567.26,1.21965
24.17,62598.9,1.23148
24.18,62630.53,1.23518
24.19,62662.17,1.24113
24.2,62693.81,1.24328
24.21,62725.44,1.245
24.22,62757.08,1.25413
24.23,62788.71,1.26018
24.24,62820.35,1.27068
24.25,62851.98,1.2598
24.26,62883.62,1.25725
24.27,62915.25,1.25835
24.28,62946.89,1.26075
24.29,62978.52,1.25503
24.3,63010.16,1.2491
24.31,63041.8,1.23895
24.32,63073.43,1.22948
24.33,63105.07,1.21628
24.34,63136.7,1.20413
24.35,63168.34,1.19628
24.4,63326.51,1.19295
24.41,63358.15,1.18668
24.42,63389.79,1.1835
24.43,63421.42,1.17515
24.44,63453.06,1.1751
24.45,63484.69,1.16725
24.46,63516.33,1.15718
24.47,63547.96,1.15248
24.48,63579.6,1.1433
24.49,63611.23,1.15493
24.5,63642.87,1.15633
24.51,63674.51,1.15755
24.52,63706.14,1.1575
24.53,63737.78,1.16585
24.54,63769.41,1.16975
24.55,63801.05,1.1738
24.56,63832.68,1.17875
24.57,63864.32,1.1856
24.58,63895.95,1.19603
24.59,63927.59,1.19453
24.6,63959.22,1.19405
24.61,63990.86,1.19143
24.62,64022.5,1.19563
24.63,64054.13,1.20455
24.64,64085.77,1.20375
24.65,64117.4,1.20935
24.66,64149.04,1.21683
24.67,64180.67,1.2193
24.68,64212.31,1.21925
24.69,64243.94,1.22268
24.7,64275.58,1.2276
24.71,64307.21,1.23345
24.72,64338.85,1.2345
24.73,64370.49,1.22913
24.74,64402.12,1.22833
24.75,64433.76,1.22828
24.76,64465.39,1.22895
24.77,64497.03,1.23275
24.78,64528.66,1.23133
24.79,64560.3,1.24358
24.8,64591.93,1.25038
24.81,64623.57,1.25068
24.82,64655.2,1.24488
24.83,64686.84,1.23725
24.84,64718.48,1.23413
24.85,64750.11,1.22938
24.86,64781.75,1.22198
24.87,64813.38,1.2161
24.88,64845.02,1.21078
24.89,64876.65,1.20755
24.9,64908.29,1.19503
24.91,64939.92,1.18298
24.92,64971.56,1.1771
24.93,65003.19,1.174
24.94,65034.83,1.16885
24.95,65066.47,1.16058
24.96,65098.1,1.15315
24.97,65129.74,1.14258
24.98,65161.37,1.13573
24.99,65193.01,1.11983
25,65224.64,1.1059
25.01,65256.28,1.10265
25.02,65287.91,1.0992
25.03,65319.55,1.09518
25.04,65351.18,1.09388
25.05,65382.82,1.09273
25.06,65414.46,1.09013
25.07,65446.09,1.08445
25.08,65477.73,1.08345
25.09,65509.36,1.08763
25.1,65541,1.08785
25.11,65572.63,1.09215
25.12,65604.27,1.08725
25.13,65635.9,1.0822
25.14,65667.54,1.0783
25.15,65699.17,1.07793
25.16,65730.81,1.07798
25.17,65762.45,1.08145
25.18,65794.08,1.0781
25.19,65825.72,1.07788
25.2,65857.35,1.08095
25.21,65888.99,1.0738
25.22,65920.62,1.06653
25.23,65952.26,1.05545
25.24,65983.89,1.04238
25.25,66015.53,1.0308
25.26,66047.16,1.0233
25.27,66078.8,1.0136
25.28,66110.44,1.00855
25.29,66142.07,0.99995
25.3,66173.71,0.9992
25.31,66205.34,0.98495
25.32,66236.98,0.97823
25.33,66268.61,0.9675
25.34,66300.25,0.9612
25.35,66331.88,0.95038
25.36,66363.52,0.9358
25.37,66395.15,0.92215
25.38,66426.79,0.9145
25.39,66458.43,0.9039
25.4,66490.06,0.88858
25.444,66629.26,0.88387
25.454,66660.89,0.87958
25.464,66692.53,0.8791
25.474,66724.16,0.87892
25.484,66755.8,0.8765
25.494,66787.43,0.87253
25.504,66819.07,0.87513
25.514,66850.71,0.87365
25.524,66882.34,0.863
25.534,66913.98,0.85308
25.544,66945.61,0.85605
25.554,66977.25,0.85093
25.564,67008.88,0.8518
25.574,67040.52,0.8485
25.584,67072.15,0.84945
25.594,67103.79,0.85733
25.604,67135.42,0.86273
25.614,67167.06,0.8657
25.624,67198.7,0.86883
25.634,67230.33,0.8735
25.644,67261.97,0.87733
25.654,67293.6,0.8827
25.664,67325.24,0.8906
25.674,67356.87,0.89433
25.684,67388.51,0.89953
25.694,67420.14,0.9073
25.704,67451.78,0.91175
25.714,67483.41,0.91433
25.724,67515.05,0.92278
25.734,67546.69,0.93005
25.744,67578.32,0.93858
25.754,67609.96,0.95243
25.764,67641.59,0.96335
25.774,67673.23,0.97373
25.784,67704.86,0.98598
25.794,67736.5,0.99493
25.804,67768.13,1.00118
25.814,67799.77,1.0091
25.824,67831.4,1.0142
25.834,67863.04,1.01968
25.844,67894.68,1.0266
25.854,67926.31,1.03038
25.864,67957.95,1.03605
25.874,67989.58,1.0433
25.884,68021.22,1.04708
25.894,68052.85,1.0501
25.904,68084.49,1.05278
25.914,68116.12,1.05083
25.924,68147.76,1.04668
25.934,68179.39,1.05315
25.944,68211.03,1.0514
25.954,68242.67,1.05403
25.964,68274.3,1.05248
25.974,68305.94,1.053
25.984,68337.57,1.04865
25.994,68369.21,1.05
26.004,68400.84,1.05328
26.014,68432.48,1.05123
26.024,68464.11,1.05773
26.034,68495.75,1.06165
26.044,68527.38,1.06038
26.054,68559.02,1.07143
26.064,68590.66,1.07985
26.074,68622.29,1.08868
26.084,68653.93,1.10073
26.094,68685.56,1.10418
26.104,68717.2,1.1174
26.114,68748.83,1.13628
26.124,68780.47,1.22715
26.134,68812.1,1.40385
26.144,68843.74,1.5393
26.154,68875.37,1.54608
26.164,68907.01,1.5583
26.174,68938.65,1.56743
26.184,68970.28,1.57595
26.194,69001.92,1.57435
26.204,69033.55,1.5754
26.214,69065.19,1.58478
26.224,69096.82,1.58843
26.234,69128.46,1.59485
26.244,69160.09,1.6037
26.254,69191.73,1.60235
26.264,69223.36,1.6013
26.274,69255,1.60275
26.284,69286.64,1.60293
26.294,69318.27,1.60483
26.304,69349.91,1.60238
26.314,69381.54,1.5994
26.324,69413.18,1.5236
26.334,69444.81,1.35348
26.344,69476.45,1.23555
26.354,69508.08,1.24035
26.364,69539.72,1.24513
26.374,69571.35,1.25335
26.384,69602.99,1.26753
26.394,69634.63,1.28205
26.404,69666.26,1.28435
26.414,69697.9,1.2864
26.424,69729.53,1.29293
26.434,69761.17,1.30255
26.444,69792.8,1.31055
26.454,69824.44,1.31755
26.464,69856.07,1.30093
26.474,69887.71,1.29093
26.484,69919.35,1.28053
26.494,69950.98,1.2731
26.504,69982.62,1.26823
26.514,70014.25,1.26443
26.524,70045.89,1.27663
26.534,70077.52,1.27433
26.544,70109.16,1.25708
26.554,70140.79,1.2462
26.613,70327.44,1.23363
26.623,70359.08,1.21998
26.633,70390.71,1.20403
26.643,70422.35,1.1826
26.653,70453.98,1.18493
26.663,70485.62,1.16995
26.673,70517.26,1.15268
26.683,70548.89,1.13395
26.693,70580.53,1.11098
26.703,70612.16,1.095
26.98,71488.46,1.09905
26.99,71520.1,1.09845
27,71551.73,1.09488
27.01,71583.37,1.0885
27.02,71615.01,1.0902
27.03,71646.64,1.0848
27.04,71678.28,1.0523
27.05,71709.91,1.0402
27.06,71741.55,1.03838
27.07,71773.18,1.03173
27.08,71804.82,1.03928
27.09,71836.45,1.0325
27.1,71868.09,1.03603
27.11,71899.72,1.04148
27.12,71931.36,1.0351
27.13,71963,1.04085
27.14,71994.63,1.05013
27.15,72026.27,1.0429
27.16,72057.9,1.05178
27.17,72089.54,1.05225
27.18,72121.17,1.05128
27.19,72152.81,1.04713
27.2,72184.44,1.05105
27.21,72216.08,1.05588
27.22,72247.71,1.05158
27.23,72279.35,1.04935
27.24,72310.99,1.05788
27.25,72342.62,1.06555
27.26,72374.26,1.06825
27.27,72405.89,1.0718
27.28,72437.53,1.06638
27.29,72469.16,1.07318
27.3,72500.8,1.06573
27.31,72532.43,1.06205
27.32,72564.07,1.05665
27.33,72595.7,1.0556
27.34,72627.34,1.05065
27.35,72658.98,1.05425
27.36,72690.61,1.05148
27.37,72722.25,1.05108
27.38,72753.88,1.05138
27.39,72785.52,1.0487
27.4,72817.15,1.04663
27.41,72848.79,1.0462
27.42,72880.42,1.0461
27.43,72912.06,1.04315
27.44,72943.7,1.0431
27.45,72975.33,1.03923
27.46,73006.97,1.04333
27.47,73038.6,1.03908
27.48,73070.24,1.03353
27.49,73101.87,1.03023
27.5,73133.51,1.02925
27.51,73165.14,1.0318
27.52,73196.78,1.03345
27.53,73228.41,1.03563
27.54,73260.05,1.04338
27.55,73291.69,1.05238
27.56,73323.32,1.05798
27.57,73354.96,1.12178
27.58,73386.59,1.14618
27.59,73418.23,1.20923
27.6,73449.86,1.22928
27.61,73481.5,1.3364
27.62,73513.13,1.40728
27.63,73544.77,1.45875
27.64,73576.4,1.47855
27.65,73608.04,1.51113
27.66,73639.68,1.63833
27.67,73671.31,1.70158
27.68,73702.95,1.71608
27.69,73734.58,1.72318
27.7,73766.22,1.73213
27.71,73797.85,1.74115
27.72,73829.49,1.7463
27.73,73861.12,1.7495
27.74,73892.76,1.74738
27.75,73924.39,1.74795
27.76,73956.03,1.74538
27.77,73987.67,1.6893
27.78,74019.3,1.67953
27.79,74050.94,1.71045
27.8,74082.57,1.82115
27.81,74114.21,1.73343
27.82,74145.84,1.69168
27.83,74177.48,1.64788
27.84,74209.11,1.64273
27.85,74240.75,1.61955
27.86,74272.38,1.48808
27.87,74304.02,1.43615
27.88,74335.66,1.43363
27.89,74367.29,1.4415
27.9,74398.93,1.44705
27.91,74430.56,1.45458
27.92,74462.2,1.47763
27.93,74493.83,1.50755
27.94,74525.47,1.50973
27.95,74557.1,1.51298
27.96,74588.74,1.51828
27.97,74620.37,1.51968
27.98,74652.01,1.52048
27.99,74683.65,1.44288
