# DESCRIPTION:
# Reference: S.O. Rasmussen, P.M. Abbott, T. Blunier, A.J. Bourne, E. Brook, S.L. Buchardt, C. Buizert, J. Chappellaz, H.B. Clausen, E. Cook, D. Dahl-Jensen, S.M. Davies, M. Guillevic, S. Kipfstuhl, T. Laepple, I.K. Seierstad, J.P. Severinghaus, J.P. Steffensen, C. Stowasser, A. Svensson, P. Vallelonga, B.M. Vinther, F. Wilhelms, and M. Winstrup (2013): A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Clim. Past, 9, 2713–2730, https://doi.org/10.5194/cp-9-2713-2013.
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

NEEM depth [m],Age of ice [ka b2k],Age of gas [ka b2k],d15N [‰]
1606.95,24.304,22797.9,0.4
1607,24.309,22801.78,0.4
1607.05,24.314,22805.7,0.4
1607.1,24.319,22809.67,0.4
1607.15,24.324,22813.67,0.4
1607.2,24.329,22817.71,0.4
1607.24,24.334,22821.79,0.4
1607.29,24.339,22825.91,0.4
1607.34,24.344,22829.84,0.4
1607.38,24.349,22834.01,0.4
1607.43,24.354,22838.2,0.4
1607.48,24.359,22842.41,0.4
1607.53,24.364,22846.64,0.4
1607.57,24.369,22850.88,0.4
1607.62,24.374,22854.96,0.4
1607.67,24.379,22859.24,0.41
1607.72,24.384,22863.52,0.41
1607.77,24.389,22867.8,0.41
1607.82,24.394,22871.94,0.41
1607.87,24.399,22876.23,0.41
1607.92,24.404,22880.54,0.41
1607.96,24.409,22884.84,0.42
1608.01,24.414,22889.03,0.42
1608.06,24.419,22893.32,0.42
1608.11,24.424,22897.6,0.42
1608.16,24.429,22901.88,0.42
1608.21,24.434,22906.09,0.43
1608.26,24.439,22910.36,0.43
1608.31,24.444,22914.6,0.43
1608.35,24.449,22918.84,0.43
1608.4,24.454,22923.05,0.44
1608.45,24.459,22927.27,0.44
1608.5,24.464,22931.49,0.44
1608.55,24.469,22935.69,0.44
1608.6,24.474,22939.97,0.44
1608.64,24.479,22944.19,0.44
1608.69,24.484,22948.42,0.44
1608.74,24.489,22952.65,0.44
1608.79,24.494,22956.99,0.44
1608.83,24.499,22961.24,0.44
1608.88,24.504,22965.51,0.44
1608.92,24.509,22969.91,0.44
1608.97,24.514,22974.22,0.44
1609.02,24.519,22978.56,0.44
1609.06,24.524,22983.05,0.44
1609.11,24.529,22987.45,0.43
1609.15,24.534,22992,0.43
1609.2,24.539,22996.48,0.43
1609.25,24.544,23001.1,0.42
1609.29,24.549,23005.65,0.42
1609.34,24.554,23010.33,0.42
1609.38,24.559,23015.03,0.42
1609.42,24.564,23019.69,0.41
1609.47,24.569,23024.44,0.41
1609.51,24.574,23029.19,0.41
1609.55,24.579,23033.94,0.4
1609.6,24.584,23038.7,0.4
1609.64,24.589,23043.47,0.4
1609.68,24.594,23048.25,0.4
1609.73,24.599,23053.04,0.4
1609.77,24.604,23057.86,0.39
1609.82,24.609,23062.64,0.39
1609.86,24.614,23067.4,0.39
1609.9,24.619,23072.16,0.39
1609.95,24.624,23076.96,0.39
1609.99,24.629,23081.69,0.39
1610.04,24.634,23086.41,0.39
1610.08,24.639,23091.09,0.39
1610.13,24.644,23095.81,0.4
1610.18,24.649,23100.45,0.4
1610.22,24.654,23105.08,0.4
1610.27,24.659,23109.76,0.4
1610.31,24.664,23114.38,0.4
1610.36,24.669,23118.99,0.4
1610.4,24.674,23123.63,0.4
1610.44,24.679,23128.24,0.4
1610.49,24.684,23132.87,0.4
1610.53,24.689,23137.47,0.4
1610.57,24.694,23142.07,0.4
1610.61,24.699,23146.68,0.4
1610.65,24.704,23151.28,0.41
1610.7,24.709,23155.88,0.4
1610.74,24.714,23160.46,0.4
1610.78,24.719,23165.03,0.4
1610.82,24.724,23169.62,0.4
1610.87,24.729,23174.11,0.4
1610.91,24.734,23178.64,0.41
1610.95,24.739,23183.09,0.41
1610.99,24.744,23187.59,0.41
1611.04,24.749,23191.98,0.41
1611.08,24.754,23196.44,0.41
1611.12,24.759,23200.88,0.41
1611.16,24.764,23205.17,0.41
1611.2,24.769,23209.57,0.41
1611.25,24.774,23213.95,0.41
1611.29,24.779,23218.22,0.41
1611.33,24.784,23222.54,0.42
1611.37,24.789,23226.83,0.42
1611.42,24.794,23231.03,0.42
1611.46,24.799,23235.27,0.42
1611.5,24.804,23239.49,0.43
1611.54,24.809,23243.68,0.43
1611.59,24.814,23247.85,0.43
1611.63,24.819,23251.99,0.44
1611.67,24.824,23256.13,0.44
1611.71,24.829,23260.25,0.44
1611.75,24.834,23264.37,0.45
1611.8,24.839,23268.49,0.45
1611.84,24.844,23272.6,0.45
1611.88,24.849,23276.83,0.46
1611.92,24.854,23280.94,0.46
1611.97,24.859,23285.06,0.46
1612.01,24.864,23289.2,0.47
1612.05,24.869,23293.35,0.47
1612.1,24.874,23297.77,0.47
1612.14,24.879,23301.97,0.47
1612.19,24.884,23306.19,0.47
1612.24,24.889,23310.43,0.47
1612.28,24.894,23314.99,0.47
1612.33,24.899,23319.33,0.47
1612.38,24.904,23323.99,0.47
1612.42,24.909,23328.69,0.47
1612.47,24.914,23333.15,0.46
1612.52,24.919,23337.97,0.46
1612.56,24.924,23342.85,0.46
1612.61,24.929,23347.79,0.45
1612.65,24.934,23352.78,0.45
1612.7,24.939,23357.85,0.44
1612.74,24.944,23362.98,0.44
1612.79,24.949,23368.19,0.43
1612.83,24.954,23373.66,0.43
1612.88,24.959,23379,0.43
1612.93,24.964,23384.42,0.42
1612.97,24.969,23390.13,0.42
1613.02,24.974,23395.89,0.41
1613.06,24.979,23401.72,0.41
1613.11,24.984,23407.47,0.41
1613.15,24.989,23413.44,0.41
1613.2,24.994,23419.48,0.4
1613.25,24.999,23425.69,0.4
1613.3,25.004,23431.83,0.4
1613.34,25.009,23438.03,0.4
1613.39,25.014,23444.27,0.4
1613.44,25.019,23450.65,0.4
1613.49,25.024,23456.96,0.4
1613.54,25.029,23463.31,0.4
1613.58,25.034,23469.81,0.4
1613.63,25.039,23476.24,0.4
1613.68,25.044,23482.81,0.4
1613.73,25.049,23489.31,0.4
1613.77,25.054,23495.97,0.4
1613.82,25.059,23502.68,0.4
1613.86,25.064,23509.28,0.4
1613.91,25.069,23516.07,0.4
1613.95,25.074,23522.91,0.4
1614,25.079,23529.78,0.4
1614.04,25.084,23536.71,0.4
1614.09,25.089,23543.68,0.4
1614.13,25.094,23550.69,0.39
1614.18,25.099,23557.73,0.39
1614.22,25.104,23564.8,0.39
1614.27,25.109,23571.9,0.39
1614.31,25.114,23579.03,0.39
1614.36,25.119,23586.18,0.39
1614.4,25.124,23593.53,0.39
1614.45,25.129,23600.71,0.39
1614.49,25.134,23607.9,0.39
1614.53,25.139,23615.09,0.39
1614.58,25.144,23622.44,0.39
1614.62,25.149,23629.6,0.39
1614.67,25.154,23636.75,0.39
1614.71,25.159,23643.89,0.39
1614.76,25.164,23651.01,0.39
1614.8,25.169,23658.27,0.38
1614.84,25.174,23665.36,0.38
1614.88,25.179,23672.43,0.38
1614.92,25.184,23679.48,0.38
1614.96,25.189,23686.51,0.38
1615,25.194,23693.52,0.38
1615.04,25.199,23700.51,0.38
1615.08,25.204,23707.49,0.38
1615.12,25.209,23714.42,0.38
1615.16,25.214,23721.33,0.38
1615.2,25.219,23728.22,0.38
1615.25,25.224,23734.98,0.38
1615.29,25.229,23741.83,0.38
1615.33,25.234,23748.64,0.38
1615.37,25.239,23755.43,0.38
1615.41,25.244,23762.19,0.38
1615.44,25.249,23768.85,0.38
1615.48,25.254,23775.56,0.38
1615.52,25.259,23782.25,0.37
1615.56,25.264,23788.84,0.37
1615.6,25.269,23795.48,0.37
1615.64,25.274,23802.03,0.37
1615.68,25.279,23808.61,0.37
1615.72,25.284,23815.17,0.37
1615.76,25.289,23821.67,0.37
1615.8,25.294,23828.19,0.37
1615.84,25.299,23834.65,0.37
1615.88,25.304,23841.14,0.37
1615.92,25.309,23847.58,0.37
1615.96,25.314,23854.06,0.37
1616.01,25.319,23860.48,0.37
1616.05,25.324,23866.91,0.37
1616.09,25.329,23873.38,0.37
1616.14,25.334,23879.81,0.37
1616.18,25.339,23886.29,0.37
1616.22,25.344,23892.73,0.37
1616.27,25.349,23899.24,0.37
1616.31,25.354,23905.71,0.37
1616.35,25.359,23912.25,0.37
1616.4,25.364,23918.73,0.37
1616.44,25.369,23925.29,0.37
1616.48,25.374,23931.79,0.37
1616.53,25.379,23938.37,0.37
1616.57,25.384,23944.88,0.37
1616.61,25.389,23951.47,0.37
1616.66,25.394,23958.06,0.37
1616.7,25.399,23964.58,0.37
1616.74,25.404,23971.16,0.37
1616.79,25.409,23977.67,0.37
1616.83,25.414,23984.24,0.37
1616.87,25.419,23990.73,0.37
1616.91,25.424,23997.26,0.37
1616.96,25.429,24003.7,0.37
1617,25.434,24010.17,0.37
1617.04,25.439,24016.59,0.37
1617.08,25.444,24023.05,0.37
1617.12,25.449,24029.44,0.37
1617.16,25.454,24035.83,0.37
1617.21,25.459,24042.26,0.37
1617.25,25.464,24048.63,0.37
1617.29,25.469,24055.04,0.37
1617.33,25.474,24061.39,0.37
1617.37,25.479,24067.72,0.37
1617.41,25.484,24074.08,0.37
1617.45,25.489,24080.38,0.37
1617.49,25.494,24086.66,0.37
1617.53,25.499,24092.96,0.37
1617.57,25.504,24099.2,0.36
1617.62,25.509,24105.41,0.36
1617.66,25.514,24111.58,0.36
1617.7,25.519,24117.7,0.36
1617.74,25.524,24123.78,0.36
1617.78,25.529,24129.84,0.36
1617.82,25.534,24135.86,0.36
1617.86,25.539,24141.85,0.36
1617.9,25.544,24147.81,0.36
1617.94,25.549,24153.73,0.36
1617.98,25.554,24159.61,0.36
1618.02,25.559,24165.46,0.36
1618.06,25.564,24171.27,0.36
1618.1,25.569,24177.04,0.36
1618.14,25.574,24182.79,0.36
1618.18,25.579,24188.49,0.36
1618.23,25.584,24194.15,0.36
1618.27,25.589,24199.79,0.36
1618.31,25.594,24205.38,0.36
1618.35,25.599,24210.92,0.36
1618.39,25.604,24216.43,0.36
1618.43,25.609,24221.86,0.36
1618.48,25.614,24227.3,0.36
1618.52,25.619,24232.71,0.36
1618.56,25.624,24238.04,0.36
1618.6,25.629,24243.37,0.37
1618.64,25.634,24248.67,0.37
1618.68,25.639,24253.88,0.37
1618.72,25.644,24259.1,0.37
1618.77,25.649,24264.29,0.37
1618.81,25.654,24269.43,0.37
1618.85,25.659,24274.54,0.37
1618.89,25.664,24279.61,0.37
1618.93,25.669,24284.64,0.37
1618.97,25.674,24289.64,0.37
1619.01,25.679,24294.61,0.37
1619.05,25.684,24299.54,0.37
1619.09,25.689,24304.45,0.37
1619.13,25.694,24309.32,0.37
1619.18,25.699,24314.17,0.37
1619.22,25.704,24318.98,0.38
1619.26,25.709,24323.77,0.38
1619.3,25.714,24328.57,0.38
1619.34,25.719,24333.31,0.38
1619.38,25.724,24338.02,0.38
1619.42,25.729,24342.74,0.38
1619.46,25.734,24347.39,0.38
1619.5,25.739,24352.03,0.38
1619.55,25.744,24356.66,0.38
1619.59,25.749,24361.24,0.38
1619.63,25.754,24365.8,0.38
1619.67,25.759,24370.36,0.39
1619.71,25.764,24374.86,0.39
1619.75,25.769,24379.36,0.39
1619.79,25.774,24383.8,0.39
1619.83,25.779,24388.24,0.39
1619.88,25.784,24392.66,0.39
1619.92,25.789,24397.03,0.39
1619.96,25.794,24401.41,0.39
1620,25.799,24405.75,0.39
1620.04,25.804,24410.1,0.39
1620.08,25.809,24414.43,0.39
1620.13,25.814,24418.72,0.39
1620.17,25.819,24423.03,0.39
1620.21,25.824,24427.32,0.39
1620.25,25.829,24431.6,0.39
1620.29,25.834,24435.84,0.4
1620.33,25.839,24440.1,0.4
1620.37,25.844,24444.35,0.4
1620.42,25.849,24448.58,0.4
1620.46,25.854,24452.79,0.4
1620.5,25.859,24457.01,0.4
1620.54,25.864,24461.22,0.4
1620.58,25.869,24465.42,0.4
1620.62,25.874,24469.63,0.4
1620.66,25.879,24473.83,0.4
1620.7,25.884,24478.03,0.4
1620.74,25.889,24482.23,0.4
1620.78,25.894,24486.42,0.4
1620.83,25.899,24490.6,0.4
1620.87,25.904,24494.78,0.4
1620.91,25.909,24498.94,0.39
1620.95,25.914,24503.13,0.39
1620.99,25.919,24507.33,0.39
1621.03,25.924,24511.54,0.39
1621.08,25.929,24515.76,0.39
1621.12,25.934,24519.95,0.39
1621.16,25.939,24524.19,0.39
1621.2,25.944,24528.46,0.39
1621.24,25.949,24532.74,0.39
1621.28,25.954,24537.01,0.39
1621.33,25.959,24541.36,0.39
1621.37,25.964,24545.72,0.39
1621.41,25.969,24550.08,0.39
1621.46,25.974,24554.51,0.39
1621.5,25.979,24558.93,0.39
1621.55,25.984,24563.42,0.39
1621.59,25.989,24567.89,0.39
1621.64,25.994,24572.43,0.39
1621.68,25.999,24576.94,0.39
1621.73,26.004,24581.54,0.39
1621.78,26.009,24586.1,0.39
1621.82,26.014,24590.74,0.38
1621.87,26.019,24595.34,0.38
1621.91,26.024,24599.97,0.38
1621.96,26.029,24604.68,0.38
1622.01,26.034,24609.36,0.38
1622.06,26.039,24614.06,0.38
1622.11,26.044,24618.84,0.38
1622.16,26.049,24623.59,0.38
1622.21,26.054,24628.35,0.38
1622.26,26.059,24633.14,0.38
1622.31,26.064,24637.95,0.38
1622.36,26.069,24642.83,0.38
1622.41,26.074,24647.67,0.38
1622.46,26.079,24652.52,0.38
1622.51,26.084,24657.39,0.38
1622.56,26.089,24662.27,0.38
1622.6,26.094,24667.16,0.38
1622.65,26.099,24672.04,0.38
1622.7,26.104,24676.98,0.38
1622.74,26.109,24681.87,0.38
1622.79,26.114,24686.77,0.38
1622.84,26.119,24691.65,0.38
1622.88,26.124,24696.54,0.38
1622.93,26.129,24701.41,0.38
1622.98,26.134,24706.29,0.38
1623.02,26.139,24711.15,0.38
1623.07,26.144,24716.01,0.38
1623.13,26.149,24720.91,0.38
1623.18,26.154,24725.75,0.38
1623.23,26.159,24730.58,0.38
1623.29,26.164,24735.4,0.39
1623.34,26.169,24740.21,0.39
1623.4,26.174,24745.02,0.39
1623.45,26.179,24749.87,0.39
1623.5,26.184,24754.67,0.39
1623.56,26.189,24759.46,0.39
1623.61,26.194,24764.21,0.39
1623.67,26.199,24769.04,0.39
1623.73,26.204,24773.81,0.39
1623.78,26.209,24778.58,0.39
1623.84,26.214,24783.37,0.39
1623.9,26.219,24788.18,0.39
1623.96,26.224,24793.05,0.39
1624.01,26.229,24797.88,0.39
1624.07,26.234,24802.74,0.39
1624.13,26.239,24807.62,0.39
1624.18,26.244,24812.52,0.39
1624.23,26.249,24817.44,0.39
1624.29,26.254,24822.38,0.39
1624.34,26.259,24827.34,0.39
1624.39,26.264,24832.32,0.39
1624.44,26.269,24837.32,0.39
1624.49,26.274,24842.34,0.39
1624.54,26.279,24847.39,0.39
1624.6,26.284,24852.45,0.39
1624.65,26.289,24857.53,0.39
1624.7,26.294,24862.62,0.39
1624.75,26.299,24867.74,0.39
1624.8,26.304,24872.87,0.39
1624.86,26.309,24878.04,0.39
1624.91,26.314,24883.2,0.39
1624.96,26.319,24888.38,0.39
1625.01,26.324,24893.57,0.39
1625.06,26.329,24898.78,0.39
1625.12,26.334,24904.03,0.39
1625.17,26.339,24909.27,0.39
1625.22,26.344,24914.52,0.39
1625.27,26.349,24919.77,0.39
1625.32,26.354,24925.07,0.39
1625.37,26.359,24930.34,0.39
1625.41,26.364,24935.62,0.39
1625.46,26.369,24940.89,0.38
1625.51,26.374,24946.19,0.38
1625.56,26.379,24951.45,0.38
1625.61,26.384,24956.7,0.38
1625.66,26.389,24961.93,0.38
1625.7,26.394,24967.18,0.38
1625.75,26.399,24972.39,0.38
1625.8,26.404,24977.58,0.38
1625.85,26.409,24982.75,0.38
1625.9,26.414,24987.91,0.38
1625.95,26.419,24993.06,0.39
1626,26.424,24998.17,0.39
1626.05,26.429,25003.26,0.39
1626.1,26.434,25008.32,0.39
1626.15,26.439,25013.36,0.39
1626.2,26.444,25018.37,0.39
1626.25,26.449,25023.36,0.39
1626.3,26.454,25028.31,0.39
1626.35,26.459,25033.25,0.39
1626.4,26.464,25038.16,0.39
1626.46,26.469,25043.05,0.39
1626.51,26.474,25047.89,0.39
1626.56,26.479,25052.74,0.39
1626.61,26.484,25057.56,0.39
1626.67,26.489,25062.37,0.39
1626.72,26.494,25067.15,0.39
1626.77,26.499,25071.91,0.39
1626.83,26.504,25076.66,0.39
1626.88,26.509,25081.39,0.39
1626.93,26.514,25086.11,0.39
1626.97,26.519,25090.81,0.39
1627.01,26.524,25095.51,0.39
1627.06,26.529,25100.2,0.39
1627.1,26.534,25104.88,0.39
1627.14,26.539,25109.57,0.39
1627.18,26.544,25114.25,0.39
1627.23,26.549,25118.93,0.39
1627.27,26.554,25123.62,0.39
1627.31,26.559,25128.31,0.39
1627.36,26.564,25133.02,0.39
1627.4,26.569,25137.72,0.39
1627.44,26.574,25142.43,0.39
1627.49,26.579,25147.16,0.39
1627.53,26.584,25151.89,0.39
1627.58,26.589,25156.65,0.39
1627.63,26.594,25161.42,0.39
1627.67,26.599,25166.21,0.39
1627.72,26.604,25171.02,0.39
1627.77,26.609,25175.83,0.39
1627.81,26.614,25180.67,0.39
1627.86,26.619,25185.54,0.39
1627.91,26.624,25190.43,0.39
1627.95,26.629,25195.34,0.39
1628,26.634,25200.28,0.39
1628.05,26.639,25205.24,0.39
1628.09,26.644,25210.23,0.39
1628.14,26.649,25215.24,0.39
1628.19,26.654,25220.27,0.39
1628.23,26.659,25225.34,0.39
1628.28,26.664,25230.43,0.39
1628.33,26.669,25235.55,0.39
1628.37,26.674,25240.7,0.39
1628.42,26.679,25245.91,0.39
1628.47,26.684,25251.11,0.39
1628.51,26.689,25256.33,0.39
1628.56,26.694,25261.59,0.39
1628.61,26.699,25266.92,0.39
1628.65,26.704,25272.22,0.39
1628.7,26.709,25277.54,0.39
1628.74,26.714,25282.94,0.39
1628.79,26.719,25288.3,0.39
1628.83,26.724,25293.69,0.39
1628.88,26.729,25299.15,0.39
1628.93,26.734,25304.56,0.39
1628.97,26.739,25310.04,0.39
1629.02,26.744,25315.47,0.39
1629.06,26.749,25320.96,0.39
1629.11,26.754,25326.39,0.39
1629.16,26.759,25331.87,0.39
1629.21,26.764,25337.27,0.39
1629.26,26.769,25342.66,0.39
1629.31,26.774,25348.09,0.39
1629.37,26.779,25353.44,0.39
1629.42,26.784,25358.83,0.39
1629.47,26.789,25364.13,0.39
1629.52,26.794,25369.39,0.39
1629.57,26.799,25374.63,0.39
1629.62,26.804,25379.87,0.39
1629.67,26.809,25385.03,0.39
1629.72,26.814,25390.16,0.39
1629.76,26.819,25395.24,0.39
1629.81,26.824,25400.29,0.39
1629.86,26.829,25405.3,0.39
1629.91,26.834,25410.26,0.39
1629.95,26.839,25415.19,0.39
1630,26.844,25420.07,0.39
1630.05,26.849,25424.92,0.39
1630.1,26.854,25429.72,0.39
1630.14,26.859,25434.48,0.39
1630.19,26.864,25439.19,0.39
1630.24,26.869,25443.86,0.39
1630.29,26.874,25448.51,0.39
1630.34,26.879,25453.11,0.39
1630.39,26.884,25457.69,0.39
1630.44,26.889,25462.21,0.39
1630.49,26.894,25466.72,0.39
1630.53,26.899,25471.17,0.39
1630.58,26.904,25475.63,0.39
1630.63,26.909,25480.01,0.39
1630.68,26.914,25484.43,0.39
1630.73,26.919,25488.83,0.39
1630.78,26.924,25493.16,0.39
1630.83,26.929,25497.54,0.39
1630.89,26.934,25501.91,0.39
1630.94,26.939,25506.32,0.39
1630.99,26.944,25510.74,0.39
1631.04,26.949,25515.13,0.39
1631.09,26.954,25519.57,0.39
1631.14,26.959,25524.01,0.39
1631.2,26.964,25528.5,0.39
1631.25,26.969,25532.99,0.39
1631.3,26.974,25537.53,0.39
1631.35,26.979,25542.07,0.39
1631.4,26.984,25546.67,0.39
1631.44,26.989,25551.26,0.39
1631.49,26.994,25555.89,0.39
1631.54,26.999,25560.55,0.39
1631.58,27.004,25565.23,0.39
1631.63,27.009,25569.92,0.39
1631.68,27.014,25574.66,0.39
1631.73,27.019,25579.4,0.39
1631.77,27.024,25584.17,0.39
1631.82,27.029,25588.96,0.39
1631.87,27.034,25593.78,0.39
1631.92,27.039,25598.62,0.39
1631.97,27.044,25603.47,0.39
1632.01,27.049,25608.35,0.39
1632.06,27.054,25613.25,0.39
1632.11,27.059,25618.17,0.39
1632.16,27.064,25623.12,0.39
1632.21,27.069,25628.1,0.39
1632.26,27.074,25633.09,0.39
1632.3,27.079,25638.11,0.39
1632.35,27.084,25643.16,0.39
1632.4,27.089,25648.22,0.38
1632.45,27.094,25653.3,0.38
1632.5,27.099,25658.4,0.38
1632.55,27.104,25663.52,0.38
1632.6,27.109,25668.66,0.38
1632.65,27.114,25673.82,0.38
1632.7,27.119,25678.99,0.38
1632.75,27.124,25684.18,0.38
1632.8,27.129,25689.37,0.38
1632.85,27.134,25694.58,0.38
1632.9,27.139,25699.81,0.38
1632.95,27.144,25705.06,0.38
1633,27.149,25710.31,0.38
1633.04,27.154,25715.59,0.38
1633.09,27.159,25720.9,0.38
1633.13,27.164,25726.22,0.38
1633.18,27.169,25731.56,0.38
1633.22,27.174,25736.96,0.38
1633.27,27.179,25742.35,0.38
1633.31,27.184,25747.76,0.38
1633.36,27.189,25753.24,0.38
1633.4,27.194,25758.7,0.38
1633.45,27.199,25764.23,0.38
1633.49,27.204,25769.73,0.38
1633.54,27.209,25775.3,0.38
1633.59,27.214,25780.9,0.38
1633.64,27.219,25786.46,0.38
1633.68,27.224,25792.09,0.38
1633.73,27.229,25797.68,0.38
1633.78,27.234,25803.34,0.38
1633.83,27.239,25809.02,0.38
1633.88,27.244,25814.64,0.38
1633.93,27.249,25820.33,0.38
1633.97,27.254,25826.03,0.38
1634.02,27.259,25831.66,0.38
1634.07,27.264,25837.36,0.38
1634.12,27.269,25843.06,0.38
1634.17,27.274,25848.67,0.38
1634.22,27.279,25854.35,0.38
1634.27,27.284,25860.01,0.38
1634.32,27.289,25865.6,0.38
1634.36,27.294,25871.24,0.38
1634.41,27.299,25876.87,0.38
1634.46,27.304,25882.41,0.38
1634.51,27.309,25888,0.38
1634.56,27.314,25893.51,0.38
1634.61,27.319,25899.07,0.38
1634.66,27.324,25904.53,0.38
1634.7,27.329,25910,0.37
1634.75,27.334,25915.41,0.37
1634.8,27.339,25920.83,0.37
1634.85,27.344,25926.2,0.37
1634.89,27.349,25931.54,0.37
1634.94,27.354,25936.87,0.37
1634.99,27.359,25942.17,0.37
1635.04,27.364,25947.46,0.37
1635.08,27.369,25952.71,0.37
1635.13,27.374,25957.92,0.37
1635.18,27.379,25963.12,0.37
1635.23,27.384,25968.29,0.37
1635.28,27.389,25973.42,0.37
1635.33,27.394,25978.53,0.37
1635.38,27.399,25983.61,0.38
1635.43,27.404,25988.66,0.38
1635.47,27.409,25993.67,0.38
1635.52,27.414,25998.64,0.38
1635.57,27.419,26003.57,0.38
1635.62,27.424,26008.46,0.38
1635.67,27.429,26013.3,0.38
1635.72,27.434,26018.11,0.38
1635.76,27.439,26022.86,0.38
1635.81,27.444,26027.64,0.38
1635.86,27.449,26032.28,0.38
1635.9,27.454,26036.86,0.38
1635.95,27.459,26041.48,0.38
1635.99,27.464,26045.95,0.38
1636.04,27.469,26050.47,0.38
1636.09,27.474,26054.85,0.38
1636.13,27.479,26059.28,0.38
1636.18,27.484,26063.67,0.38
1636.22,27.489,26067.89,0.38
1636.27,27.494,26072.21,0.38
1636.33,27.499,26076.55,0.38
1636.39,27.504,26080.9,0.38
1636.44,27.509,26085.1,0.38
1636.5,27.514,26089.47,0.38
1636.55,27.519,26093.85,0.38
1636.61,27.524,26098.16,0.38
1636.67,27.529,26102.72,0.38
1636.72,27.534,26107.21,0.39
1636.78,27.539,26111.99,0.39
1636.85,27.544,26116.73,0.39
1636.92,27.549,26121.65,0.39
1636.99,27.554,26126.75,0.39
1637.07,27.559,26132.04,0.39
1637.14,27.564,26137.36,0.39
1637.22,27.569,26143.13,0.39
1637.29,27.574,26149.01,0.39
1637.37,27.579,26155.01,0.39
1637.45,27.584,26161.48,0.39
1637.54,27.589,26168.11,0.39
1637.63,27.594,26175.06,0.39
1637.71,27.599,26182.34,0.39
1637.8,27.604,26189.97,0.39
1637.88,27.609,26197.84,0.39
1637.97,27.614,26206.04,0.39
1638.06,27.619,26214.46,0.39
1638.15,27.624,26223.21,0.39
1638.24,27.629,26232.26,0.39
1638.33,27.634,26241.54,0.39
1638.42,27.639,26251.04,0.39
1638.5,27.644,26260.78,0.39
1638.59,27.649,26270.7,0.39
1638.67,27.654,26280.76,0.39
1638.76,27.659,26290.99,0.39
1638.85,27.664,26301.42,0.39
1638.93,27.669,26311.9,0.39
1639.02,27.674,26322.56,0.39
1639.1,27.679,26333.39,0.39
1639.19,27.684,26344.39,0.39
1639.28,27.689,26355.56,0.39
1639.36,27.694,26367.05,0.39
1639.45,27.699,26378.72,0.39
1639.53,27.704,26390.8,0.39
1639.63,27.709,26403.35,0.39
1639.72,27.714,26416.27,0.39
1639.82,27.719,26429.6,0.39
1639.91,27.724,26443.5,0.38
1640.01,27.729,26457.96,0.38
1640.1,27.734,26472.85,0.38
1640.22,27.739,26487.95,0.38
1640.33,27.744,26503.11,0.38
1640.44,27.749,26518.28,0.38
1640.56,27.754,26533.11,0.37
1640.67,27.759,26547.19,0.37
1640.76,27.764,26560.66,0.37
1640.86,27.769,26572.82,0.37
1640.95,27.774,26583.91,0.37
1641.05,27.779,26594.03,0.37
1641.14,27.784,26603.7,0.37
1641.22,27.789,26612.67,0.37
1641.27,27.794,26620.94,0.37
1641.32,27.799,26628.8,0.37
1641.37,27.804,26636.32,0.37
1641.42,27.809,26643.33,0.37
1641.47,27.814,26649.85,0.37
1641.51,27.819,26656.36,0.37
1641.56,27.824,26662.49,0.37
1641.61,27.829,26668.53,0.37
1641.66,27.834,26674.49,0.37
1641.71,27.839,26680.35,0.37
1641.76,27.844,26686.09,0.37
1641.81,27.849,26691.53,0.37
1641.86,27.854,26697.15,0.37
1641.91,27.859,26702.53,0.37
1641.96,27.864,26708.09,0.37
1642.01,27.869,26713.43,0.37
1642.06,27.874,26718.76,0.37
1642.11,27.879,26724.24,0.37
1642.16,27.884,26729.53,0.37
1642.21,27.889,26734.97,0.37
1642.26,27.894,26740.22,0.37
1642.31,27.899,26745.43,0.37
1642.36,27.904,26750.64,0.37
1642.4,27.909,26755.99,0.37
1642.45,27.914,26761.14,0.37
1642.5,27.919,26766.26,0.37
1642.54,27.924,26771.35,0.37
1642.59,27.929,26776.4,0.37
1642.64,27.934,26781.43,0.37
1642.68,27.939,26786.42,0.37
1642.73,27.944,26791.38,0.37
1642.78,27.949,26796.29,0.37
1642.82,27.954,26801.17,0.37
1642.87,27.959,26806,0.37
1642.92,27.964,26810.7,0.37
1642.98,27.969,26815.48,0.37
1643.03,27.974,26820.24,0.37
1643.08,27.979,26824.97,0.37
1643.13,27.984,26829.59,0.37
1643.18,27.989,26834.28,0.37
1643.23,27.994,26838.95,0.37
1643.29,27.999,26843.55,0.37
1643.34,28.004,26848.23,0.37
1643.39,28.009,26852.91,0.36
1643.44,28.014,26857.5,0.36
1643.49,28.019,26862.17,0.36
1643.53,28.024,26866.83,0.36
1643.58,28.029,26871.45,0.36
1643.63,28.034,26876.13,0.36
1643.68,28.039,26880.83,0.36
1643.72,28.044,26885.5,0.36
1643.77,28.049,26890.22,0.36
1643.82,28.054,26894.96,0.36
1643.87,28.059,26899.67,0.36
1643.91,28.064,26904.43,0.36
1643.96,28.069,26909.19,0.36
1644.01,28.074,26913.96,0.36
