# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871936. Accessed 11 Nov 2022.
# Comment: Cibicidoides sp. δ18O and Cibicidoides sp. δ13C include C. kullenbergi and C. wuellerstorfi, which are listed as separate variables in the original dataset.

Depth cr mean [rmcd],Age [ka BP],Cibicidoides sp. δ18O [‰ PDB],Cibicidoides sp. δ13C [‰ PDB]
89.24,1241.58,2.37,1.05
89.31,1242.41,2.71,0.61
89.44,1243.95,2.56,0.4
89.46,1244.19,2.71,0.38
89.48,1244.42,2.91,-0.05
89.52,1244.9,3.04,-0.21
89.54,1245.14,2.78,0.11
89.56,1245.37,3.83,0.12
89.58,1245.61,3.82,-0.05
89.6,1245.85,3.69,-0.15
89.62,1246.08,3.82,-0.27
89.64,1246.32,3.97,-0.46
89.66,1246.56,3.99,-0.15
89.68,1246.8,3.88,0.19
89.7,1247.03,3.97,-0.17
89.72,1247.27,4.06,0.2
89.74,1247.51,3.99,-0.34
89.76,1247.75,4.03,-0.21
89.78,1247.98,3.92,-0.42
89.8,1248.22,4.04,-0.2
89.82,1248.46,4.05,-0.66
89.85,1248.81,4.08,-0.5
89.91,1249.53,4.29,-0.29
89.94,1249.88,4.25,-0.85
89.96,1250.21,4.23,-0.19
89.99,1250.82,3.96,-0.49
90.06,1252.27,3.93,-0.2
90.08,1252.68,3.89,-0.26
90.1,1253.09,3.9,-0.26
90.12,1253.51,3.75,0.47
90.14,1253.92,3.95,0.1
90.2,1255.15,4.03,0.59
90.26,1256.39,3.76,0.61
90.32,1257.63,3.76,-0.14
90.35,1258.25,3.57,-0.24
90.38,1258.87,3.69,-0.02
90.4,1259.28,3.66,-0.33
90.42,1259.69,3.71,-0.41
90.44,1260.1,3.84,-0.03
90.46,1260.52,3.68,0.11
90.48,1260.93,3.72,0.2
90.5,1261.34,3.59,0.32
90.52,1261.75,3.86,0.3
90.54,1262.16,3.75,0.45
90.56,1262.58,3.6,0.15
90.58,1262.99,3.61,0.29
90.6,1263.4,3.52,0.66
90.62,1263.81,3.71,0.09
90.64,1264.23,3.58,0.74
90.66,1264.64,3.5,0.52
90.68,1265.05,3.52,0.47
90.7,1265.46,3.61,0.46
90.72,1265.88,3.4,0.67
90.74,1266.29,3.32,0.86
90.76,1266.7,3.47,0.21
90.78,1267.11,3.54,0.5
90.8,1267.53,3.51,0.77
90.82,1267.94,3.38,0.88
90.84,1268.35,3.34,0.93
90.86,1268.76,3.45,0.84
90.88,1269.18,3.33,0.67
90.9,1269.59,3.34,0.98
90.92,1270,3.4,0.47
90.94,1270.41,3.15,0.97
90.96,1270.82,3.19,1.12
90.98,1271.24,3.21,1.05
91,1271.65,3.19,1.04
91.02,1272.06,3.11,0.82
91.04,1272.47,3.17,1.11
91.06,1272.89,3.12,1.21
91.08,1273.3,3.05,0.92
91.1,1273.71,3.19,0.54
91.12,1274.12,3.18,0.93
91.14,1274.54,3.09,1.18
91.16,1274.95,3.11,0.56
91.18,1275.36,3.18,1.03
91.2,1275.77,3.12,1.04
91.22,1276.19,3.08,1.08
91.24,1276.6,3.14,1.19
91.26,1277.01,3.13,0.7
91.28,1277.42,3.2,0.86
91.3,1277.84,3.13,0.89
91.32,1278.25,3.18,1
91.34,1278.66,3.12,0.66
91.36,1279.07,3.09,0.89
91.38,1279.48,3.06,0.96
91.4,1279.9,3.16,0.29
91.42,1280.31,3.1,0.71
91.44,1280.72,3.2,0.03
91.46,1281.13,3.19,1.02
91.5,1281.96,3.1,0.99
91.52,1282.37,3.21,0.41
91.56,1283.2,3.13,0.98
91.58,1283.61,3.25,0.66
91.64,1284.85,3.29,0.78
91.66,1285.26,3.35,0.57
91.68,1285.67,3.4,0.66
91.7,1286.08,3.27,0.5
91.72,1286.49,3.23,0.19
91.74,1286.91,3.53,0.35
91.76,1287.32,3.38,0.57
91.78,1287.73,3.52,0.25
91.8,1288.14,3.53,0.52
91.82,1288.56,3.55,0.5
91.84,1288.97,3.95,-0.14
91.86,1289.38,3.45,0.46
91.91,1290.2,3.93,-0.04
91.95,1290.61,4.03,0.07
91.98,1290.92,3.82,-0.09
92,1291.13,3.76,-0.12
92.02,1291.33,3.9,0.35
92.04,1291.54,3.83,0.49
92.08,1291.94,3.61,0.18
92.1,1292.15,3.76,-0.36
92.12,1292.35,3.82,-0.28
92.14,1292.56,3.74,0.17
92.16,1292.76,3.84,0.19
92.18,1292.97,3.99,0.48
92.2,1293.17,3.72,0.13
92.22,1293.38,3.62,-0.13
92.24,1293.58,3.76,0.6
92.26,1293.79,3.81,-0.16
92.29,1294.09,3.6,0.16
92.32,1294.4,3.56,-0.06
92.34,1294.61,3.58,-0.13
92.36,1294.81,3.34,-0.56
92.4,1295.22,3.53,-0.69
92.54,1296.65,3.76,-0.05
92.56,1296.86,3.84,0
92.58,1297.06,3.77,0.04
92.6,1297.27,3.59,-0.05
92.62,1297.47,3.62,-0.15
92.7,1298.29,3.65,-0.18
92.74,1298.7,3.9,0.29
92.76,1298.91,3.51,-0.34
92.78,1299.11,3.78,0.5
92.8,1299.31,3.55,0.47
92.82,1299.52,3.73,-0.58
92.84,1299.72,3.62,0.37
92.86,1299.93,3.52,0.38
92.9,1300.34,2.9,0.08
92.94,1300.75,3.63,0.23
92.96,1300.95,3.72,0.49
92.98,1301.16,3.54,-0.33
93,1301.36,3.61,0.28
93.03,1301.67,3.43,0.24
93.06,1301.98,3.59,0.2
93.08,1302.18,3.44,0.64
93.1,1302.39,3.29,0.61
93.12,1302.59,3.25,0.19
93.14,1302.8,3.35,0.54
93.16,1303,3.14,0.87
93.18,1303.2,2.98,0.92
93.21,1303.51,3.21,0.82
93.26,1304.02,3.31,0.65
93.29,1304.33,3.14,0.8
93.32,1304.64,3.31,0.85
93.34,1304.84,3.3,0.77
93.4,1305.46,3.44,0.82
93.42,1305.66,3.24,1.11
93.44,1305.87,3.28,0.42
93.46,1306.07,3.42,0.79
93.48,1306.28,3.24,0.81
93.5,1306.48,3.22,1.02
93.52,1306.69,3.38,0.9
93.54,1306.89,3.18,0.7
93.56,1307.09,3.2,0.6
93.58,1307.3,3.14,1.05
93.6,1307.5,3.06,1.01
93.62,1307.71,3.14,0.85
93.64,1307.91,3.02,1.04
93.66,1308.12,3.11,0.99
93.68,1308.32,3.1,1.02
93.7,1308.53,3.02,0.95
93.72,1308.73,3.07,0.65
93.74,1308.94,2.88,0.78
93.76,1309.14,3.12,0.95
93.78,1309.35,3.06,0.79
93.8,1309.55,2.99,0.59
93.82,1309.76,2.99,0.64
93.84,1309.96,2.97,0.51
93.86,1310.17,2.96,0.57
93.88,1310.37,3.09,0.43
93.9,1310.57,3.03,0.1
93.92,1310.78,2.9,0.7
93.94,1310.98,2.98,0.68
93.96,1311.19,3.06,0.92
94.01,1311.7,3.17,0.56
94.05,1312.11,2.91,1.01
94.09,1312.52,2.93,0.89
94.12,1312.83,2.88,0.85
94.14,1313.03,2.87,0.74
94.24,1314.06,2.99,0.35
94.32,1314.87,2.92,0.76
94.35,1315.18,2.83,0.53
94.38,1315.49,3.09,0.26
94.4,1315.69,3.03,0.55
94.44,1316.11,2.94,0.78
94.49,1316.65,2.78,0.58
94.52,1316.97,2.87,0.24
94.57,1317.51,3.08,0.48
94.61,1317.95,3.13,0.58
94.64,1318.27,2.94,0.28
94.66,1318.49,3.08,0.46
94.68,1318.7,3.11,0.48
94.7,1318.92,3.23,0.73
94.72,1319.14,3.15,0.64
94.74,1319.35,3.18,0.61
94.76,1319.57,3.08,0.7
94.78,1319.78,3.18,0.3
94.82,1320.22,3.22,0.61
94.86,1320.65,3.18,0.42
94.88,1320.86,3.1,0.62
94.92,1321.3,3.28,0.62
94.94,1321.51,3.23,0.56
94.97,1321.84,3.27,-0.12
95.01,1322.27,3.26,0.63
95.04,1322.59,3.32,0.63
95.07,1322.92,3.39,0.31
95.1,1323.24,3.31,0.57
95.17,1324,3.14,0.46
95.22,1324.54,3.4,0.77
95.24,1324.76,3.38,0.57
95.31,1325.51,3.42,0.37
95.35,1325.95,3.5,0.43
95.38,1326.27,3.46,0.58
95.4,1326.49,3.58,0.4
95.44,1326.92,3.55,0.41
95.46,1327.14,3.54,0.3
95.48,1327.35,3.6,0.44
95.5,1327.57,3.53,0.14
95.53,1327.89,3.65,0.47
95.57,1328.32,3.59,0.48
95.6,1328.65,3.49,-0.08
95.62,1328.86,3.62,0.45
95.64,1329.08,3.54,0.34
95.66,1329.3,3.59,0.36
95.69,1329.62,3.63,0.42
95.75,1330.27,3.68,0.4
95.8,1330.81,3.63,0.35
95.82,1331.03,3.55,0.5
95.9,1331.89,3.53,0.13
95.99,1332.86,3.64,0.52
96.04,1333.41,3.7,-0.24
96.12,1334.27,3.43,-0.09
96.14,1334.49,3.75,0.1
96.16,1334.7,3.49,-0.37
96.18,1334.92,3.86,-0.46
96.2,1335.14,3.67,-0.37
96.23,1335.46,3.64,0.08
96.26,1335.78,3.67,-0.25
96.28,1336,3.75,-0.43
96.3,1336.22,3.82,-0.34
96.32,1336.43,3.67,-0.37
96.34,1336.65,3.71,-0.31
96.36,1336.86,3.81,0.03
96.38,1337.08,3.75,-0.21
96.4,1337.3,3.85,-0.31
96.42,1337.51,3.74,-0.14
96.44,1337.73,3.79,-0.05
96.46,1337.95,3.83,-0.68
96.48,1338.16,3.71,-0.17
96.5,1338.38,3.74,-0.06
96.53,1338.7,3.75,-0.15
96.56,1339.03,3.75,-0.21
96.58,1339.24,3.8,0.16
96.6,1339.46,3.73,-0.1
96.62,1339.68,3.75,0.09
96.64,1339.89,3.76,-0.09
96.66,1340.09,3.78,0.03
96.68,1340.26,3.71,-0.07
96.7,1340.43,3.55,0.07
96.72,1340.6,3.62,0.24
96.74,1340.78,3.44,0.37
96.76,1340.95,3.62,0.26
96.78,1341.12,3.62,0.42
96.8,1341.3,3.39,0.36
96.82,1341.47,3.42,0.45
96.84,1341.64,3.24,0.41
96.86,1341.81,3.13,0.41
96.88,1341.99,3.29,0.1
96.9,1342.16,2.95,0.77
96.92,1342.33,3.14,0.65
96.94,1342.51,3.32,0.46
96.96,1342.68,3.17,0.69
96.98,1342.85,3.32,0.4
97,1343.02,3.13,0.71
97.1,1343.89,3.04,0.68
97.12,1344.06,2.96,0.57
97.14,1344.23,3.01,0.18
97.16,1344.41,2.92,0.72
97.18,1344.58,2.82,1.04
97.2,1344.75,2.87,1.21
97.22,1344.93,2.88,0.93
97.24,1345.1,2.8,0.55
97.26,1345.27,2.77,0.92
97.28,1345.44,2.87,0.9
97.3,1345.62,2.9,0.2
97.32,1345.79,2.9,1.15
97.36,1346.14,2.87,0.89
97.38,1346.31,2.83,0.82
97.4,1346.48,2.77,0.89
97.42,1346.65,2.87,1.05
97.44,1346.83,2.87,0.91
97.46,1347,2.83,1.23
97.48,1347.17,2.87,0.9
97.5,1347.35,2.85,0.63
97.52,1347.52,2.95,1.01
97.54,1347.69,2.86,0.88
97.56,1347.86,2.82,0.82
97.58,1348.04,2.8,0.68
97.6,1348.21,2.82,0.96
97.62,1348.38,2.88,0.76
97.64,1348.56,2.85,1
97.66,1348.73,2.76,-0.71
97.68,1348.9,2.8,1.06
97.7,1349.07,2.8,0.88
97.72,1349.25,2.81,1
97.74,1349.42,2.97,0.84
97.76,1349.59,2.81,0.77
97.78,1349.77,2.92,0.76
97.8,1349.94,2.83,1.03
97.82,1350.11,2.91,0.34
97.84,1350.28,2.75,0.68
97.86,1350.46,2.83,0.72
97.88,1350.63,2.81,0.8
97.9,1350.8,2.78,0.91
97.92,1350.98,2.86,0.99
98.09,1352.44,2.79,0.8
98.24,1353.74,2.72,0.75
98.26,1353.91,2.84,0.87
98.34,1354.51,2.92,0.53
98.54,1355.96,3.12,0.73
98.59,1356.32,2.97,0.77
98.62,1356.54,2.91,0.72
98.64,1356.68,3.01,0.68
98.66,1356.82,3.04,0.63
98.69,1357.04,3.03,0.24
98.73,1357.33,2.99,0.73
98.77,1357.62,3.1,0.58
98.81,1357.91,3.1,0.73
98.84,1358.13,3.02,0.5
98.92,1358.71,3.12,0.24
98.97,1359.07,3.3,0.33
99.01,1359.36,3.25,0.47
99.1,1360.01,3.39,0.46
99.14,1360.3,3.28,-0.65
99.18,1360.59,3.25,0.57
99.24,1361.03,3.19,0.72
99.28,1361.32,3.32,0.63
99.33,1361.68,3.36,0.64
99.37,1361.97,3.23,0.84
99.4,1362.19,3.3,0.32
99.44,1362.47,3.28,1.01
99.48,1362.76,3.35,0.6
99.5,1362.91,3.38,0.69
99.53,1363.13,3.5,0.38
99.54,1363.2,3.27,0.83
99.55,1363.27,3.41,0.71
99.56,1363.34,3.36,0.16
99.63,1363.85,3.16,0.54
99.66,1364.07,3.34,0.5
99.68,1364.21,3.13,0.17
99.7,1364.36,3.36,0.66
99.73,1364.58,3.39,0.71
99.76,1364.79,3.31,0.56
99.78,1364.94,3.4,0.35
99.85,1365.44,3.39,0.6
99.95,1366.17,3.58,0.77
99.98,1366.39,3.45,0.61
100.02,1366.68,3.58,0.54
100.06,1366.97,3.51,0.45
100.08,1367.11,3.62,0.54
100.12,1367.4,3.57,0.23
100.14,1367.55,3.6,0.42
100.17,1367.76,3.51,0.82
100.2,1367.98,3.65,1
100.22,1368.12,3.63,0.81
100.24,1368.27,3.62,0.79
100.26,1368.41,3.6,0.77
100.28,1368.56,3.63,0.75
100.3,1368.7,3.73,0.6
100.33,1368.92,3.65,0.61
100.43,1369.65,3.38,0.39
100.46,1369.86,3.84,0.26
100.48,1370.01,3.9,0.08
100.5,1370.15,3.78,-0.2
100.52,1370.3,3.85,-0.4
100.54,1370.44,3.72,-0.24
100.56,1370.59,3.81,0.14
100.58,1370.73,3.92,0.03
100.6,1370.88,3.94,0.25
100.62,1371.02,3.83,-0.02
100.64,1371.17,3.91,0
100.66,1371.31,3.77,0.29
100.68,1371.46,3.83,0.13
100.7,1371.6,3.87,0.33
100.72,1371.75,3.85,0.26
100.74,1371.89,3.92,0.36
100.76,1372.09,3.82,0.53
100.78,1372.43,3.84,0.49
100.8,1372.77,3.77,0.36
100.82,1373.12,3.76,0.44
100.84,1373.46,3.75,0.68
100.88,1374.15,3.64,0.13
100.91,1374.66,3.55,-0.46
100.96,1375.52,3.48,0.38
100.99,1376.03,3.39,0.73
101.02,1376.55,3.44,0.25
101.04,1376.89,3.46,0.33
101.06,1377.23,3.35,0.71
101.08,1377.58,3.49,-0.09
101.1,1377.92,3.43,0.24
101.12,1378.26,3.33,0.32
101.14,1378.61,3.54,0.5
101.16,1378.95,3.56,0.8
101.18,1379.29,3.32,0.5
101.2,1379.64,3.61,0.75
101.22,1379.98,3.48,0.32
101.24,1380.32,3.51,0.67
101.26,1380.67,3.44,0.89
101.28,1381.01,3.44,0.78
101.3,1381.35,3.43,0.4
101.32,1381.7,3.39,0.88
101.34,1382.04,3.3,0.91
101.36,1382.38,3.33,0.64
101.38,1382.73,3.17,0.7
101.4,1383.07,3.27,0.88
101.42,1383.41,3.28,0.76
101.44,1383.76,3.13,1.1
101.46,1384.1,3.16,0.83
101.48,1384.44,3.31,0.53
101.5,1384.79,3.11,1.1
101.52,1385.13,3.15,1.09
101.54,1385.47,3.2,0.99
101.56,1385.82,3.14,0.93
101.58,1386.16,3.02,1.29
101.6,1386.5,3.09,1.18
101.62,1386.84,3.12,0.75
101.64,1387.19,2.97,0.97
101.66,1387.53,3.03,1.08
101.68,1387.87,3.01,1.01
101.7,1388.22,3.07,1.19
101.74,1388.9,3.11,1.17
101.76,1389.25,3.11,1.13
101.78,1389.59,2.96,1.17
101.8,1389.93,3.08,1.23
101.82,1390.28,3.07,1.28
101.84,1390.62,2.94,1.16
101.86,1390.96,3.01,1.15
101.88,1391.31,2.98,0.39
101.9,1391.65,3.06,1.19
101.92,1391.99,2.94,1.24
101.94,1392.34,2.89,1.15
101.96,1392.68,2.96,0.77
101.98,1393.02,3.31,0.96
102,1393.37,3.19,0.98
102.04,1394.05,3.1,1.1
102.06,1394.4,2.98,1.06
102.08,1394.74,3,1.02
102.1,1395.08,3.04,1.07
102.12,1395.43,3.02,1.13
102.14,1395.77,3.04,0.75
102.16,1396.11,3,0.78
102.18,1396.46,3.02,1.01
102.2,1396.8,2.94,1.08
102.22,1397.14,2.95,0.89
102.24,1397.49,3,1.1
102.26,1397.83,2.96,1.05
102.28,1398.11,3.02,0.98
102.3,1398.32,2.98,1.04
102.32,1398.53,2.99,1.01
102.34,1398.74,3.11,0.91
102.36,1398.95,3.06,0.94
102.38,1399.16,3.03,0.78
102.4,1399.37,3.04,0.84
102.42,1399.58,3.07,0.88
102.44,1399.79,3.05,0.8
102.47,1400.11,3.08,0.73
102.51,1400.53,3.11,0.86
102.55,1400.95,3.08,0.72
102.59,1401.37,3.02,0.76
102.62,1401.68,3.31,0.24
102.64,1401.89,3.13,0.82
102.68,1402.32,3.04,0.77
102.7,1402.53,3.21,0.64
102.72,1402.74,2.97,0.63
102.75,1403.05,3.26,0.62
102.78,1403.37,3.24,0.71
102.8,1403.58,3.29,0.7
102.82,1403.79,3.37,0.47
102.84,1404,3.33,0.73
102.86,1404.21,3.39,0.69
102.88,1404.42,3.45,0.61
102.9,1404.63,3.42,0.58
102.92,1404.84,3.5,0.28
102.94,1405.05,3.63,0.65
102.96,1405.26,3.46,0.78
102.98,1405.47,3.37,0.61
103,1405.68,3.57,0.55
103.02,1405.89,3.49,0.65
103.04,1406.08,3.55,0.22
103.07,1406.34,3.58,0.58
103.1,1406.59,3.64,0.69
103.14,1406.93,3.72,-0.01
103.17,1407.18,3.64,0.74
103.2,1407.44,3.79,0.56
103.22,1407.61,3.85,0.38
103.23,1407.69,3.72,0.62
103.24,1407.77,3.85,0.4
103.25,1407.86,3.65,0.67
103.27,1408.03,3.71,0.61
103.29,1408.2,3.63,0.66
103.32,1408.45,3.65,0.55
103.35,1408.7,3.79,0.83
103.4,1409.13,3.76,0.74
103.43,1409.38,3.77,0.71
103.45,1409.55,3.82,0.37
103.47,1409.72,3.68,0.47
103.51,1410.06,3.67,0.9
103.53,1410.23,3.75,0.88
103.55,1410.39,3.79,0.66
103.57,1410.56,3.66,0.6
103.59,1410.73,3.86,0.89
103.61,1410.9,3.86,0.6
103.64,1411.15,3.85,-0.45
103.67,1411.41,3.9,0.33
103.7,1411.66,3.81,0.32
103.74,1412,3.85,0.21
103.77,1412.69,3.86,0.57
103.79,1413.15,3.99,-0.09
103.81,1413.62,3.93,0.34
103.83,1414.08,3.94,0.4
103.85,1414.54,3.73,0.22
103.87,1415,3.58,0.08
103.91,1415.92,3.65,0.87
103.93,1416.38,3.68,-0.23
103.95,1416.85,3.74,0.95
103.97,1417.31,3.63,1.01
104.01,1418.12,3.45,-0.03
104.03,1418.35,3.6,0.57
104.05,1418.59,3.42,0.64
104.07,1418.82,3.59,0.33
104.09,1419.06,3.5,0.4
104.11,1419.29,3.59,0.4
104.16,1419.88,3.56,-0.3
104.19,1420.24,3.53,-0.43
104.21,1420.47,3.79,-0.01
104.23,1420.71,3.83,-0.03
104.25,1420.94,3.72,0.3
104.27,1421.18,3.64,0.29
104.29,1421.41,3.42,0.82
104.31,1421.65,3.75,0.49
104.33,1421.88,3.39,0.37
104.35,1422.12,3.16,0.49
104.37,1422.35,3.54,0.45
104.39,1422.59,3.29,0.73
104.41,1422.82,3.41,0.62
104.43,1423.06,3.37,0.43
104.45,1423.29,3.32,0.59
104.47,1423.53,3.42,0.06
104.49,1423.76,3.24,-0.19
104.51,1424,3.33,-0.11
104.53,1424.24,3.35,-0.13
104.55,1424.47,3.38,0.08
104.57,1424.71,3.32,0.05
104.59,1424.94,3.31,0.5
104.61,1425.18,3.26,0.04
104.63,1425.41,3.2,0.6
104.65,1425.65,3.31,0.54
104.67,1425.88,3.25,0.76
104.7,1426.32,3.17,1.03
104.73,1426.8,3.12,0.85
104.75,1427.12,2.91,0.91
104.77,1427.44,2.91,1.04
104.79,1427.76,3.09,1.08
104.81,1428.08,2.99,1.11
104.83,1428.4,2.98,1.03
104.85,1428.72,2.9,1.14
104.87,1429.04,2.93,1.02
104.89,1429.36,2.85,0.8
104.91,1429.68,2.92,1.11
104.93,1430,2.83,0.79
104.95,1430.32,2.94,1.15
104.97,1430.64,2.92,0.66
104.99,1430.96,2.78,0.93
105.01,1431.28,2.82,0.51
105.03,1431.6,2.72,1
105.05,1431.92,2.85,-0.12
105.07,1432.24,2.81,0.98
105.09,1432.56,2.75,0.92
105.11,1432.88,2.78,0.97
105.13,1433.2,2.81,0.53
105.15,1433.52,2.72,0.9
105.17,1433.84,2.76,1.13
105.19,1434.16,2.86,0.81
105.22,1434.64,2.63,1.1
105.27,1435.44,2.6,0.88
105.29,1435.76,2.66,1.07
105.31,1436.08,2.83,-0.19
105.33,1436.4,2.71,0.97
105.35,1436.72,2.66,0.97
105.37,1437.04,2.69,0.8
105.39,1437.36,2.73,0.77
105.41,1437.68,2.83,0.97
105.43,1438,2.71,0.96
105.45,1438.32,2.73,0.83
105.47,1438.64,2.82,0.41
105.49,1438.96,2.74,0.31
105.51,1439.28,2.79,1.05
105.55,1439.92,2.78,0.85
105.57,1440.24,2.82,1.13
105.59,1440.56,2.73,0.88
105.61,1440.88,2.85,0.74
105.63,1441.2,2.75,0.88
105.65,1441.52,2.79,0.85
105.67,1441.84,2.75,0.88
105.69,1442.09,2.78,0.97
105.71,1442.27,2.71,0.83
105.73,1442.45,2.72,0.85
105.75,1442.63,2.68,0.89
105.77,1442.81,2.66,0.67
105.79,1442.99,2.77,0.78
105.81,1443.16,2.71,0.94
105.83,1443.34,2.8,0.65
105.85,1443.52,2.83,0.94
105.87,1443.7,2.79,0.65
105.89,1443.88,2.67,0.82
105.91,1444.06,2.68,0.74
105.93,1444.24,2.74,1.02
105.95,1444.42,2.73,1.06
105.97,1444.6,2.73,0.91
105.99,1444.78,2.82,1.01
106.01,1444.96,2.83,0.93
106.03,1445.13,2.73,0.64
106.05,1445.31,2.79,0.86
106.07,1445.49,2.8,0.92
106.11,1445.85,2.76,0.27
106.13,1446.03,2.9,1
106.15,1446.21,2.67,0.61
106.17,1446.39,2.71,0.94
106.21,1446.75,2.72,0.91
106.23,1446.93,2.76,0.91
106.26,1447.19,2.62,0.5
106.29,1447.46,2.69,0.69
106.33,1447.82,2.57,0.39
106.35,1448,2.47,0.3
106.39,1450,2.71,-0.02
106.43,1452,2.62,-0.07
106.45,1453,2.86,0.04
106.47,1454,3.98,-0.09
106.49,1455,4.17,-0.06
106.51,1456,4.17,-0.04
106.53,1456.29,4.13,-0.11
106.55,1456.57,3.96,-0.15
106.57,1456.86,4.18,-0.46
106.59,1457.14,4.08,-0.01
106.61,1457.43,4.17,0.17
106.63,1457.71,4.16,0.15
106.65,1458,4.12,-0.03
106.67,1458.29,3.85,0.34
106.69,1458.57,4.08,0.8
106.73,1459.14,4.04,0.27
106.75,1459.43,4.01,0.55
106.77,1459.71,3.94,0.75
106.79,1460,3.86,0.24
106.81,1460.29,3.91,0.59
106.83,1460.57,3.9,0.37
106.85,1460.86,3.92,0.42
106.87,1461.14,3.85,0.84
106.89,1461.43,3.76,0.61
106.91,1461.71,3.75,0.09
106.93,1462,3.81,0.72
106.95,1462.29,3.53,0.69
106.97,1462.57,3.35,0.82
106.99,1462.86,3.42,0.03
107.01,1463.14,3.45,0.47
107.03,1463.43,3.48,0.44
107.05,1463.71,3.42,0.41
107.07,1464,3.47,0.7
107.09,1464.29,3.3,0.4
107.11,1464.57,3.29,0.71
107.13,1464.86,3.31,0.63
107.15,1465.14,3.25,0.84
107.17,1465.43,3.35,0.77
107.19,1465.71,3.17,0.95
107.21,1466,3.2,0.9
107.23,1466.29,3.22,0.75
107.25,1466.57,3.13,0.81
107.27,1466.86,3.05,0.88
107.29,1467.14,2.82,1.09
107.31,1467.43,2.95,1.08
107.33,1467.71,2.99,1.2
107.35,1468,2.92,1.15
107.37,1468.29,2.93,0.12
107.39,1468.57,2.95,1.05
107.41,1468.86,2.94,1.19
107.43,1469.14,2.87,1.16
107.45,1469.43,2.94,1.14
107.47,1469.71,2.89,0.86
107.49,1470,2.86,0.61
107.51,1470.29,2.92,0.87
107.53,1470.57,2.87,1.04
107.55,1470.86,2.82,1.07
107.59,1471.43,2.89,1.02
107.61,1471.71,2.85,0.99
107.63,1472,2.84,0.69
107.65,1472.29,2.83,1.16
107.67,1472.57,2.83,0.59
107.69,1472.86,2.81,0.79
107.71,1473.14,2.81,0.57
107.73,1473.43,2.84,0.86
107.75,1473.71,2.75,1.14
107.77,1474,2.92,0.96
107.79,1474.29,2.86,1.07
107.81,1474.57,2.84,0.93
107.83,1474.86,2.79,1.14
107.85,1475.14,2.85,1.05
107.87,1475.43,2.87,1.15
107.89,1475.71,2.84,0.63
107.91,1476,2.89,0.95
107.93,1476.29,2.92,1.07
107.95,1476.57,2.83,1.2
107.97,1476.86,2.87,0.91
107.99,1477.14,2.91,1.19
108.03,1477.71,2.81,1.02
108.05,1478,2.85,1.12
108.07,1478.29,2.87,1.17
108.09,1478.57,2.9,1.11
108.11,1478.86,2.87,0.8
108.13,1479.14,2.84,1.18
108.15,1479.43,2.86,1.21
108.17,1479.71,2.87,1.2
108.19,1480,2.84,0.6
108.21,1480.29,2.86,1.07
108.23,1480.57,2.83,0.85
108.25,1480.86,2.89,1.16
108.27,1481.14,2.8,0.9
108.29,1481.43,2.85,0.78
108.31,1481.71,2.73,0.93
108.33,1482,2.8,0.99
108.35,1482.29,2.83,1.22
108.38,1482.71,2.8,1.03
108.44,1483.57,2.85,0.88
108.48,1484.14,2.87,0.3
108.51,1484.57,2.72,0.56
108.55,1485.14,2.82,0.8
108.57,1485.43,2.8,0.57
108.59,1485.71,2.81,0.56
108.61,1486,2.78,0.35
108.63,1486.29,2.72,1.06
108.65,1486.57,2.81,0.97
108.68,1487,2.61,0.44
108.71,1487.43,2.66,0.06
108.73,1487.71,2.72,0.59
108.75,1488,2.63,0.45
108.77,1488.47,2.63,0.59
108.79,1488.94,2.57,0.19
108.81,1489.41,2.75,0.2
108.83,1489.88,2.91,-0.33
108.85,1490.35,2.99,0
108.87,1490.82,2.77,0.48
108.89,1491.29,3.64,0.03
108.91,1491.76,3.43,-0.02
108.93,1492.24,3.48,0.01
108.95,1492.71,3.71,0.46
108.97,1493.18,3.79,0.38
108.99,1493.65,3.76,0.11
109.03,1494.59,4.07,-0.27
109.09,1496,4.06,0.36
109.12,1496.45,3.98,0.13
109.15,1496.9,3.71,0.16
109.17,1497.2,3.94,0.38
109.21,1497.81,3.87,0.35
109.25,1498.41,3.77,0.32
109.27,1498.71,3.98,0.37
109.29,1499.01,3.99,0.65
109.31,1499.31,4.07,0.45
109.33,1499.61,3.93,0.44
109.35,1499.91,3.78,0.68
109.37,1500.22,3.78,0.45
109.39,1500.52,3.45,0.38
109.42,1500.97,3.96,0.12
109.47,1501.72,3.81,0.47
109.53,1502.62,3.99,0.08
109.59,1503.53,3.76,-0.03
109.65,1504.43,3.72,0.29
109.7,1505.18,3.88,0.24
109.74,1505.78,3.8,0.11
109.77,1506.24,3.74,0.08
109.79,1506.54,3.84,0.11
109.81,1506.84,3.79,0.29
109.83,1507.14,3.78,0.31
109.85,1507.44,3.79,-0.1
109.87,1507.74,3.96,0.29
109.89,1508.04,3.99,0.37
109.91,1508.34,3.73,0.31
109.93,1508.65,3.86,0.32
109.95,1508.95,3.69,0.3
109.97,1509.25,3.68,0.49
109.99,1509.55,3.82,0.05
110.02,1510,3.64,0.96
110.06,1510.32,3.56,0.68
110.1,1510.65,3.56,0.61
110.13,1510.89,3.41,0.75
