/* DESCRIPTION:
Reference:	Hodell, DA et al. (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Data from:	https://doi.org/10.1594/PANGAEA.831737. Accessed 11 Nov 2022.
Comment:	Data was not modified in any way.
*/
Depth [m]	Age [ka BP]	Ca/Sr	Si/Sr
59.09	908.79	68.469	1.9448
59.1	908.9	72.306	2.2661
59.11	909.02	72.635	2.287
59.12	909.14	76.424	2.3514
59.13	909.26	71.534	2.1958
59.14	909.38	74.229	2.5263
59.15	909.5	71.274	2.3643
59.16	909.62	70.133	2.855
59.17	909.74	76.65	2.9812
59.18	909.86	69.06	2.614
59.19	909.98	74.838	2.9379
59.2	910.1	75.303	3.2081
59.21	910.21	73.899	2.8726
59.22	910.33	75.29	3.1347
59.23	910.45	71.041	3.1913
59.24	910.57	70.091	2.7205
59.25	910.69	68.399	3.0523
59.26	910.81	68.476	2.9491
59.27	910.93	78.017	3.4094
59.28	911.05	79.721	3.2284
59.29	911.17	80.929	3.3614
59.3	911.29	83.433	3.2236
59.31	911.4	80.434	3.0935
59.32	911.52	78.128	2.7678
59.33	911.64	80.817	2.9785
59.34	911.76	75.604	4.0558
59.35	911.88	73.347	4.2741
59.36	912	79.166	2.9384
59.37	912.12	72.475	3.9314
59.38	912.24	67.732	3.407
59.39	912.36	75.571	4.3107
59.4	912.48	88.796	3.1588
59.41	912.6	82.674	2.9799
59.42	912.71	77.105	2.5101
59.43	912.83	81.497	2.8131
59.44	912.95	80.387	2.6889
59.45	913.07	86.34	2.9177
59.46	913.19	76.05	2.4589
59.47	913.31	74.889	2.3221
59.48	913.43	75.796	2.3391
59.49	913.55	80.533	2.6437
59.5	913.67	82.908	2.4984
59.51	913.79	88.583	2.35
59.52	913.9	81.461	2.6553
59.53	914.02	80.925	2.4896
59.54	914.14	80.881	2.3362
59.55	914.26	74.945	2.2298
59.56	914.38	78.942	2.3723
59.57	914.5	80.192	2.037
59.58	914.62	77.092	1.847
59.59	914.74	78.383	2.071
59.6	914.86	81.387	2.0078
59.61	914.98	78.656	1.949
59.62	915.1	82.654	2.0521
59.63	915.21	74.595	2.1258
59.64	915.33	76.106	2.2722
59.65	915.45	76.226	2.2984
59.66	915.57	74.703	2.0725
59.67	915.69	75.409	2.1132
59.68	915.81	80.885	2.1903
59.69	915.93	81.997	2.4432
59.7	916.05	60.212	2.9161
59.71	916.17	65.153	2.9242
59.72	916.29	67.234	2.4048
59.73	916.4	72.027	2.6341
59.74	916.52	74.151	2.3358
59.75	916.64	74.906	2.2709
59.76	916.76	73.639	2.6184
59.77	916.88	68.823	2.283
59.78	917	78.357	2.8016
59.79	917.12	77.984	2.8176
59.8	917.24	74.663	3.0342
59.81	917.36	79.041	3.4581
59.82	917.48	79.253	3.7008
59.83	917.6	73.057	3.525
59.84	917.71	77.894	3.6859
59.85	917.83	84.022	4.7917
59.86	917.95	82.831	5.9627
59.87	918.07	69.521	6.5945
59.88	918.19	72.696	7.7347
59.89	918.31	62.143	9.452
59.9	918.43	60.77	11.946
59.91	918.55	57.539	15.549
59.92	918.67	55.424	17.183
59.93	918.79	68.335	17.415
59.94	918.9	68.829	17.561
59.95	919.02	72.849	16.511
59.96	919.14	71.23	12.559
59.97	919.26	71.735	10.489
59.98	919.38	63.737	9.1535
59.99	919.5	71.695	13.328
60	919.62	72.592	15.722
60.01	919.74	77.265	16.509
60.02	919.86	70.772	14.927
60.03	919.98	79.481	16.092
60.04	920.1	81.414	16.742
60.05	920.21	82.091	16.589
60.06	920.33	73.178	14.621
60.07	920.45	77.957	15.109
60.08	920.57	77.541	15.961
60.09	920.69	68.478	15.433
60.1	920.81	78.848	15.023
60.11	920.93	75.281	15.532
60.12	921.05	79.275	16.406
60.13	921.17	80.752	15.841
60.14	921.29	78.919	13.796
60.17	921.64	62.87	8.8541
60.2	922	61.422	7.5429
60.21	922.1	62.972	6.9531
60.22	922.2	60.316	7.1714
60.23	922.3	68.131	6.0206
60.24	922.4	61.831	5.8644
60.25	922.5	66.624	8.2924
60.26	922.6	61.392	11.353
60.27	922.71	64.653	12.701
60.28	922.81	59.268	11.223
60.29	922.91	48.851	20.434
60.3	923.01	16.308	34.088
60.31	923.11	16.329	36.766
60.32	923.21	21.484	29.353
60.33	923.31	24.153	27.847
60.34	923.41	14.387	41.134
60.35	923.51	11.45	30.827
60.36	923.61	49.316	13.451
60.37	923.71	57.157	6.9277
60.38	923.81	60.422	6.3685
60.39	923.91	67.094	7.4637
60.4	924.01	67.437	7.009
60.41	924.12	75.471	7.3179
60.42	924.22	60.445	5.9508
60.43	924.32	71.632	7.0234
60.44	924.42	65.1	6.8279
60.45	924.52	72.85	8.3005
60.46	924.62	69.543	9.7609
60.47	924.72	56.073	11.858
60.48	924.82	61.57	9.7544
60.49	924.92	60.078	10.726
60.5	925.02	75.313	13.281
60.51	925.12	61.543	11.357
60.52	925.22	64.018	13.219
60.53	925.32	59.965	10.98
60.54	925.42	68.161	8.4623
60.55	925.53	68.49	7.8625
60.56	925.63	72.521	4.764
60.57	925.73	79.006	5.1984
60.58	925.83	81.303	5.3814
60.59	925.93	79.76	7.7743
60.6	926.03	76.373	6.0557
60.61	926.13	75.843	5.0542
60.62	926.23	74.615	4.9779
60.63	926.33	77.869	5.1623
60.64	926.43	72.74	5.2319
60.65	926.53	69.782	4.7799
60.66	926.63	67.662	4.8629
60.67	926.73	76.449	5.8406
60.68	926.83	71.484	4.8442
60.69	926.94	79.691	5.3727
60.7	927.04	76.289	5.5199
60.71	927.14	77.829	6.0126
60.72	927.24	74.918	6.9113
60.73	927.34	73.583	6.9579
60.74	927.44	71.595	6.2438
60.75	927.54	87.429	9.8279
60.76	927.64	81.033	10.964
60.77	927.74	76.969	10.282
60.78	927.84	78.72	12.942
60.79	927.94	73.143	13.484
60.8	928.04	82.724	17.512
60.81	928.14	78.358	18.208
60.82	928.24	76.142	17.866
60.83	928.35	80.45	17.107
60.84	928.45	96.344	20.022
60.85	928.55	87.403	20.186
60.86	928.65	75.819	13.238
60.87	928.75	76.275	11.842
60.88	928.85	75.734	14.983
60.89	928.95	81.166	13.919
60.9	929.05	68.369	11.017
60.91	929.15	79.751	9.4415
60.92	929.25	71.592	8.2718
60.93	929.35	77.605	10.045
60.94	929.45	89.978	10.889
60.95	929.55	79.504	11.691
60.96	929.65	49.126	9.021
60.97	929.76	64.412	10.133
60.98	929.86	76.299	11.368
60.99	929.96	69.947	10.358
61	930.06	65.855	10.231
61.01	930.16	70.805	10.64
61.02	930.26	70.053	12.927
61.03	930.36	70.367	14.351
61.04	930.46	51.524	25.665
61.05	930.56	46.515	15.322
61.06	930.66	64.225	9.5598
61.07	930.76	58.989	28.307
61.08	930.86	43.393	22.082
61.09	930.96	39.35	24.523
61.1	931.06	41.12	26.306
61.11	931.17	47.829	30.69
61.12	931.27	47.542	25.396
61.13	931.37	55.662	25.495
61.14	931.47	55.158	17.508
61.15	931.57	73.687	12.485
61.16	931.67	64.958	11.947
61.17	931.77	65.593	7.8543
61.18	931.87	79.616	6.0246
61.19	931.97	65.074	4.0607
61.2	932.07	75.36	3.3867
61.21	932.17	76.544	3.9141
61.22	932.27	79.307	4.6315
61.23	932.37	74.86	3.9881
61.24	932.47	67.404	2.9872
61.25	932.58	81	3.1814
61.26	932.68	78.766	3.4783
61.27	932.78	79.504	3.6395
61.28	932.88	76.34	3.3677
61.29	932.98	75.251	4.0277
61.3	933.08	80.156	4.6712
61.31	933.18	72.309	4.3417
61.32	933.28	79.975	4.0598
61.33	933.38	81.745	4.1515
61.34	933.48	80.714	3.6207
61.35	933.58	82.306	4.3462
61.36	933.68	78.954	4.3322
61.37	933.78	81.699	3.0647
61.38	933.88	76.82	2.9317
61.39	933.99	72.24	3.3415
61.4	934.09	80.412	5.3852
61.41	934.19	72.319	2.7873
61.42	934.29	79.472	2.7133
61.43	934.39	71.377	2.6747
61.44	934.49	81.48	4.3333
61.45	934.59	79.713	6.1908
61.46	934.69	75.12	5.5815
61.47	934.79	78.679	4.4852
61.48	934.89	81.146	3.1125
61.49	934.99	88.069	4.0687
61.5	935.09	78.678	4.0326
61.51	935.19	80.361	3.4673
61.52	935.29	70.589	3.1923
61.53	935.4	83.015	3.6564
61.54	935.5	80.827	2.9599
61.55	935.6	79.915	2.4587
61.56	935.7	75.765	2.2537
61.57	935.8	80.661	2.3133
61.58	935.9	79.862	2.2126
61.59	936	78.184	2.2556
61.6	936.1	75.308	2.1232
61.61	936.2	79.292	2.2854
61.62	936.3	80.818	2.1473
61.63	936.4	74.697	2.0846
61.64	936.5	82.104	2.2754
61.65	936.6	83.721	2.2421
61.66	936.71	72.001	2.0011
61.67	936.81	83.378	2.206
61.7	937.11	75.23	1.5006
61.71	937.21	75.617	1.7728
61.72	937.31	73.028	1.5256
61.73	937.41	77.994	1.8333
61.74	937.51	76.363	1.6172
61.75	937.61	78.732	1.7982
61.76	937.71	85.728	2.1225
61.77	937.81	86.73	2.3117
61.78	937.91	73.381	1.9031
61.79	938.01	74.839	1.8
61.8	938.12	75.951	2.2823
61.81	938.22	80.269	2.3469
61.82	938.32	77.478	2.4459
61.83	938.42	74.508	1.3717
61.84	938.52	83.963	1.859
61.85	938.62	76.294	1.5936
61.86	938.72	77.591	1.1845
61.87	938.82	73.177	1.1564
61.88	938.92	79.681	1.0765
61.89	939.02	81.708	1.2616
61.9	939.12	71.041	1.0342
61.91	939.22	74.492	0.89445
61.92	939.32	71.697	0.86613
61.93	939.42	69.75	1.0181
61.94	939.53	76.07	1.0225
61.95	939.63	65.08	0.8842
61.96	939.73	77.141	1.0054
61.97	939.83	81.972	0.989
61.98	939.93	74.062	0.86552
61.99	940.03	72.625	0.8233
62	940.13	75.234	0.92755
62.01	940.23	72.889	0.95173
62.02	940.33	78.617	0.967
62.03	940.43	70.411	0.89621
62.04	940.53	69.105	0.81262
62.05	940.63	67.996	0.81818
62.06	940.73	71.544	0.81998
62.07	940.83	75.696	0.86108
62.08	940.94	69.41	0.71707
62.09	941.04	69.667	0.68609
62.1	941.14	75.665	0.91111
62.11	941.24	76.526	0.81335
62.12	941.34	74.476	0.87892
62.13	941.44	72.94	0.77277
62.14	941.54	77.57	0.79749
62.15	941.64	73.419	0.87719
62.16	941.74	74.081	0.87097
62.17	941.84	66.1	0.70604
62.18	941.94	73.126	0.68827
62.19	942.04	69.434	0.64501
62.2	942.14	73.22	0.72334
62.21	942.24	79.179	0.89525
62.22	942.35	71.598	0.88616
62.23	942.45	67.885	0.82633
62.24	942.55	75.072	0.79087
62.25	942.65	67.243	0.76766
62.26	942.75	64.452	0.71705
62.27	942.85	69.202	0.75344
62.28	942.95	71.467	0.73129
62.29	943.05	72.149	0.81907
62.3	943.15	71.952	0.76047
62.31	943.25	73.176	0.69659
62.32	943.35	74.436	0.81212
62.35	943.65	67.893	0.70442
62.36	943.76	72.76	0.74859
62.37	943.86	75.387	0.76162
62.38	943.96	71.95	0.65392
62.39	944.06	69.322	0.85505
62.4	944.16	71.839	0.71718
62.41	944.26	69.567	0.76121
62.42	944.36	78.907	0.73797
62.43	944.46	78.834	0.80483
62.44	944.56	74.611	0.75852
62.45	944.66	73.586	0.70801
62.46	944.76	76.98	0.69331
62.47	944.86	74.114	0.75341
62.48	944.96	72.606	0.68672
62.49	945.06	75.668	0.72941
62.5	945.17	71.181	0.70461
62.51	945.27	70.229	0.7078
62.52	945.37	72.144	0.76764
62.53	945.47	81.058	0.80301
62.54	945.57	75.325	0.73777
62.55	945.67	66.839	0.65124
62.56	945.77	71.214	0.63061
62.57	945.87	67.845	0.57341
62.58	945.97	65.727	0.60242
62.59	946.07	69.748	0.5589
62.6	946.17	71.154	0.53759
62.61	946.27	70.442	0.61468
62.62	946.37	71.8	0.45818
62.63	946.47	72.04	0.60647
62.64	946.58	70.456	0.66103
62.65	946.68	70.382	0.54626
62.66	946.78	74.067	0.56019
62.67	946.88	68.345	0.46672
62.68	946.98	69.977	0.503
62.69	947.08	70.878	0.54777
62.7	947.18	67.451	0.52076
62.71	947.28	71.672	0.488
62.72	947.38	72.468	0.45293
62.73	947.48	69.909	0.49138
62.74	947.58	70.232	0.47644
62.75	947.68	70.688	0.52052
62.76	947.78	66.942	0.518
62.77	947.88	66.237	0.51724
62.78	947.99	67.989	0.46723
62.79	948.09	65.079	0.49315
62.8	948.19	70.449	0.48393
62.81	948.29	67.2	0.5436
62.82	948.39	65.753	0.43961
62.83	948.49	66.714	0.49547
62.84	948.59	67.193	0.46773
62.85	948.69	70.902	0.47757
62.86	948.79	74.376	0.53388
62.87	948.89	65.588	0.45959
62.88	948.99	70.277	0.442
62.89	949.09	66.324	0.41497
62.9	949.19	57.087	0.27122
62.91	949.29	62.622	0.2845
62.92	949.4	67.868	0.49028
62.93	949.5	61.96	0.45433
62.94	949.6	64.981	0.30893
62.95	949.7	67.357	0.44802
62.96	949.8	67.336	0.58072
62.97	949.9	65.282	0.5671
62.98	950	69.469	0.56773
62.99	950.1	69.794	0.59602
63	950.2	71.226	0.62654
63.01	950.3	66.928	0.49298
63.02	950.4	71.077	0.61097
63.03	950.5	69.409	0.62478
63.04	950.6	70.722	0.57784
63.05	950.71	73.544	0.73228
63.06	950.81	70.873	0.5409
63.07	950.91	68.102	0.61981
63.08	951.01	65.959	0.72604
63.09	951.11	69.396	0.66319
63.1	951.21	70.704	0.65499
63.11	951.31	67.689	0.85959
63.12	951.41	70.918	0.82163
63.13	951.51	65.291	0.83084
63.14	951.61	71.042	0.81048
63.15	951.71	68.951	0.81348
63.16	951.81	73.847	0.88922
63.17	951.91	75.637	1.0953
63.18	952.01	67.96	0.98021
63.19	952.12	70.78	1.1472
63.2	952.22	70.186	1.1391
63.21	952.32	70.279	1.2415
63.22	952.42	69.4	1.2151
63.23	952.52	68.665	1.3212
63.24	952.62	73.018	1.2585
63.25	952.72	68.434	1.1462
63.26	952.82	72.855	1.5923
63.27	952.92	69.362	1.4807
63.28	953.02	72.75	1.4759
63.29	953.12	69.705	1.5813
63.3	953.22	68.256	1.3485
63.31	953.32	74.519	1.5651
63.32	953.42	73.831	1.8289
63.33	953.53	69.585	1.7609
63.34	953.63	66.446	1.8095
63.35	953.73	83.716	2.344
63.36	953.83	66.15	1.8318
63.37	953.93	70.045	1.8694
63.38	954.03	72.126	2.0543
63.39	954.13	74.072	1.7169
63.4	954.23	66.574	1.9496
63.41	954.33	69.049	2.2758
63.42	954.43	74.367	2.3089
63.43	954.53	64.136	2.0177
63.44	954.63	66.71	1.8791
63.45	954.73	73.807	2.6566
63.46	954.83	69.54	2.6213
63.47	954.94	74.534	2.8296
63.48	955.04	71.199	2.9219
63.49	955.14	74.102	2.9308
63.5	955.24	70.693	3.133
63.51	955.34	72.574	2.9849
63.52	955.44	76.045	3.3149
63.53	955.54	68.828	2.8504
63.54	955.64	74.296	3.1439
63.55	955.74	70.812	2.7527
63.56	955.84	72.176	2.9367
63.57	955.94	69.668	3.3323
63.58	956.04	69.921	3.4818
63.59	956.14	76.037	3.9951
63.6	956.24	76.461	3.6114
63.61	956.35	63.174	3.5967
63.62	956.45	67.468	3.7097
63.63	956.55	71.084	3.8729
63.64	956.65	68.571	3.6183
63.65	956.75	67.339	3.7132
63.66	956.85	69.91	4.145
63.67	956.95	72.021	4.104
63.68	957.05	70.511	4.3182
63.69	957.15	66.854	4.5307
63.7	957.25	74.641	4.891
63.71	957.35	72.217	5.2118
63.72	957.45	73.134	5.3762
63.73	957.55	72.927	5.2084
63.74	957.65	69.831	5.7969
63.75	957.76	71.89	6.3848
63.76	957.86	53.463	6.4556
63.77	957.96	77.239	9.0161
63.78	958.06	89.474	9.3448
63.79	958.16	78.302	7.4953
63.8	958.26	77.818	6.3704
63.81	958.36	79.708	6.5593
63.82	958.46	91.161	12.446
63.83	958.56	62.489	10.957
63.84	958.66	64.798	10.136
63.85	958.76	68.763	12.038
63.86	958.86	61.235	13.302
63.87	958.96	64.159	13.293
63.88	959.06	67.006	11.497
63.89	959.17	57.76	11.259
63.9	959.27	62.727	11.802
63.91	959.37	58.65	9.1053
63.92	959.47	69.247	11.966
63.93	959.57	66.424	16.538
63.94	959.67	54.265	16.92
63.95	959.77	59.366	17.168
63.96	959.87	63.087	19.74
63.97	959.97	63.49	15.668
63.98	960.07	79	22.553
63.99	960.17	100.68	20.484
64	960.27	71.54	17.201
64.01	960.37	70.138	13.164
64.02	960.47	76.411	10.373
64.03	960.58	96.625	10.621
64.04	960.68	69.085	9.0579
64.05	960.78	81.484	5.8257
64.06	960.88	71.818	4.2822
64.07	960.98	82.198	4.8482
64.08	961.08	77.396	3.9398
64.09	961.18	72.461	3.5247
64.1	961.28	76.671	3.7793
64.13	961.58	69.608	3.4425
64.14	961.68	70.457	2.9742
64.15	961.78	61.225	2.6582
64.16	961.88	70.39	3.1836
64.17	961.99	71.302	3.6158
64.18	962.09	62.81	3.025
64.19	962.19	67.513	3.1507
64.2	962.29	65.996	2.7684
64.21	962.39	70.48	3.024
64.22	962.49	67.189	3.3867
64.23	962.59	61.883	2.778
64.24	962.69	65.812	3.2208
64.25	962.79	71.532	3.3789
64.26	962.89	73.38	3.5199
64.27	962.99	67.432	3.2354
64.28	963.09	66.806	2.7172
64.29	963.19	73.357	2.4035
64.3	963.29	64.291	2.2517
64.31	963.4	63.242	1.9539
64.32	963.5	71.717	2.7231
64.33	963.6	69.074	2.1468
64.34	963.7	67.22	1.8935
64.35	963.8	66.448	2.0995
64.36	963.9	65.328	1.878
64.37	964	68.147	2.0993
64.38	964.1	65.199	2.2078
64.39	964.21	65.231	2.1888
64.4	964.31	64.58	2.318
64.41	964.42	63.748	2.3556
64.42	964.52	72.553	2.3066
64.43	964.63	64.883	2.0914
64.44	964.73	70.708	2.0358
64.45	964.84	67.151	2.0098
64.46	964.94	64.177	2.0319
64.47	965.04	61.036	1.5393
64.48	965.15	65.981	1.6978
64.49	965.25	61.168	1.5759
64.5	965.36	64.658	1.5297
64.51	965.46	68.405	1.6996
64.52	965.57	68.45	1.6283
64.53	965.67	65.463	1.62
64.54	965.78	65.313	1.619
64.55	965.88	71.21	1.7254
64.56	965.99	64.425	1.6053
64.57	966.09	67.974	1.8116
64.58	966.19	65.759	1.7621
64.59	966.3	65.176	1.778
64.6	966.4	67.213	1.5677
64.61	966.51	65.081	1.6949
64.62	966.61	64.157	1.7114
64.63	966.72	64.271	1.5955
64.64	966.82	69.141	1.5068
64.65	966.93	64.076	1.2907
64.66	967.03	64.894	1.5175
64.67	967.13	67.564	1.7682
64.68	967.24	65.324	1.5865
64.69	967.34	65.957	1.7088
64.7	967.45	64.245	1.5517
64.71	967.55	69.948	1.7963
64.72	967.66	65.768	1.7133
64.73	967.76	66.053	1.6046
64.74	967.87	63.452	1.6337
64.75	967.97	70.367	1.6889
64.76	968.07	69.191	2.126
64.77	968.18	65.457	1.9619
64.78	968.28	67.75	1.9189
64.79	968.39	68.186	1.7186
64.8	968.49	64.244	1.666
64.81	968.6	68.391	1.9641
64.82	968.7	67.675	2.0033
64.83	968.81	62.851	1.69
64.84	968.91	63.146	1.6937
64.85	969.01	61.649	1.6951
64.86	969.12	71.998	1.8184
64.87	969.22	65.882	1.7227
64.88	969.33	65.134	1.6418
64.89	969.43	64.119	1.6543
64.9	969.54	66.218	1.6606
64.91	969.64	64.04	1.6485
64.92	969.75	64.987	1.691
64.93	969.85	66.217	1.7196
64.94	969.96	66.098	1.6807
64.95	970.06	63.579	1.5556
64.96	970.16	62.648	1.5163
64.97	970.27	61.826	1.3806
64.98	970.37	64.384	1.4164
64.99	970.48	67.175	1.5441
65	970.58	67.272	1.5291
65.01	970.69	66.316	1.502
65.02	970.79	62.24	1.3726
65.03	970.9	62.289	1.2778
65.04	971	65.545	1.4545
65.05	971.1	68.631	1.5592
65.06	971.21	65.355	1.3494
65.07	971.31	65.435	1.2561
65.08	971.42	67.908	1.3924
65.09	971.52	64.892	1.3127
65.1	971.63	62.639	1.3315
65.11	971.73	61.758	1.3157
65.12	971.84	65.761	1.4312
65.13	971.94	61.566	1.3915
65.14	972.04	62.845	1.3681
65.15	972.15	61.336	1.3202
65.16	972.25	61.526	1.3299
65.17	972.36	57.625	1.0856
65.18	972.46	58.368	1.1077
65.19	972.57	60.819	1.322
65.2	972.67	59.555	1.3132
65.21	972.78	61.981	1.1369
65.22	972.88	59.26	1.1726
65.23	972.99	60.234	1.4635
65.24	973.09	60.881	1.66
65.25	973.19	63.686	1.5845
65.26	973.3	60.188	1.7421
65.27	973.4	59.422	1.7016
65.28	973.51	61.134	2.1963
65.29	973.61	66.268	2.1815
65.3	973.72	57.798	1.7176
65.31	973.82	64.544	1.5
65.32	973.93	64.179	2.4818
65.33	974.03	63.461	2.8839
65.34	974.13	71.117	4.3793
65.35	974.24	70.57	6.3622
65.36	974.34	69.971	6.7423
65.37	974.45	70.692	6.877
65.38	974.55	60.404	5.0984
65.39	974.66	69.267	4.4472
65.4	974.76	66.849	3.738
65.41	974.87	65.481	3.0977
65.42	974.97	70.047	5.6059
65.43	975.07	68.627	6.7682
65.44	975.18	60.909	2.3528
65.45	975.28	62.582	1.8997
65.46	975.39	67.302	1.8185
65.47	975.49	61.418	1.9283
65.48	975.6	65.719	1.7766
65.49	975.7	62.28	1.7418
65.5	975.81	61.686	1.6714
65.51	975.91	62.393	1.6243
65.52	976.01	66.915	1.5683
65.53	976.12	64.933	1.9307
65.54	976.22	64.482	1.7788
65.55	976.33	61.95	1.7939
65.56	976.43	63.461	1.8146
65.57	976.54	75.062	2.1336
65.58	976.64	67.529	2.3653
65.59	976.75	67.467	2.0879
65.6	976.85	67.458	1.9428
65.62	977.06	61.935	1.8482
65.63	977.16	59.049	1.8023
65.64	977.27	64.113	1.5546
65.65	977.37	67.193	1.8033
65.66	977.48	65.325	2.2565
65.67	977.58	79.196	3.5986
65.68	977.69	64.119	3.5795
65.69	977.79	68.972	3.3806
65.7	977.9	66.862	4.4304
65.71	978	69.278	4.4836
65.72	978.23	75.45	5.0436
65.73	978.46	68.586	5.0405
65.74	978.69	60.077	4.7857
65.75	978.92	64.679	4.7399
65.76	979.15	66.01	4.6557
65.77	979.38	63.398	5.3991
65.78	979.62	54.323	7.8277
65.79	979.85	67.755	12.279
65.8	980.08	49.496	8.2644
65.81	980.31	61.929	14.068
65.82	980.54	64.457	12.074
65.83	980.77	55.47	16.784
65.84	981	40.083	19.56
65.85	981.23	33.87	23.621
65.86	981.46	48.796	20.581
65.87	981.69	43.729	16.879
65.88	981.92	45.721	13.352
65.89	982.15	51.829	23.521
65.9	982.38	29.317	29.178
65.91	982.62	23.731	28.942
65.92	982.85	25.192	26.056
65.93	983.08	33.682	25.136
65.94	983.31	53.741	18.405
65.95	983.54	44.306	19.525
65.96	983.77	45.34	13.819
65.97	984	55.866	7.2857
65.98	984.08	66.504	5.9083
65.99	984.16	65.058	5.2476
66	984.24	65.237	3.9781
66.01	984.32	68.798	4.4611
66.02	984.4	65.187	3.2028
66.03	984.48	65.212	3.628
66.04	984.56	62.775	3.0695
66.05	984.64	61.446	3.1051
66.06	984.72	71.874	2.7818
66.07	984.8	67.285	2.6131
66.08	984.87	68.977	3.1443
66.09	984.95	67.401	3.1683
66.1	985.03	62.505	3.3824
66.11	985.11	66.831	4.1746
66.12	985.19	63.421	2.85
66.13	985.27	63.555	3.338
66.14	985.35	73.411	4.564
66.15	985.43	67.487	4.1036
66.16	985.51	59.517	3.8949
66.17	985.59	69.053	4.631
66.18	985.67	67.254	4.7409
66.19	985.75	66.602	5.5633
66.2	985.83	63.406	5.5147
66.21	985.91	63.18	5.7244
66.23	986.07	74.042	8.0746
66.24	986.15	70.004	7.5661
66.25	986.23	60.447	7.4231
66.26	986.31	64.151	5.8277
66.27	986.39	65.053	6.8557
66.28	986.47	64.394	4.7245
66.29	986.55	79.73	5.8843
66.3	986.62	63.66	3.855
66.31	986.7	77.204	3.4607
66.32	986.78	75.711	3.3198
66.33	986.86	70.397	2.9696
66.34	986.94	66.374	2.971
66.35	987.02	67.367	3.2257
66.36	987.1	65.362	2.6133
66.37	987.18	65.236	2.4862
66.38	987.26	70.161	2.5445
66.39	987.34	64.047	2.4126
66.4	987.42	69.431	2.7629
66.41	987.5	68.931	2.4479
66.42	987.58	67.517	2.4748
66.43	987.66	67.842	2.6605
66.44	987.74	61.534	2.2813
66.45	987.82	65.603	2.575
66.46	987.9	63.666	2.2357
66.47	987.98	66.241	2.2897
66.48	988.06	65.74	2.2544
66.49	988.14	70.233	2.6256
66.5	988.22	70.809	2.5389
66.51	988.3	71.429	3.019
66.52	988.38	67.876	2.5672
66.53	988.45	72.081	2.7929
66.54	988.53	65.969	2.6912
66.55	988.61	63.574	2.2637
66.56	988.69	64.684	2.3298
66.57	988.77	73.456	3.288
66.58	988.85	70.449	3.605
66.59	988.93	69.505	3.3497
66.6	989.01	68.578	3.453
66.61	989.09	70.886	3.5335
66.62	989.17	67.281	3.5747
66.63	989.25	69.274	3.1427
66.64	989.33	66.526	3.0546
66.65	989.41	68.362	2.9868
66.66	989.49	69.567	3.0568
66.67	989.57	72.383	3.1957
66.68	989.65	73.641	3.3635
66.69	989.73	65.331	2.7742
66.7	989.81	75.571	3.1388
66.71	989.89	70.98	2.928
66.72	989.97	68.52	2.5172
66.73	990.05	63.725	2.5096
66.74	990.13	63.794	2.4013
66.75	990.2	62.427	2.2172
66.76	990.28	68.252	2.4753
66.77	990.36	77.601	2.6716
66.78	990.44	66.373	2.2195
66.79	990.52	64.674	1.9676
66.8	990.6	65.493	2.1288
66.81	990.68	70.213	2.1502
66.82	990.76	68.773	2.0675
66.83	990.84	68.253	2.2091
66.84	990.92	69.53	2.0998
66.85	991	66.074	2.0399
66.86	991.08	68.783	2.0032
66.87	991.16	72.098	1.9351
66.88	991.24	73.116	1.7875
66.89	991.32	63.309	1.6797
66.9	991.4	66.187	1.7304
66.91	991.48	64.762	1.9347
66.92	991.56	62.899	1.8235
66.93	991.64	68.851	1.7406
66.94	991.72	66.152	1.7849
66.95	991.8	67.144	1.4161
66.96	991.87	69.361	1.1978
66.97	991.95	64.22	1.2589
66.98	992.03	66.567	1.1028
66.99	992.11	61.745	1.2158
67	992.19	69.807	1.1861
67.01	992.27	68.77	1.0604
67.02	992.35	67.061	0.94746
67.03	992.43	69.765	1.066
67.04	992.51	65.175	0.9266
67.05	992.59	64.647	0.96379
67.06	992.67	65.988	0.97059
67.07	992.75	66.965	0.96714
67.08	992.83	65.101	0.92876
67.09	992.91	59.658	0.90403
67.1	992.99	62.4	0.85292
67.11	993.07	68.991	0.74692
67.12	993.15	63.318	0.85458
67.13	993.23	62.418	0.84869
67.14	993.31	63.447	0.87876
67.15	993.39	59.804	0.97633
67.16	993.47	64.309	0.90959
67.17	993.55	60.515	0.92949
67.18	993.62	64.862	1.0604
67.19	993.7	60.393	0.94288
67.2	993.78	62.322	0.93633
67.21	993.86	59.911	0.90126
67.22	993.94	62.052	1.0289
67.23	994.02	62.457	0.83333
67.24	994.1	63.09	1.0892
67.25	994.18	63.54	1.0118
67.26	994.26	67.767	0.9559
67.27	994.34	63.662	0.93089
67.28	994.42	66.686	1.1011
67.29	994.5	63.35	0.97702
67.3	994.58	58.268	1.0298
67.31	994.66	57.916	0.94634
67.32	994.74	65.439	0.99177
67.33	994.82	63.79	1.0678
67.34	994.9	59.913	0.9918
67.35	994.98	65.537	0.97625
67.36	995.06	65.448	1.0117
67.37	995.14	61.402	0.95764
67.38	995.22	60.505	0.86606
67.39	995.3	57.083	0.83361
67.4	995.37	57.727	0.89758
67.41	995.45	66.224	1.2763
67.42	995.53	62.003	1.1862
67.43	995.61	68.343	1.2298
