# DESCRIPTION:
# Reference: WAIS Divide Project Members (2015): Precise interpolar phasing of abrupt climate change during the last ice age. Nature, 520, 661–665, hhttps://doi.org/10.1038/nature14401.
# Data from: https://www.nature.com/articles/nature14401#Sec14. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Depth and Age are averages of their 'Top' and 'Bottom' values.

Depth (average) [m],WD2014 Age (average) [ka BP],ss Na [ng/b]
2103.25,13.05552,55.382
2103.35,13.05655,21.49
2103.45,13.0576,25.813
2103.55,13.05858,18.101
2103.65,13.05954,40.24
2103.75,13.06048,50.211
2103.85,13.06148,40.926
2103.95,13.06253,28.078
2104.05,13.06355,18.348
2104.15,13.0645,15.045
2104.25,13.06544,22.284
2104.35,13.06644,21.8
2104.45,13.06746,23.877
2104.55,13.06854,27.548
2104.65,13.06955,27.655
2104.75,13.07054,31.369
2104.85,13.07159,28.376
2104.95,13.07264,20.48
2105.05,13.07373,90.896
2105.15,13.07474,20.739
2105.25,13.07575,11.267
2105.35,13.07682,32.311
2105.45,13.07787,34.056
2105.55,13.079,16.85
2105.65,13.08016,24.841
2105.75,13.08116,18.002
2105.85,13.08216,30.852
2105.95,13.08318,27.323
2106.05,13.08422,37.925
2106.15,13.08541,27.92
2106.25,13.08662,19.134
2106.35,13.08763,21.574
2106.45,13.08845,24.924
2106.55,13.08937,20.335
2106.65,13.0903,31.592
2106.75,13.09113,37.286
2106.85,13.09201,26.151
2106.95,13.09291,26.819
2107.05,13.0938,13.637
2107.15,13.09469,24.292
2107.25,13.09569,29.97
2107.35,13.09678,29.759
2107.45,13.09788,19.878
2107.55,13.09895,30.146
2107.65,13.09989,20.948
2107.75,13.10085,54.625
2107.85,13.10184,36.512
2107.95,13.10287,21.164
2108.05,13.10383,18.535
2108.15,13.10464,38.063
2108.25,13.10554,27.598
2108.35,13.10646,29.016
2108.45,13.1073,18.21
2108.55,13.10827,20.601
2108.65,13.10931,26.394
2108.75,13.11025,20.795
2108.85,13.11113,24.777
2108.95,13.112,27.071
2109.05,13.11284,26.577
2109.15,13.1137,18.456
2109.25,13.11467,16.609
2109.35,13.11574,15.048
2109.45,13.11672,16.147
2109.55,13.11761,32.357
2109.65,13.11859,17.351
2109.75,13.11954,31.894
2109.85,13.12036,26.335
2109.95,13.12129,18.214
2110.05,13.1224,132.658
2110.15,13.1235,126.022
2110.25,13.12468,37.175
2110.35,13.12589,30.671
2110.45,13.12695,25.052
2110.55,13.12787,15.225
2110.65,13.12872,17.794
2110.75,13.12964,18.824
2110.85,13.13067,29.164
2110.95,13.13177,30.789
2111.05,13.13289,52.815
2111.15,13.13407,38.216
2111.25,13.13536,22.888
2111.35,13.13663,17.782
2111.45,13.13781,28.597
2111.55,13.13896,38.154
2111.65,13.1401,36.207
2111.75,13.14126,25.156
2111.85,13.1423,32.084
2111.95,13.14324,27.042
2112.05,13.14436,34.069
2112.15,13.14566,20.019
2112.25,13.14693,29.146
2112.35,13.14812,31.178
2112.45,13.14932,51.929
2112.55,13.15048,27.838
2112.65,13.1517,26.275
2112.75,13.15294,20.931
2112.85,13.15412,35.459
2112.95,13.1552,92.445
2113.05,13.1562,53.024
2113.15,13.15724,14.6
2113.25,13.15819,23.278
2113.35,13.15914,24.554
2113.45,13.16016,23.32
2113.55,13.16121,41.743
2113.65,13.16232,28.998
2113.75,13.16355,25.991
2113.85,13.16475,21.808
2113.95,13.16579,20.379
2114.05,13.16681,19.544
2114.15,13.16788,26.847
2114.25,13.16885,27.098
2114.35,13.16971,12.822
2114.45,13.17064,12.131
2114.55,13.17167,17.858
2114.65,13.17285,29.816
2114.75,13.17409,48.323
2114.85,13.17539,21.641
2114.95,13.1766,29.085
2115.05,13.17768,24.174
2115.15,13.17878,41.123
2115.25,13.17986,35.39
2115.35,13.18088,27.664
2115.45,13.18196,18.938
2115.55,13.18311,19.989
2115.65,13.18425,13.331
2115.75,13.18541,36.829
2115.85,13.18653,63.955
2115.95,13.18755,22.164
2116.05,13.18854,22.593
2116.15,13.18949,26.1
2116.25,13.19055,14.442
2116.35,13.19157,23.479
2116.45,13.19251,11.767
2116.55,13.19346,21.441
2116.65,13.19438,18.402
2116.75,13.19537,42.051
2116.85,13.1964,26.128
2116.95,13.19751,14.803
2117.05,13.19871,35.928
2117.15,13.19992,29.092
2117.25,13.20101,16.594
2117.35,13.20201,24.621
2117.45,13.20314,13.382
2117.55,13.20439,18.849
2117.65,13.20563,16.333
2117.75,13.20685,26.973
2117.85,13.20803,33.769
2117.95,13.2092,20.205
2118.05,13.21043,16.924
2118.15,13.21163,28.565
2118.25,13.21277,21.21
2118.35,13.21378,44.551
2118.45,13.21485,27.716
2118.55,13.21609,30.694
2118.65,13.21732,25.885
2118.75,13.21849,30.137
2118.85,13.21951,19.691
2118.95,13.22063,14.497
2119.05,13.2219,29.399
2119.15,13.22319,23.202
2119.25,13.22439,35.092
2119.35,13.22537,38.157
2119.45,13.22632,25.273
2119.55,13.22734,36.027
2119.65,13.22841,22.786
2119.75,13.22941,27.869
2119.85,13.23031,36.413
2119.95,13.23123,25.572
2120.05,13.23212,14.056
2120.15,13.23299,20.971
2120.25,13.23399,15.424
2120.35,13.23518,15.843
2120.45,13.23633,17.882
2120.55,13.23741,13.225
2120.65,13.23856,12.511
2120.75,13.2397,29.923
2120.85,13.24073,25.189
2120.95,13.24175,29.142
2121.05,13.24277,17.059
2121.15,13.2438,42.482
2121.25,13.24487,28.192
2121.35,13.24596,38.646
2121.45,13.24707,19.756
2121.55,13.24815,30.548
2121.65,13.24919,21.515
2121.75,13.25014,22.686
2121.85,13.25111,26.618
2121.95,13.25227,23.081
2122.05,13.25344,41.22
2122.15,13.25453,16.951
2122.25,13.25554,13.706
2122.35,13.25656,26.884
2122.45,13.25764,42.016
2122.55,13.25873,22.931
2122.65,13.25987,36.921
2122.75,13.26104,64.059
2122.85,13.26214,37.911
2122.95,13.26307,33.557
2123.05,13.26391,31.534
2123.15,13.26486,32.386
2123.25,13.26596,11.688
2123.35,13.26707,32.494
2123.45,13.26812,23.77
2123.55,13.26916,20.963
2123.65,13.27018,37.931
2123.75,13.27113,35.239
2123.85,13.272,36.014
2123.95,13.27293,35.3
2124.05,13.27405,33.433
2124.15,13.27526,24.682
2124.25,13.27636,24.328
2124.35,13.27734,30.629
2124.45,13.27826,20.352
2124.55,13.27921,18.629
2124.65,13.28021,20.4
2124.75,13.28154,33.076
2124.85,13.28294,40.64
2124.95,13.28402,27.916
2125.05,13.28499,30.83
2125.15,13.28603,24.667
2125.25,13.28709,21.864
2125.35,13.28812,23.909
2125.45,13.28925,16.087
2125.55,13.29045,25.105
2125.65,13.29158,8.607
2125.75,13.29267,19.636
2125.85,13.29381,27.554
2125.95,13.29493,22.39
2126.05,13.29594,28.876
2126.15,13.29696,19.979
2126.25,13.29798,18.034
2126.35,13.299,19.914
2126.45,13.30008,17.871
2126.55,13.30123,19.952
2126.65,13.30241,17.734
2126.75,13.30352,19.658
2126.85,13.30452,28.365
2126.95,13.3055,32.953
2127.05,13.30673,19.962
2127.15,13.30809,40.037
2127.25,13.30939,27.434
2127.35,13.31059,39.775
2127.45,13.31176,26
2127.55,13.31295,31.5
2127.65,13.31404,35.794
2127.75,13.31502,21.933
2127.85,13.31612,28.655
2127.95,13.31727,31.762
2128.05,13.31861,59.773
2128.15,13.32013,41.457
2128.25,13.3214,39.264
2128.35,13.32255,24.046
2128.45,13.32371,29.407
2128.55,13.32486,23.802
2128.65,13.32599,25.094
2128.75,13.327,24.217
2128.85,13.32807,26.395
2128.95,13.32929,18.941
2129.05,13.33051,14.163
2129.15,13.33156,25.449
2129.25,13.33263,14.28
2129.35,13.33374,38.574
2129.45,13.3348,41.025
2129.55,13.33585,23.355
2129.65,13.33695,27.175
2129.75,13.33811,18.454
2129.85,13.33913,25.182
2129.95,13.34007,16.986
2130.05,13.34104,17.796
2130.15,13.34201,19.529
2130.25,13.34306,20.474
2130.35,13.34412,33.399
2130.45,13.34503,33.283
2130.55,13.34589,23.631
2130.65,13.34689,26.63
2130.75,13.34796,17.092
2130.85,13.34898,24.623
2130.95,13.34998,23.853
2131.05,13.35101,15.779
2131.15,13.35219,13.512
2131.25,13.35356,20.123
2131.35,13.3549,39.315
2131.45,13.35602,47.786
2131.55,13.3571,25.143
2131.65,13.35819,11.245
2131.75,13.35924,20.921
2131.85,13.36034,17.264
2131.95,13.36144,26.142
2132.05,13.36245,33.814
2132.15,13.36352,19.838
2132.25,13.36465,14.177
2132.35,13.3658,10.564
2132.45,13.3669,21.146
2132.55,13.36787,24.927
2132.65,13.36885,27.438
2132.75,13.37002,30.154
2132.85,13.37127,24.608
2132.95,13.37243,18.707
2133.05,13.37365,18.543
2133.15,13.37489,30.179
2133.25,13.37607,54.601
2133.35,13.37722,30.276
2133.45,13.37841,28.581
2133.55,13.37955,14.609
2133.65,13.38065,27.301
2133.75,13.38177,16.403
2133.85,13.38285,17.658
2133.95,13.38391,18.602
2134.05,13.38514,25.541
2134.15,13.38644,27.118
2134.25,13.38754,20.203
2134.35,13.38856,24.055
2134.45,13.38974,16.669
2134.55,13.39092,10.005
2134.65,13.39193,12.128
2134.75,13.39294,27.907
2134.85,13.39397,44.617
2134.95,13.39511,25.059
2135.05,13.39627,33.529
2135.15,13.3973,37.7
2135.25,13.39834,10.286
2135.35,13.39938,25.471
2135.45,13.40039,33.767
2135.55,13.4015,54.589
2135.65,13.40273,27.512
2135.75,13.40402,20.786
2135.85,13.40533,32.979
2135.95,13.4066,51.393
2136.05,13.40771,33.584
2136.15,13.4088,22.448
2136.25,13.4099,22.488
2136.35,13.41095,25.664
2136.45,13.41197,16.315
2136.55,13.41294,14.22
2136.65,13.41394,12.864
2136.75,13.41495,16.476
2136.85,13.41594,18.288
2136.95,13.41691,27.444
2137.05,13.41788,27.824
2137.15,13.41889,23.958
2137.25,13.42001,25.234
2137.35,13.42119,36.653
2137.45,13.42235,28.411
2137.55,13.4236,56.209
2137.65,13.42484,28.448
2137.75,13.42595,26.067
2137.85,13.42714,13.966
2137.95,13.42838,13.247
2138.05,13.4295,13.587
2138.15,13.43048,16.409
2138.25,13.43152,14.638
2138.35,13.43265,23.525
2138.45,13.43375,21.576
2138.55,13.43478,25.572
2138.65,13.43584,20.511
2138.75,13.4369,16.7
2138.85,13.43791,16.786
2138.95,13.43883,18.66
2139.05,13.43974,27.797
2139.15,13.44084,19.325
2139.25,13.44191,27.899
2139.35,13.44284,32.676
2139.45,13.44392,21.091
2139.55,13.44511,17.413
2139.65,13.44633,32.967
2139.75,13.44759,28.987
2139.85,13.44873,36.054
2139.95,13.44978,21.339
2140.05,13.45086,15.154
2140.15,13.45199,36.46
2140.25,13.45313,28.947
2140.35,13.4542,21.671
2140.45,13.45526,18.375
2140.55,13.45643,24.143
2140.65,13.45756,21.872
2140.75,13.45859,29.716
2140.85,13.45965,13.784
2140.95,13.4607,19.826
2141.05,13.46169,23.927
2141.15,13.46261,45.135
2141.25,13.46352,27.594
2141.35,13.46453,38.442
2141.45,13.46563,22.61
2141.55,13.46675,35.682
2141.65,13.4679,35.271
2141.75,13.46905,35.895
2141.85,13.47017,34.077
2141.95,13.47141,16.338
2142.05,13.47275,20.886
2142.15,13.47409,13.348
2142.25,13.47524,24.595
2142.35,13.47627,14.331
2142.45,13.47738,11.06
2142.55,13.47844,28.332
2142.65,13.4794,20.946
2142.75,13.48044,19.881
2142.85,13.48158,20.172
2142.95,13.48274,26.73
2143.05,13.48384,20.828
2143.15,13.48482,25.677
2143.25,13.48575,44.134
2143.35,13.48693,29.699
2143.45,13.48829,22.278
2143.55,13.48951,25.401
2143.65,13.49067,16.002
2143.75,13.49174,24.454
2143.85,13.4927,22.07
2143.95,13.49369,19.732
2144.05,13.49463,21.218
2144.15,13.49548,28.233
2144.25,13.49635,11.419
2144.35,13.4973,21.268
2144.45,13.49833,25.975
2144.55,13.49948,14.128
2144.65,13.50067,27.643
2144.75,13.50183,40.633
2144.85,13.50294,36.75
2144.95,13.50394,37.34
2145.05,13.50485,54.556
2145.15,13.50591,32.088
2145.25,13.50723,25.148
2145.35,13.50852,26.839
2145.45,13.50955,36.926
2145.55,13.5105,53.813
2145.65,13.51152,17.571
2145.75,13.51261,13.015
2145.85,13.51367,25.852
2145.95,13.51458,27.698
2146.05,13.51562,14.77
2146.15,13.51673,30.143
2146.25,13.51781,14.107
2146.35,13.51901,27.938
2146.45,13.52025,24.892
2146.55,13.52151,19.165
2146.65,13.52278,32.067
2146.75,13.52386,39.492
2146.85,13.52476,26.465
2146.95,13.5257,35.69
2147.05,13.52667,54.267
2147.15,13.52773,11.541
2147.25,13.52881,19.693
2147.35,13.52981,20.736
2147.45,13.53077,19.404
2147.55,13.53176,19.695
2147.65,13.53289,40.951
2147.75,13.53406,21.932
2147.85,13.53517,44.366
2147.95,13.53617,40.843
2148.05,13.53708,16.369
2148.15,13.53801,26.805
2148.25,13.539,38.714
2148.35,13.53999,29.23
2148.45,13.54099,21.274
2148.55,13.54205,20.018
2148.65,13.54317,20.662
2148.75,13.54422,24.381
2148.85,13.54523,20.186
2148.95,13.54617,48.61
2149.05,13.54702,20.049
2149.15,13.54799,19.994
2149.25,13.54912,14.164
2149.35,13.55019,23.324
2149.45,13.55122,17.492
2149.55,13.55231,20.478
2149.65,13.55348,19.845
2149.75,13.55465,10.376
2149.85,13.55576,23.643
2149.95,13.55688,21.595
2150.05,13.55788,16.392
2150.15,13.55872,22.011
2150.25,13.55968,19.811
2150.35,13.56082,20.341
2150.45,13.56207,20.428
2150.55,13.56334,15.185
2150.65,13.56447,28.398
2150.75,13.56557,15.532
2150.85,13.56659,32.411
2150.95,13.56753,29.883
2151.05,13.56849,17.765
2151.15,13.56948,14.298
2151.25,13.57064,17.287
2151.35,13.57184,21.933
2151.45,13.57295,28.614
2151.55,13.57411,44.132
2151.65,13.57518,15.929
2151.75,13.57621,22.538
2151.85,13.57737,21.329
2151.95,13.57855,36.444
2152.05,13.57948,31.603
2152.15,13.58036,28.658
2152.25,13.58134,20.293
2152.35,13.58236,35.721
2152.45,13.58351,14.047
2152.55,13.58454,18.771
2152.65,13.5854,20.881
2152.75,13.58626,23.984
2152.85,13.58714,15.626
2152.95,13.58812,26.722
2153.05,13.58925,39.267
2153.15,13.5904,26.358
2153.25,13.59147,22.584
2153.35,13.59254,18.413
2153.45,13.59359,57.639
2153.55,13.59468,17.152
2153.65,13.59578,19.212
2153.75,13.59682,20.77
2153.85,13.59787,47.261
2153.95,13.59902,15.95
2154.05,13.60022,23.169
2154.15,13.60126,31.119
2154.25,13.60221,22.068
2154.35,13.60315,32.065
2154.45,13.60403,22.168
2154.55,13.60503,44.625
2154.65,13.6062,27.689
2154.75,13.6074,20.509
2154.85,13.60853,26.279
2154.95,13.6094,21.286
2155.05,13.61023,16.078
2155.15,13.6113,15.635
2155.25,13.61245,21.251
2155.35,13.61356,13.769
2155.45,13.61476,11.203
2155.55,13.61599,30.343
2155.65,13.61711,31.738
2155.75,13.61815,13.324
2155.85,13.61913,18.755
2155.95,13.62017,31.509
2156.05,13.62125,40.753
2156.15,13.62232,33.369
2156.25,13.62341,25.65
2156.35,13.62451,32.191
2156.45,13.62558,32.298
2156.55,13.6267,14.914
2156.65,13.62779,19.13
2156.75,13.62879,36.708
2156.85,13.62972,28.273
2156.95,13.6306,18.155
2157.05,13.63148,26.924
2157.15,13.63252,17.078
2157.25,13.63368,31.157
2157.35,13.63483,17.06
2157.45,13.63585,29.735
2157.55,13.63678,19.279
2157.65,13.63772,19.853
2157.75,13.63866,21.886
2157.85,13.63951,34.314
2157.95,13.64036,19.28
2158.05,13.64147,18.959
2158.15,13.64258,21.051
2158.25,13.64352,17.194
2158.35,13.64457,14.672
2158.45,13.64566,12.558
2158.55,13.64657,44.677
2158.65,13.64742,31.862
2158.75,13.64846,18.098
2158.85,13.64943,23.031
2158.95,13.65042,14.091
2159.05,13.65144,26.935
2159.15,13.65247,28.603
2159.25,13.65367,28.806
2159.35,13.6549,26.392
2159.45,13.65604,20.613
2159.55,13.65705,19.951
2159.65,13.65802,15.393
2159.75,13.65898,14.649
2159.85,13.65995,10.314
2159.95,13.66093,15.105
2160.05,13.66195,26.522
2160.15,13.663,16.079
2160.25,13.66403,47.572
2160.35,13.66509,18.713
2160.45,13.66624,58.086
2160.55,13.66733,49.681
2160.65,13.66842,22.144
2160.75,13.66954,18.116
2160.85,13.67057,24.856
2160.95,13.67154,42.5
2161.05,13.67267,23.371
2161.15,13.67392,12.731
2161.25,13.67515,31.632
2161.35,13.67623,53.566
2161.45,13.6772,17.952
2161.55,13.67813,20.413
2161.65,13.67904,16.083
2161.75,13.68009,16.266
2161.85,13.6811,10.645
2161.95,13.68193,14.413
2162.05,13.68284,13.364
2162.15,13.68387,13.374
2162.25,13.68497,39.911
2162.35,13.68613,16.468
2162.45,13.68723,17.655
2162.55,13.68837,32.008
2162.65,13.68976,25.325
2162.75,13.69111,20.082
2162.85,13.69224,48.114
2162.95,13.69324,34.392
2163.05,13.69415,16.25
2163.15,13.69509,13.286
2163.25,13.69616,25.797
2163.35,13.69723,23.919
2163.45,13.69818,42.458
2163.55,13.69911,39.944
2163.65,13.70017,16.816
2163.75,13.7013,29.583
2163.85,13.70234,11.393
2163.95,13.70334,20.097
2164.05,13.70447,24.475
2164.15,13.70563,12.594
2164.25,13.70667,15.364
2164.35,13.70776,30.979
2164.45,13.70879,16.839
2164.55,13.70976,16.685
2164.65,13.71084,31.13
2164.75,13.71194,13.248
2164.85,13.71296,11.586
2164.95,13.71393,11.128
2165.05,13.71495,11.234
2165.15,13.71597,12.137
2165.25,13.71709,47.426
2165.35,13.71829,21.324
2165.45,13.7194,18.7
2165.55,13.72046,35.111
2165.65,13.7215,20.575
2165.75,13.72258,13.094
2165.85,13.72374,25.889
2165.95,13.72489,43.432
2166.05,13.72609,21.29
2166.15,13.72737,30.865
2166.25,13.7286,9.103
2166.35,13.72969,18.438
2166.45,13.73068,28.588
2166.55,13.73177,11.374
2166.65,13.73291,10.382
2166.75,13.73396,21.679
2166.85,13.73498,31.52
2166.95,13.73603,20.416
2167.05,13.73714,28.332
2167.15,13.73836,18.195
2167.25,13.73951,27.159
2167.35,13.74048,16.305
2167.45,13.74148,16.021
2167.55,13.74258,26.92
2167.65,13.7438,24.437
2167.75,13.74513,15.981
2167.85,13.74643,21.739
2167.95,13.74757,47.911
2168.05,13.74862,18.624
2168.15,13.74971,26.123
2168.25,13.75076,19.993
2168.35,13.75178,34.84
2168.45,13.7529,26.648
2168.55,13.75409,27.465
2168.65,13.75532,20.795
2168.75,13.75651,21.476
2168.85,13.75766,26.293
2168.95,13.75876,14.189
2169.05,13.7598,25.284
2169.15,13.76091,15.355
2169.25,13.76198,10.563
2169.35,13.76297,28.983
2169.45,13.76406,26.357
2169.55,13.76517,22.331
2169.65,13.76618,24.173
2169.75,13.76726,15.629
2169.85,13.76836,22.388
2169.95,13.76947,24.354
2170.05,13.77066,21.97
2170.15,13.77187,39.801
2170.25,13.77304,15.285
2170.35,13.77423,24.442
2170.45,13.77553,15.3
2170.55,13.77683,27.403
2170.65,13.77805,26.596
2170.75,13.77918,25.898
2170.85,13.78029,14.981
2170.95,13.78147,13.171
2171.05,13.78261,16.208
2171.15,13.78374,21.126
2171.25,13.78493,39.094
2171.35,13.78611,30.804
2171.45,13.78734,19.071
2171.55,13.78859,20.202
2171.65,13.78975,19.327
2171.75,13.79083,25.064
2171.85,13.79196,21.688
2171.95,13.79316,18.07
2172.05,13.79431,31.454
2172.15,13.79537,21.281
2172.25,13.79634,14.228
2172.35,13.79738,17.787
2172.45,13.79852,22.469
2172.55,13.79956,24.991
2172.65,13.80058,22.865
2172.75,13.8016,17.014
2172.85,13.80265,11.712
2172.95,13.80377,14.899
2173.05,13.80482,13.545
2173.15,13.80592,11.998
2173.25,13.80718,13.636
2173.35,13.80839,31.978
2173.45,13.8094,24.672
2173.55,13.81044,18.463
2173.65,13.81146,17.579
2173.75,13.81243,23.244
2173.85,13.81352,14.088
2173.95,13.81467,17.964
2174.05,13.81584,26.14
2174.15,13.81705,20.746
2174.25,13.81821,17.035
2174.35,13.81933,11.999
2174.45,13.82045,10.495
2174.55,13.82154,33.746
2174.65,13.82255,28.564
2174.75,13.82374,16.55
2174.85,13.82501,18.867
2174.95,13.82608,19.699
2175.05,13.82713,17.924
2175.15,13.82824,15.193
2175.25,13.82948,33.522
2175.35,13.83078,23.189
2175.45,13.83201,26.461
2175.55,13.83311,11.097
2175.65,13.83414,15.709
2175.75,13.83533,22.346
2175.85,13.83659,31.987
2175.95,13.83788,14.04
2176.05,13.83917,20.129
2176.15,13.84037,21.601
2176.25,13.84168,28.751
2176.35,13.84312,18.112
2176.45,13.84451,22.576
2176.55,13.84569,13.741
2176.65,13.84679,14.475
2176.75,13.84801,51.284
2176.85,13.84933,12.499
2176.95,13.85074,14.327
2177.05,13.85207,31.212
2177.15,13.85318,8.885
2177.25,13.85427,35.13
2177.35,13.85551,44.048
2177.45,13.85674,19.681
2177.55,13.85781,39.122
2177.65,13.8589,34.846
2177.75,13.8601,18.159
2177.85,13.86137,16.034
2177.95,13.86255,29.187
2178.05,13.86362,23.054
2178.15,13.86478,12.664
2178.25,13.86601,26.159
2178.35,13.86719,26.829
2178.45,13.86836,17.08
2178.55,13.86971,15.732
2178.65,13.87102,23.983
2178.75,13.87207,16.972
2178.85,13.87312,36.925
2178.95,13.87432,31.412
2179.05,13.87559,12.052
2179.15,13.87684,27.386
2179.25,13.878,28.578
2179.35,13.87913,16.416
2179.45,13.88023,14.63
2179.55,13.8814,18.458
2179.65,13.88265,24.937
2179.75,13.88385,25.588
2179.85,13.88494,19.576
2179.95,13.88588,40.533
2180.05,13.88686,53.728
2180.15,13.88789,22.201
2180.25,13.88891,39.076
2180.35,13.88992,53.54
2180.45,13.89101,14.731
2180.55,13.89217,24.737
2180.65,13.89336,19.142
2180.75,13.89461,36.473
2180.85,13.8958,24.449
2180.95,13.8969,12.895
2181.05,13.89803,17.897
2181.15,13.89918,16.545
2181.25,13.90043,26.791
2181.35,13.90174,27.222
2181.45,13.90301,27.041
2181.55,13.90433,28.582
2181.65,13.90569,20.213
2181.75,13.90703,24.945
2181.85,13.90822,28.668
2181.95,13.90928,22.985
2182.05,13.91043,28.996
2182.15,13.9117,23.677
2182.25,13.91293,19.107
2182.35,13.91418,16.484
2182.45,13.91549,16.423
2182.55,13.91664,28.986
2182.65,13.91761,33.102
2182.75,13.91861,30.344
2182.85,13.91972,16.262
2182.95,13.92084,31.005
2183.05,13.92205,17.709
2183.15,13.92329,15.542
2183.25,13.92449,13.945
2183.35,13.92557,49.566
2183.45,13.92672,21.689
2183.55,13.92804,26.307
2183.65,13.92933,30.022
2183.75,13.93053,20.44
2183.85,13.93171,17.361
2183.95,13.93283,23.446
2184.05,13.93386,12.642
2184.15,13.93489,24.385
2184.25,13.93603,21.472
2184.35,13.93723,24.122
2184.45,13.93832,21.561
2184.55,13.93938,22.215
2184.65,13.94047,30.867
2184.75,13.94167,14.827
2184.85,13.94299,28.065
2184.95,13.94435,19.674
2185.05,13.94575,12.695
2185.15,13.94719,30.67
2185.25,13.94847,21.771
2185.35,13.94961,16.614
2185.45,13.95081,17.467
2185.55,13.95196,40.483
2185.65,13.95313,43.07
2185.75,13.95431,12.747
2185.85,13.95546,12.221
2185.95,13.95664,28.072
2186.05,13.95784,17.082
2186.15,13.95901,19.215
2186.25,13.9602,32.911
2186.35,13.9616,24.114
