/* DESCRIPTION:
Reference:	Barbante, Carlo; Barnola, Jean-Marc; Becagli, Silvia; Beer, Jürg; Bigler, Matthias; Boutron, Claude F; Blunier, Thomas; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Debret, Maxime; Delmonte, Barbara; Dick, Dorothee; Falourd, Sonia; Faria, Sérgio H; Federer, Urs; Fischer, Hubertus; Freitag, Johannes; Frenzel, Andreas; Fritzsche, Diedrich; Fundel, Felix; Gabrielli, Paolo; Gaspari, Vania; Gersonde, Rainer; Graf, Wolfgang; Grigoriev, Dimitri; Hamann, Ilka; Hansson, Margareta E; Hoffmann, Georg; Hutterli, Manuel A; Huybrechts, Philippe; Isaksson, Elisabeth; Johnsen, Sigfús Jóhann; Jouzel, Jean; Kaczmarska, Marzena; Karlin, Torbjörn; Kaufmann, Patrik R; Kipfstuhl, Sepp; Kohno, Mika; Lambert, Fabrice; Lambrecht, Anja; Lambrecht, Astrid; Landais, Amaelle; Lawer, Gunther; Leuenberger, Markus Christian; Littot, Geneviève C; Loulergue, Laetitia; Lüthi, Dieter; Maggi, Valter; Marino, Federica; Masson-Delmotte, Valerie; Meyer, Hanno; Miller, Heinz; Mulvaney, Robert; Narcisi, Biancamaria; Oerlemans, Johannes; Oerter, Hans; Parrenin, Frédéric; Petit, Jean-Robert; Raisbeck, Grant M; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Rybak, Oleg; Severi, Mirko; Schmitt, Jochen; Schwander, Jakob; Siegenthaler, Urs; Siggaard-Andersen, Marie-Louise; Spahni, Renato; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tison, Jean-Louis; Traversi, Rita; Udisti, Roberto; Valero Delgado, Fernando; van den Broeke, Michiel R; van de Wal, Roderik S W; Wagenbach, Dietmar; Wegner, Anna; Weiler, Karin; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric W (2006): One-to-one coupling of glacial climate variability in Greenland and Antarctica. Nature, 444, 195-198, https://doi.org/10.1038/nature05301
Data from:	https://doi.org/10.1594/PANGAEA.754444. Accessed 22 Nov 2022.
Comment:	Several variables from the original dataset are not included here.
*/
Age [ka BP]	δ18O H2O [‰ SMOW]	Altitude cor [m] (Altitude difference for EDML ...)
93.7535	-46.35	-115.01
93.8125	-46.5	-114.78
93.8715	-47.06	-114.65
93.931	-46.6	-114.55
93.991	-46.3	-114.49
94.0495	-46.25	-114.36
94.1065	-46.16	-114.16
94.163	-45.89	-113.87
94.219	-46.73	-113.57
94.2755	-45.88	-113.31
94.332	-46.34	-113.03
94.3885	-46.25	-112.73
94.4455	-46.6	-112.47
94.5025	-46.87	-112.23
94.559	-46.15	-112.07
94.6165	-47.12	-111.93
94.6755	-47.16	-111.86
94.7315	-46.2	-111.78
94.7845	-47.05	-111.65
94.835	-46.63	-111.53
94.883	-46.85	-111.42
94.9325	-47.19	-111.34
94.9835	-46.36	-111.29
95.0355	-46.45	-111.2
95.089	-46.79	-111.02
95.1435	-46.59	-110.85
95.1985	-46.66	-110.7
95.2555	-47.57	-110.63
95.3145	-46.91	-110.6
95.3735	-47.33	-110.64
95.4325	-46.98	-110.66
95.491	-46.95	-110.68
95.5495	-47.2	-110.65
95.608	-47.04	-110.59
95.666	-46.09	-110.46
95.724	-47.05	-110.32
95.782	-47.36	-110.18
95.8405	-47.34	-110.13
95.899	-46.75	-110.17
95.9565	-47.25	-110.21
96.0135	-46.73	-110.24
96.0715	-47.35	-110.25
96.131	-47.08	-110.27
96.189	-47.27	-110.31
96.2455	-46.06	-110.26
96.304	-46.95	-110.14
96.3645	-46.95	-109.99
96.425	-47.06	-109.85
96.4855	-47.03	-109.79
96.549	-47.47	-109.77
96.6145	-47.08	-109.78
96.677	-46.92	-109.77
96.737	-47.09	-109.73
96.796	-47.21	-109.65
96.854	-47.45	-109.62
96.9115	-47.19	-109.6
96.969	-47.35	-109.58
97.0265	-46.97	-109.53
97.0835	-46.85	-109.44
97.1395	-47.22	-109.31
97.1945	-46.86	-109.16
97.249	-46.68	-108.97
97.303	-46.72	-108.76
97.357	-47.15	-108.54
97.411	-47.48	-108.34
97.466	-47.32	-108.27
97.5215	-47.25	-108.21
97.5775	-47.47	-108.17
97.6345	-47.11	-108.13
97.6905	-47.73	-108.09
97.7455	-47.11	-108.07
97.8005	-47.24	-108.06
97.855	-46.66	-107.96
97.9115	-47.33	-107.84
97.97	-46.9	-107.7
98.026	-47.15	-107.55
98.08	-47.44	-107.41
98.135	-47.03	-107.28
98.1905	-47.15	-107.16
98.2465	-47.57	-107.06
98.3035	-47.3	-106.96
98.3605	-47.86	-106.92
98.418	-47.32	-106.88
98.475	-47.05	-106.83
98.5305	-47.73	-106.77
98.587	-47.07	-106.69
98.645	-47.29	-106.57
98.705	-47.1	-106.43
98.7665	-46.93	-106.23
98.827	-47	-106.02
98.887	-47.41	-105.8
98.947	-47.34	-105.63
99.0065	-46.9	-105.47
99.065	-46.72	-105.25
99.123	-47.56	-105.03
99.1825	-47.04	-104.82
99.2435	-47.52	-104.65
99.3025	-47.1	-104.49
99.36	-47.81	-104.38
99.4175	-47.92	-104.31
99.4745	-47.45	-104.34
99.5305	-47.39	-104.34
99.586	-47.69	-104.32
99.641	-47.64	-104.33
99.6955	-48.03	-104.35
99.7515	-47.71	-104.46
99.8085	-47.91	-104.57
99.867	-47.78	-104.67
99.927	-47.39	-104.77
99.9865	-47.64	-104.88
100.045	-48.15	-105
100.103	-47.49	-105.13
100.161	-47.76	-105.26
100.219	-48.01	-105.39
100.2765	-47.55	-105.51
100.335	-47.91	-105.58
100.3945	-47.53	-105.62
100.4525	-47.58	-105.62
100.51	-48.23	-105.65
100.5685	-48.04	-105.75
100.628	-48.11	-105.89
100.6875	-47.87	-106.05
100.7465	-47.8	-106.18
100.805	-47.98	-106.31
100.8625	-47.43	-106.42
100.9225	-47.39	-106.46
100.9855	-47.49	-106.43
101.048	-47.46	-106.34
101.11	-47.38	-106.24
101.1705	-47.02	-106.12
101.229	-47.78	-106
101.286	-48.43	-105.92
101.3425	-47.51	-105.84
101.399	-47.11	-105.78
101.455	-47.22	-105.59
101.5135	-47.05	-105.35
101.575	-46.62	-105.01
101.6375	-46.87	-104.56
101.7005	-46.84	-104.07
101.763	-47.27	-103.62
101.8255	-46.83	-103.21
101.8885	-47.19	-102.82
101.9515	-47.48	-102.45
102.016	-46.02	-101.98
102.0825	-46.42	-101.36
102.149	-46.11	-100.56
102.2155	-47.03	-99.78
102.285	-46.74	-99.06
102.3565	-47	-98.44
102.4275	-46.92	-97.86
102.498	-46.51	-97.28
102.5685	-46.16	-96.55
102.6395	-46.51	-95.72
102.712	-46.94	-94.89
102.786	-46.81	-94.15
102.86	-46.4	-93.45
102.934	-46.88	-92.73
103.01	-46.82	-92.05
103.088	-47.29	-91.43
103.1675	-47.03	-90.91
103.248	-47.68	-90.48
103.3305	-47.98	-90.23
103.416	-48.81	-90.25
103.5025	-48.87	-90.53
103.59	-48.33	-90.93
103.6775	-48.33	-91.2
103.764	-48.37	-91.38
103.8495	-49.04	-91.6
103.9335	-48.38	-91.9
104.0165	-48.6	-92.21
104.1	-48.71	-92.5
104.182	-48.9	-92.84
104.262	-48.26	-93.19
104.3425	-48.23	-93.39
104.423	-48.95	-93.59
104.503	-48.38	-93.82
104.5825	-48.35	-94.08
104.659	-48.14	-94.29
104.7335	-48.23	-94.49
104.8075	-48.28	-94.73
104.8805	-48.2	-94.97
104.9525	-47.76	-95
105.024	-47.64	-94.93
105.095	-48.56	-94.84
105.1645	-47.98	-94.77
105.2345	-47.84	-94.67
105.3055	-47.9	-94.54
105.38	-48.26	-94.39
105.458	-48.13	-94.31
105.5375	-47.51	-94.2
105.618	-47.88	-94.02
105.6985	-48.37	-93.87
105.78	-48.1	-93.83
105.86	-47.54	-93.8
105.938	-48.15	-93.69
106.016	-48.41	-93.68
106.0935	-48.63	-93.78
106.1705	-47.77	-93.92
106.2475	-47.19	-93.85
106.3235	-47.22	-93.55
106.398	-48.01	-93.21
106.471	-47.72	-92.87
106.543	-47.36	-92.59
106.615	-47.67	-92.25
106.6865	-47.75	-91.91
106.762	-47.36	-91.56
106.842	-46.98	-91.05
106.9205	-47.68	-90.47
106.9975	-47.96	-89.97
107.0755	-47.81	-89.56
107.154	-47.53	-89.12
107.233	-48.26	-88.77
107.313	-47.78	-88.59
107.3935	-47.45	-88.43
107.4745	-48.15	-88.27
107.5545	-48.03	-88.19
107.6335	-47.91	-88.21
107.713	-47.75	-88.21
107.7935	-47.9	-88.23
107.8755	-49.17	-88.4
107.9585	-49.15	-88.84
108.0415	-48.9	-89.47
108.124	-49	-90.14
108.2075	-49.5	-90.86
108.2925	-49.88	-91.75
108.3775	-49.85	-92.78
108.4625	-50.25	-93.94
108.547	-49.79	-95.18
108.631	-49.53	-96.36
108.7145	-49.75	-97.48
108.798	-49.73	-98.62
108.882	-49.66	-99.79
108.9655	-50.03	-101
109.05	-49.54	-102.25
109.1355	-49.86	-103.48
109.2185	-49.58	-104.7
109.3	-49.64	-105.88
109.383	-49.45	-107.07
109.467	-49.19	-108.18
109.55	-49.71	-109.26
109.632	-49.49	-110.46
109.7145	-49.48	-111.78
109.797	-49.22	-112.95
109.881	-49.21	-114.1
109.967	-49.21	-115.22
110.05	-49.11	-116.25
110.13	-48.65	-117.17
110.2125	-49.18	-117.99
110.298	-49.23	-118.87
110.3805	-48.92	-119.71
110.46	-48.74	-120.51
110.541	-48.91	-121.31
110.6235	-49.42	-122.18
110.7055	-49.13	-123.24
110.7865	-49.47	-124.33
110.8665	-49.01	-125.46
110.946	-49.36	-126.59
111.026	-49.6	-127.76
111.106	-48.9	-129
111.1845	-48.74	-130.1
111.2615	-48.14	-131.05
111.3395	-48.62	-131.98
111.419	-49.03	-133
111.497	-48.59	-134.19
111.573	-48.79	-135.38
111.649	-48.89	-136.57
111.725	-48.85	-137.78
111.802	-48.77	-138.99
111.8805	-48.53	-140.15
111.9605	-48.34	-141.21
112.042	-48.56	-142.23
112.125	-48.38	-143.24
112.2085	-48.2	-144.26
112.2935	-48.21	-145.22
112.3805	-47.99	-146.2
112.466	-48.41	-147.13
112.5495	-47.94	-148.07
112.6305	-47.86	-148.94
112.7095	-47.48	-149.71
112.7895	-48.34	-150.41
112.8705	-48.36	-151.33
112.9495	-48.09	-152.29
113.026	-48.36	-153.24
113.1015	-47.73	-154.15
113.1765	-48.39	-154.99
113.25	-47.76	-155.86
113.3215	-48.42	-156.72
113.394	-48.43	-157.61
113.4675	-49.11	-158.64
113.5395	-48.5	-159.78
113.6105	-48.19	-160.89
113.681	-48.58	-161.94
113.751	-48.87	-163.05
113.8185	-48.3	-164.12
113.883	-48.15	-165.16
113.947	-48.51	-166.09
114.011	-48.03	-167.01
114.074	-48.18	-167.92
114.1355	-48.49	-168.86
114.198	-47.94	-169.84
114.2615	-48.9	-170.89
114.324	-48.3	-172.07
114.386	-47.69	-173.25
114.4485	-47.75	-174.33
114.511	-47.79	-175.45
114.574	-48.33	-176.6
114.638	-48.26	-177.97
114.699	-48.41	-179.31
114.757	-48.04	-180.62
114.814	-47.29	-181.88
114.87	-48.32	-183.12
114.9265	-47.73	-184.38
114.9835	-47.47	-185.64
115.0385	-48.07	-186.79
115.0915	-46.82	-187.93
115.1455	-47.14	-189.01
115.2005	-47.32	-190.09
115.255	-47.24	-191.16
115.309	-46.96	-192.26
115.3655	-46.85	-193.37
115.4245	-46.57	-194.45
115.484	-47.3	-195.53
115.5445	-47.23	-196.74
115.606	-47.8	-198.03
115.668	-47.81	-199.41
115.731	-48.08	-200.96
115.7955	-47.3	-202.56
115.861	-47.38	-204.2
115.927	-47.2	-205.82
115.9935	-47.26	-207.44
116.061	-47.21	-209.09
116.13	-47.14	-210.78
116.1995	-47.17	-212.46
116.2675	-47.19	-214.14
116.3345	-47.69	-215.83
116.401	-46.5	-217.49
116.467	-46.48	-219.09
116.534	-46.36	-220.59
116.6025	-46.26	-221.99
116.6705	-46.46	-223.27
116.7375	-46.26	-224.6
116.805	-46.59	-225.95
116.873	-45.77	-227.35
116.9405	-45.38	-228.51
117.007	-45.21	-229.62
117.073	-45.89	-230.71
117.1395	-45.88	-231.86
117.2055	-45.95	-233.08
117.27	-45.91	-234.36
117.3345	-46.89	-235.76
117.3985	-46.42	-237.22
117.463	-45.92	-238.76
117.5275	-45.65	-240.15
117.592	-46.39	-241.5
117.658	-45.87	-242.9
117.7245	-46.02	-244.26
117.791	-45.18	-245.57
117.859	-46.37	-246.75
117.929	-45.53	-248.05
117.9975	-45.57	-249.4
118.0645	-45.54	-250.61
118.1345	-45.13	-251.77
118.2075	-44.7	-252.68
118.2825	-44.26	-253.58
118.3595	-44.64	-254.09
118.436	-44.32	-254.54
118.5115	-44.12	-254.95
118.5895	-44.46	-255.32
118.67	-44.5	-256
118.749	-44.72	-256.71
118.827	-44.55	-257.44
118.903	-44.11	-258.16
118.9775	-44.07	-258.67
119.051	-44.87	-259.54
119.125	-44.53	-260.4
119.199	-44.44	-261.27
119.273	-45.11	-262.13
119.347	-44.53	-263
119.421	-44.39	-263.86
119.495	-45.06	-264.73
119.569	-44.76	-265.59
119.6395	-44.7	-266.46
119.707	-44.53	-267.52
119.7735	-44.3	-268.5
119.8385	-44.74	-269.49
119.905	-44.52	-270.5
119.973	-44.23	-271.54
120.04	-44.3	-272.57
120.106	-44.45	-273.57
120.171	-44.99	-274.68
120.2345	-44.74	-275.87
120.2965	-44.81	-277.17
120.358	-44.76	-278.51
120.421	-44.51	-279.88
120.4845	-44.96	-281.29
120.548	-44.97	-282.78
120.6125	-45.04	-284.37
120.6765	-44.87	-286.01
120.74	-45.22	-287.68
120.802	-44.44	-289.39
120.862	-45.23	-291.1
120.9205	-45.13	-292.84
120.978	-45.13	-294.51
121.035	-45.08	-296.16
121.0905	-44.81	-297.72
121.146	-44.31	-299.12
121.2015	-44.76	-300.52
121.2575	-45.13	-301.75
121.3145	-44.9	-302.88
121.3715	-44.38	-304.26
121.4285	-44.74	-305.76
121.484	-44.12	-307.1
121.5385	-44.16	-308.42
121.5955	-44.66	-309.69
121.654	-44.3	-310.96
121.7135	-43.89	-312.27
121.774	-44.61	-313.57
121.836	-44.3	-314.88
121.9	-44.7	-316.27
121.968	-43.9	-317.64
122.04	-44.07	-318.97
122.114	-44.26	-320.23
122.1895	-44.72	-321.53
122.2655	-43.87	-322.84
122.343	-44.48	-323.99
122.4245	-43.97	-325.09
122.5095	-44.14	-326.08
122.595	-44.25	-326.99
122.6805	-44.54	-327.89
122.766	-43.53	-328.75
122.852	-43.73	-329.19
122.9405	-43.65	-329.47
123.0315	-43.31	-329.63
123.1245	-44.16	-329.82
123.2195	-44.24	-330.24
123.316	-44	-330.85
123.414	-44.49	-331.48
123.5115	-43.75	-332.07
123.609	-43.76	-332.43
123.7055	-44.3	-332.66
123.8	-43.81	-333.17
123.894	-43.78	-334.49
123.988	-44.26	-335.15
124.081	-44.23	-335.13
124.1735	-44.07	-335.15
124.2625	-44.32	-335.09
124.348	-43.55	-334.88
124.435	-43.04	-334.37
124.5235	-43.69	-333.57
124.6135	-43.56	-332.75
124.705	-43.32	-331.97
124.7945	-43.78	-331.14
124.881	-43.75	-330.48
124.9675	-43.98	-329.92
125.054	-44.13	-329.48
125.1395	-43.97	-329.11
125.224	-43.89	-328.73
125.3075	-43.94	-328.27
125.3905	-43.9	-327.79
125.472	-43.58	-327.25
125.552	-43.63	-326.67
125.6335	-43.72	-326.06
125.716	-44.08	-325.43
125.7995	-44.4	-324.99
125.884	-43.78	-324.62
125.967	-44.45	-324.29
126.049	-43.76	-323.93
126.131	-44.53	-323.53
126.213	-44.11	-323.22
126.295	-43.58	-322.78
126.377	-44.31	-322.27
126.462	-44.41	-321.78
126.55	-44.07	-321.44
126.635	-44.32	-321.05
126.717	-44.04	-320.63
126.797	-44.02	-320.15
126.875	-44.47	-319.65
126.9525	-44.02	-319.18
127.0295	-44.53	-318.64
127.108	-43.74	-318.02
127.1885	-44.03	-317.26
127.271	-43.41	-316.28
127.355	-43.3	-314.97
127.4395	-43.67	-313.48
127.5245	-43.6	-312.01
127.6105	-43.39	-310.49
127.697	-43.35	-308.82
127.783	-42.85	-306.98
127.8685	-42.78	-304.82
127.953	-42.69	-302.47
128.0365	-43.01	-300.06
128.122	-43.06	-297.61
128.2105	-43.31	-295.14
128.2995	-42.93	-292.7
128.3885	-43.23	-290.12
128.4795	-43.16	-287.48
128.5725	-43.05	-284.73
128.6695	-42.86	-281.66
128.771	-42.48	-278.21
128.878	-42.97	-274.37
128.9905	-43.11	-270.4
129.104	-43.2	-266.57
129.2185	-43.11	-262.73
129.337	-43.31	-258.65
129.4595	-43.26	-254.39
129.585	-43.39	-249.91
129.7135	-43.61	-245.22
129.843	-43.17	-240.29
129.9735	-43.8	-235.37
130.108	-43.87	-230.6
130.246	-43.72	-225.72
130.3885	-43.89	-220.59
130.535	-44.1	-215.43
130.6875	-44.51	-210.14
130.847	-44.56	-205
131.009	-44.55	-199.82
131.173	-44.94	-194.56
131.3405	-45.29	-189.58
131.511	-45.26	-184.73
131.688	-45.48	-179.71
131.8715	-46.01	-174.86
132.056	-45.89	-170.27
132.242	-45.92	-165.48
132.43	-46.21	-160.57
132.62	-46.06	-155.63
132.8145	-46.63	-150.64
133.014	-46.49	-145.96
133.215	-47.4	-141.45
133.417	-47.52	-137.68
133.626	-47.45	-133.86
133.842	-48	-130.04
134.066	-48.29	-126.6
134.298	-48.6	-123.48
134.5375	-49.32	-120.93
134.7845	-49.49	-119.01
135.0475	-49.61	-117.24
135.3265	-50.83	-116.07
135.6095	-50.73	-115.82
135.896	-50.52	-115.52
136.1915	-50.64	-115.1
136.496	-50.94	-114.84
136.799	-51.05	-114.86
137.101	-50.77	-114.87
137.401	-51.58	-115.07
137.699	-52.02	-116.08
137.9985	-51.93	-117.36
138.3	-51.79	-118.54
138.608	-52.23	-119.7
138.9225	-52.21	-121.39
139.236	-51.68	-122.94
139.5485	-51.87	-124.19
139.861	-51.88	-125.48
140.1725	-51.46	-126.59
140.481	-51.34	-127.26
140.787	-51	-127.6
141.093	-50.89	-127.63
141.3985	-50.99	-127.62
141.695	-50.84	-127.62
141.983	-51.11	-127.6
142.2735	-50.91	-127.34
142.567	-50.97	-127.07
142.854	-51.24	-127.53
143.134	-51.25	-128.02
143.4125	-51.54	-128.39
143.6895	-51.48	-128.93
143.963	-51.16	-129.39
144.2335	-51.13	-129.6
144.5	-51.06	-129.68
144.7625	-51.33	-129.83
145.0215	-51.2	-130.28
145.277	-51.09	-130.47
145.535	-51.28	-130.74
145.795	-51.3	-131.11
146.046	-51.09	-131.35
146.288	-51.13	-131.44
146.52	-51.13	-131.51
146.742	-51.02	-131.94
146.963	-50.9	-132.2
147.183	-51.39	-132.16
147.4075	-51.74	-132.55
147.6365	-51.84	-133.24
147.853	-51.75	-133.93
148.057	-51.65	-134.49
148.258	-50.99	-134.8
148.456	-51.27	-134.84
148.657	-50.81	-134.48
148.861	-51.09	-134.28
149.0645	-51.13	-134.17
149.268	-50.9	-134.27
149.4645	-50.87	-134.08
149.654	-51.17	-133.94
149.8375	-51.25	-133.95
150.015	-50.97	-133.98
