# DESCRIPTION:
# Reference: Hodell, D.A., H.F. Evans, J.E.T. Channell, and J.H. Curtis. 2010. Phase relationships of North Atlantic ice-rafted debris and surface-deep climate proxies during the last glacial period. Quaternary Science Reviews, Vol. 29, pp. 3875-3886, https://doi.org/10.1016/j.quascirev.2010.09.006
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/11821. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth (cm),Age (kyrs SFCP04),log(K/Ti),3pt smooth log(K/Ti),Zr/Sr,3 pt smooth (Zr/Sr)
1383.5,73.218,0.10336,0.10846,0.07415,0.0682
1383.8,73.228,0.13169,0.10524,0.0635,0.06613
1384,73.234,0.09774,0.10371,0.07254,0.06615
1384.3,73.243,0.09636,0.10369,0.05829,0.06769
1384.5,73.25,0.08941,0.08896,0.06225,0.07015
1384.8,73.259,0.10326,0.08835,0.08184,0.07013
1385,73.265,0.05802,0.08779,0.07585,0.07154
1385.3,73.275,0.09468,0.08801,0.07242,0.07239
1385.5,73.281,0.09357,0.08705,0.06536,0.07061
1385.7,73.287,0.09052,0.09006,0.06647,0.06797
1386,73.297,0.09844,0.08465,0.07296,0.06795
1386.3,73.306,0.07308,0.08634,0.06265,0.0704
1386.5,73.313,0.06763,0.08998,0.0723,0.07202
1386.8,73.322,0.10205,0.09217,0.0776,0.07143
1387,73.328,0.1087,0.09905,0.07457,0.07423
1387.2,73.335,0.10938,0.10379,0.07005,0.07303
1387.5,73.344,0.10748,0.10219,0.07663,0.07144
1387.8,73.353,0.09133,0.10185,0.06631,0.07167
1388,73.36,0.09404,0.10441,0.06966,0.07339
1388.2,73.366,0.10702,0.09828,0.07569,0.07349
1388.5,73.375,0.12217,0.09561,0.07869,0.07689
1388.8,73.385,0.07686,0.09871,0.07709,0.07867
1389,73.391,0.07794,0.09882,0.08331,0.07789
1389.3,73.401,0.10956,0.09711,0.0786,0.0769
1389.5,73.407,0.10757,0.09825,0.07177,0.07708
1389.7,73.413,0.1136,0.10308,0.07373,0.07519
1390,73.423,0.0826,0.11297,0.07801,0.0729
1390.3,73.432,0.10209,0.11555,0.07384,0.07367
1390.5,73.438,0.159,0.11475,0.06714,0.07487
1390.8,73.448,0.12047,0.11431,0.07562,0.07523
1391,73.454,0.10959,0.10949,0.07975,0.07606
1391.2,73.46,0.08042,0.09366,0.0798,0.07751
1391.5,73.47,0.07798,0.09538,0.07799,0.07758
1391.8,73.479,0.07984,0.09948,0.0744,0.07596
1392,73.485,0.12909,0.10489,0.07597,0.07487
1392.3,73.495,0.13005,0.10881,0.07165,0.07466
1392.5,73.501,0.10749,0.11504,0.07433,0.07529
1392.8,73.511,0.09759,0.11498,0.07695,0.07478
1393,73.517,0.11099,0.11445,0.07757,0.07383
1393.2,73.523,0.12879,0.11783,0.0734,0.07224
1393.5,73.533,0.12739,0.11611,0.06692,0.07097
1393.8,73.542,0.12439,0.11348,0.06638,0.07014
1394,73.548,0.089,0.11101,0.0706,0.06979
1394.3,73.558,0.09782,0.10329,0.0734,0.07233
1394.5,73.564,0.11647,0.09897,0.07163,0.07264
1394.8,73.573,0.08876,0.10252,0.07966,0.07222
1395,73.58,0.10282,0.10925,0.06793,0.06996
1395.3,73.589,0.10675,0.10774,0.0685,0.06981
1395.5,73.595,0.13144,0.11388,0.0621,0.07043
1395.8,73.605,0.10895,0.12912,0.07084,0.07262
1396,73.611,0.11941,0.13449,0.08276,0.07435
1396.3,73.621,0.17905,0.13386,0.07889,0.08406
1396.5,73.627,0.13358,0.15573,0.07715,0.09411
1396.8,73.636,0.12831,0.1848,0.11065,0.10957
1397,73.643,0.21829,0.18765,0.12107,0.11686
1397.3,73.652,0.26478,0.18622,0.1601,0.11657
1397.5,73.658,0.19328,0.18093,0.11534,0.10932
1397.8,73.668,0.12645,0.15876,0.07568,0.10109
1398,73.674,0.10186,0.13102,0.07443,0.08286
1398.2,73.68,0.10743,0.11762,0.07989,0.07329
1398.5,73.69,0.12611,0.11165,0.06899,0.07399
1398.8,73.699,0.12623,0.11501,0.06746,0.07145
1399,73.705,0.09663,0.11203,0.07921,0.06986
1399.3,73.715,0.11863,0.11152,0.06169,0.07095
1399.5,73.721,0.09256,0.1086,0.07194,0.0729
1399.7,73.727,0.12356,0.11594,0.07445,0.07147
1400,73.737,0.11162,0.11634,0.0772,0.0742
1400.3,73.746,0.13333,0.12447,0.07205,0.07669
1400.5,73.753,0.1206,0.12712,0.07537,0.07785
1400.8,73.762,0.13326,0.12519,0.08436,0.07639
1401,73.768,0.1368,0.12203,0.08025,0.07638
1401.2,73.775,0.10197,0.12115,0.06994,0.07519
1401.5,73.784,0.11752,0.1161,0.072,0.07278
1401.8,73.793,0.1162,0.11637,0.0694,0.07201
1402,73.8,0.10803,0.11452,0.07233,0.07246
1402.3,73.809,0.13815,0.11105,0.07641,0.07446
1402.5,73.815,0.09272,0.10689,0.07216,0.07741
1402.8,73.825,0.10014,0.12731,0.08201,0.08545
1403,73.831,0.0954,0.12565,0.08415,0.08489
1403.2,73.838,0.21013,0.13108,0.11252,0.08566
1403.5,73.847,0.12987,0.13838,0.07359,0.08444
1403.8,73.856,0.11987,0.14447,0.07601,0.08227
1404,73.863,0.13664,0.12657,0.07592,0.07748
1404.3,73.872,0.12586,0.13426,0.0733,0.0796
1404.5,73.878,0.12062,0.13646,0.08859,0.08117
1404.8,73.888,0.16832,0.12946,0.08419,0.08143
1405,73.894,0.13088,0.12998,0.08386,0.08231
1405.3,73.904,0.10163,0.13275,0.07722,0.08233
1405.5,73.91,0.12844,0.12492,0.07771,0.08076
1405.7,73.916,0.13448,0.12432,0.08868,0.08199
1406,73.926,0.12919,0.12698,0.07634,0.08221
1406.3,73.935,0.12788,0.12631,0.08998,0.08208
1406.5,73.941,0.11491,0.12986,0.07831,0.08191
1406.8,73.951,0.12509,0.12657,0.07706,0.0813
1407,73.957,0.15222,0.12545,0.08787,0.07954
1407.3,73.966,0.11276,0.12249,0.07328,0.08095
1407.5,73.973,0.12228,0.12111,0.08119,0.08313
1407.8,73.982,0.10012,0.11822,0.08537,0.0814
1408,73.988,0.11817,0.11578,0.08796,0.08178
1408.3,73.998,0.13776,0.10968,0.07923,0.0803
1408.5,74.004,0.10056,0.11332,0.07519,0.07904
1408.8,74.014,0.09178,0.11418,0.07376,0.07759
1409,74.02,0.11833,0.11344,0.07907,0.07898
1409.3,74.029,0.12249,0.11619,0.08068,0.08285
1409.5,74.036,0.13404,0.12005,0.08621,0.08433
1409.8,74.045,0.11432,0.11539,0.09454,0.08679
1410,74.051,0.11107,0.10956,0.08113,0.08825
1410.3,74.061,0.09503,0.10805,0.0914,0.09002
1410.5,74.067,0.09333,0.11292,0.08796,0.08773
1410.7,74.073,0.1265,0.11873,0.09507,0.08896
1411,74.083,0.13864,0.1219,0.08309,0.08741
1411.3,74.092,0.14013,0.12346,0.0873,0.08764
1411.5,74.098,0.11092,0.12329,0.08365,0.085
1411.8,74.108,0.10112,0.12696,0.08911,0.08844
1412,74.114,0.12566,0.12254,0.08185,0.08878
1412.2,74.12,0.15697,0.12286,0.1003,0.08753
1412.5,74.13,0.11806,0.12338,0.08896,0.08626
1412.8,74.139,0.11251,0.11808,0.07742,0.08775
1413,74.146,0.10371,0.10875,0.08275,0.08583
1413.3,74.155,0.09916,0.10881,0.08931,0.0853
1413.5,74.161,0.11033,0.10755,0.09072,0.087
1413.7,74.168,0.11834,0.10906,0.08628,0.08766
1414,74.177,0.10623,0.10883,0.08594,0.09019
1414.3,74.186,0.11126,0.10925,0.08603,0.08962
1414.5,74.193,0.09797,0.1091,0.10195,0.08963
1414.8,74.202,0.11243,0.11182,0.08787,0.09155
1415,74.208,0.11759,0.10918,0.08635,0.09023
1415.3,74.218,0.11985,0.10929,0.09554,0.08881
1415.5,74.224,0.09805,0.10454,0.07944,0.0892
1415.7,74.23,0.09854,0.10974,0.09485,0.08902
1416,74.24,0.08865,0.10911,0.08982,0.08843
1416.3,74.249,0.1436,0.10945,0.08543,0.09119
1416.5,74.256,0.11673,0.11691,0.0926,0.09033
1416.8,74.265,0.09973,0.12141,0.09324,0.08966
1417,74.271,0.13585,0.11654,0.09054,0.09107
1417.3,74.281,0.11113,0.12231,0.08647,0.09006
1417.5,74.287,0.11922,0.12935,0.09249,0.09088
1417.8,74.296,0.14563,0.12953,0.08754,0.09108
1418,74.303,0.13491,0.13196,0.09735,0.09249
1418.3,74.312,0.13676,0.13476,0.09153,0.09207
1418.5,74.318,0.12327,0.12907,0.09352,0.09298
1418.8,74.328,0.13322,0.13244,0.09039,0.09081
1419,74.334,0.11718,0.12955,0.09208,0.08922
1419.3,74.344,0.15179,0.1269,0.08654,0.09018
1419.5,74.35,0.12229,0.12574,0.08358,0.08971
1419.8,74.359,0.11004,0.12337,0.09831,0.09259
1420,74.366,0.1274,0.1166,0.08806,0.09313
1420.3,74.375,0.10534,0.11631,0.10647,0.09575
1420.5,74.381,0.11795,0.11938,0.08926,0.0951
1420.8,74.391,0.12083,0.11547,0.09664,0.09732
1421,74.397,0.12537,0.11441,0.09509,0.09225
1421.3,74.407,0.10785,0.11394,0.09914,0.09139
1421.5,74.413,0.10007,0.1104,0.08113,0.09323
1421.8,74.422,0.11555,0.11559,0.08493,0.09288
1422,74.429,0.10315,0.11815,0.10585,0.09091
1423,74.46,0.15134,0.12367,0.09334,0.0927
1423.3,74.469,0.12061,0.1236,0.08929,0.09677
1423.5,74.476,0.12768,0.12584,0.09008,0.09416
1423.8,74.485,0.11522,0.12153,0.10528,0.09485
1424,74.491,0.11433,0.12547,0.09282,0.09643
1424.3,74.501,0.12979,0.1245,0.09678,0.09767
1424.5,74.507,0.14031,0.12154,0.09721,0.09671
1424.8,74.517,0.12286,0.12391,0.09624,0.09695
1425,74.523,0.10042,0.12235,0.1005,0.09859
1425.3,74.532,0.12615,0.12022,0.094,0.09894
1425.5,74.539,0.12201,0.12224,0.105,0.09684
1425.7,74.545,0.12966,0.12681,0.09898,0.0946
1426,74.554,0.13294,0.12882,0.08573,0.09307
1426.3,74.564,0.1233,0.1262,0.0893,0.09058
1426.5,74.57,0.13621,0.12908,0.08636,0.09117
1426.8,74.579,0.10888,0.12727,0.09256,0.09439
1427,74.586,0.14405,0.1297,0.10189,0.09525
1427.2,74.592,0.12391,0.12954,0.10183,0.09783
1427.5,74.601,0.13545,0.13109,0.09362,0.10397
1427.8,74.611,0.13541,0.12724,0.09924,0.10642
1428,74.617,0.11663,0.12287,0.1233,0.10586
1428.2,74.623,0.1248,0.12296,0.11414,0.10662
1428.5,74.633,0.10208,0.12002,0.099,0.1084
1428.8,74.642,0.13587,0.11881,0.09742,0.10251
1429,74.649,0.12071,0.12065,0.10812,0.10103
1429.3,74.658,0.11058,0.12312,0.09386,0.10437
1429.5,74.664,0.13402,0.11905,0.10674,0.10455
1429.8,74.674,0.11442,0.11795,0.11572,0.10732
1430,74.68,0.11553,0.11976,0.09832,0.10799
1430.3,74.704,0.11519,0.11746,0.12196,0.11018
1430.5,74.72,0.11962,0.11845,0.09721,0.1082
1430.8,74.745,0.12254,0.12216,0.1177,0.10945
1431,74.761,0.11935,0.12029,0.10582,0.10637
1431.3,74.785,0.13411,0.12312,0.10455,0.10975
1431.5,74.801,0.10581,0.12479,0.10659,0.10653
1431.8,74.825,0.13379,0.12888,0.11408,0.10738
1432,74.842,0.13087,0.12821,0.10164,0.10796
1432.3,74.866,0.13982,0.12434,0.11006,0.10913
1432.5,74.882,0.13074,0.1197,0.10743,0.10735
1432.8,74.906,0.08647,0.12155,0.11244,0.10961
1433,74.922,0.11058,0.11606,0.10516,0.11134
1433.3,74.947,0.14014,0.11518,0.11295,0.11079
1433.5,74.963,0.11238,0.12421,0.1187,0.10919
1433.8,74.987,0.12634,0.1308,0.10473,0.10991
1434,75.003,0.13162,0.13124,0.10443,0.10844
1434.3,75.027,0.14351,0.13428,0.10874,0.10571
1434.5,75.043,0.14236,0.13189,0.10561,0.10547
1434.8,75.068,0.12757,0.12737,0.10506,0.10619
1435,75.084,0.11438,0.12517,0.10354,0.10526
1435.3,75.108,0.10903,0.11872,0.108,0.10643
1435.5,75.124,0.13249,0.112,0.10412,0.10924
1435.7,75.14,0.11012,0.11878,0.11144,0.11015
1436,75.165,0.09398,0.12222,0.1191,0.10846
1436.3,75.189,0.1483,0.11967,0.1081,0.10845
1436.5,75.205,0.12621,0.1258,0.09955,0.10812
1436.8,75.229,0.11977,0.13446,0.10405,0.10678
1437,75.245,0.14074,0.12901,0.10982,0.10643
1437.3,75.27,0.13729,0.12937,0.11237,0.10875
1437.5,75.286,0.12104,0.12911,0.10637,0.1076
1437.8,75.31,0.12803,0.12198,0.11115,0.10746
1438,75.326,0.11843,0.11548,0.0983,0.10983
1438.2,75.342,0.10513,0.11121,0.1091,0.11226
1438.5,75.366,0.10475,0.11374,0.12423,0.11362
1438.8,75.391,0.09973,0.11306,0.11852,0.11712
1439,75.407,0.14068,0.11822,0.11794,0.12025
1439.3,75.431,0.11504,0.11521,0.11581,0.11844
1439.5,75.447,0.13089,0.11483,0.12475,0.11783
1439.7,75.463,0.08973,0.10988,0.11516,0.12145
1440,75.488,0.0978,0.10598,0.11551,0.12169
1440.3,75.512,0.11596,0.10164,0.13601,0.12028
1440.5,75.528,0.09551,0.09894,0.11702,0.12486
1440.8,75.552,0.10918,0.09235,0.11771,0.12405
1441,75.568,0.07626,0.09043,0.13807,0.11806
1447.9,76.126,0.06483,0.0954,0.11142,0.11992
1448,76.134,0.10635,0.09811,0.10607,0.12037
1448.2,76.15,0.12039,0.11061,0.12633,0.11678
1448.5,76.174,0.12271,0.12483,0.11994,0.11804
1448.8,76.198,0.13879,0.1259,0.12014,0.12044
1449,76.214,0.1359,0.12183,0.11772,0.12169
1449.3,76.239,0.11171,0.11721,0.11805,0.12233
1449.5,76.255,0.10003,0.10553,0.13262,0.12254
1449.7,76.271,0.09963,0.09904,0.12313,0.11977
1450,76.295,0.08036,0.10386,0.12118,0.11818
1450.3,76.319,0.10348,0.11317,0.10386,0.11225
1450.5,76.336,0.13578,0.11621,0.1101,0.10942
1450.7,76.352,0.1466,0.12285,0.10298,0.10839
1451,76.376,0.11482,0.12538,0.10898,0.11098
1451.2,76.392,0.11357,0.11825,0.11603,0.11107
1451.5,76.416,0.11612,0.11539,0.1168,0.11206
1451.8,76.441,0.10013,0.09671,0.11055,0.11864
1452,76.457,0.13233,0.08899,0.10795,0.12504
1452.2,76.473,0.02138,0.07834,0.14188,0.12887
1452.5,76.497,0.07497,0.07301,0.14803,0.1342
1452.8,76.521,0.06287,0.06604,0.13594,0.14193
1453,76.538,0.07351,0.08657,0.13722,0.14281
1453.3,76.562,0.09747,0.09618,0.14657,0.1388
1453.5,76.578,0.12403,0.11194,0.14632,0.13852
1453.8,76.602,0.12303,0.12369,0.12793,0.13837
1454,76.618,0.14169,0.12993,0.13456,0.13194
1454.3,76.643,0.13222,0.13093,0.13647,0.12816
1454.5,76.659,0.12869,0.1295,0.11441,0.13222
1454.8,76.683,0.12901,0.12385,0.12745,0.13489
1455,76.699,0.11589,0.12082,0.14819,0.13499
1455.3,76.723,0.11342,0.11949,0.14795,0.14018
1455.5,76.739,0.11708,0.12071,0.13693,0.14231
1455.7,76.756,0.12207,0.12523,0.1404,0.14201
1456,76.78,0.1351,0.12402,0.13807,0.14179
1456.3,76.804,0.13848,0.12326,0.14668,0.13924
1456.5,76.82,0.10737,0.1186,0.14688,0.13969
1456.8,76.844,0.11327,0.11816,0.12417,0.13959
1457,76.861,0.09877,0.11092,0.14266,0.14332
1457.3,76.885,0.13291,0.12126,0.1376,0.13867
1457.5,76.901,0.10227,0.12493,0.16531,0.1428
1457.8,76.925,0.15905,0.13411,0.12361,0.14092
1458,76.941,0.13162,0.1374,0.14483,0.13997
1458.3,76.966,0.14468,0.14029,0.13326,0.134
1458.5,76.982,0.14938,0.1345,0.13281,0.14062
1458.8,77.006,0.11669,0.13134,0.13547,0.13968
1459,77.022,0.13013,0.12753,0.15673,0.13869
1459.3,77.046,0.1158,0.1296,0.14012,0.13734
1459.5,77.062,0.12563,0.1363,0.12834,0.13547
1459.8,77.087,0.15973,0.14174,0.12606,0.13395
1460,77.103,0.1502,0.1484,0.12611,0.13493
1460.3,77.127,0.15733,0.15574,0.14911,0.1381
1460.5,77.143,0.1491,0.15932,0.14504,0.14262
1460.7,77.159,0.16236,0.16113,0.14418,0.14512
1461,77.184,0.17763,0.16926,0.14863,0.14699
1461.3,77.208,0.15921,0.17737,0.13866,0.15147
1461.5,77.224,0.19799,0.19103,0.15844,0.16151
1461.8,77.248,0.18966,0.19953,0.16745,0.1697
1462,77.264,0.23068,0.21675,0.19436,0.18139
1462.2,77.281,0.22011,0.21918,0.18958,0.18265
1462.5,77.305,0.24533,0.22385,0.1971,0.17766
1462.8,77.329,0.21013,0.22788,0.16477,0.17788
1463,77.345,0.21302,0.23731,0.1425,0.18783
1463.3,77.369,0.25084,0.2387,0.19542,0.197
1463.5,77.386,0.26722,0.24963,0.23936,0.20104
1463.7,77.402,0.2523,0.2589,0.24292,0.22764
1464,77.426,0.26477,0.2655,0.18498,0.23115
1464.3,77.45,0.25937,0.26313,0.27549,0.24499
1464.5,77.466,0.28382,0.27641,0.21297,0.2661
1464.8,77.491,0.25538,0.29408,0.3086,0.30078
1465,77.507,0.31873,0.29589,0.34848,0.30835
1465.3,77.531,0.35313,0.30934,0.35836,0.32393
1465.5,77.547,0.26841,0.32697,0.31336,0.3214
1465.7,77.563,0.35108,0.32887,0.29087,0.31422
1466,77.587,0.34352,0.32624,0.29591,0.30511
1466.3,77.612,0.32822,0.34381,0.31261,0.29476
1466.5,77.628,0.33995,0.34492,0.31281,0.29939
1466.8,77.652,0.3563,0.34895,0.26159,0.29619
1467,77.668,0.35659,0.35147,0.31401,0.28984
1467.3,77.692,0.36367,0.3524,0.27994,0.27406
1467.5,77.709,0.34086,0.34883,0.28082,0.2606
1467.8,77.733,0.34459,0.3318,0.23392,0.23395
1468,77.749,0.33846,0.31887,0.19428,0.23689
1468.2,77.765,0.27144,0.28939,0.18079,0.23807
1468.5,77.789,0.29902,0.28246,0.29466,0.24904
1468.8,77.814,0.19345,0.28369,0.2867,0.26684
1469,77.83,0.30996,0.30293,0.28876,0.2646
1469.3,77.854,0.34459,0.31622,0.28329,0.2391
1469.5,77.87,0.36763,0.35327,0.16961,0.21277
1469.8,77.894,0.36545,0.36503,0.16716,0.17704
1470,77.91,0.37873,0.36745,0.15503,0.14218
1470.3,77.935,0.36874,0.35701,0.11011,0.12545
1470.5,77.951,0.35669,0.34013,0.10899,0.11526
1470.8,77.975,0.31542,0.32146,0.08594,0.10284
1471,77.991,0.28108,0.29551,0.11623,0.09722
1471.3,78.015,0.28538,0.27092,0.09294,0.09093
1471.5,78.032,0.23897,0.24938,0.08198,0.09143
1471.8,78.056,0.23375,0.24332,0.07756,0.08668
1472,78.072,0.20771,0.24569,0.08847,0.08631
1472.3,78.096,0.25081,0.25955,0.09243,0.09209
1472.5,78.112,0.29722,0.28449,0.09111,0.1008
1472.8,78.137,0.30825,0.31077,0.11088,0.1028
1473,78.153,0.35843,0.32745,0.12113,0.10714
1473.2,78.169,0.33915,0.33754,0.09844,0.10846
1473.5,78.193,0.33419,0.31963,0.11413,0.10297
1473.8,78.217,0.34766,0.28885,0.09772,0.09638
1474,78.234,0.21871,0.27317,0.08342,0.09538
1474.3,78.258,0.20454,0.25687,0.0882,0.09025
1474.5,78.274,0.26075,0.24145,0.09343,0.09226
1474.7,78.29,0.2527,0.24785,0.08848,0.09508
1475,78.314,0.27056,0.26585,0.10776,0.09976
1475.3,78.339,0.25071,0.27357,0.0975,0.1046
1475.5,78.355,0.29453,0.27599,0.11161,0.10715
1475.8,78.379,0.29933,0.27003,0.11766,0.10491
1476,78.395,0.26481,0.27407,0.10123,0.10434
1476.2,78.411,0.24079,0.27439,0.09652,0.10165
1476.5,78.435,0.2709,0.2708,0.09469,0.10022
1476.8,78.46,0.29614,0.27311,0.09815,0.10273
1477,78.476,0.28135,0.28254,0.1105,0.10602
1477.3,78.5,0.27637,0.28559,0.11379,0.10597
1477.5,78.516,0.28796,0.27437,0.11295,0.1057
1477.8,78.54,0.28615,0.2803,0.09448,0.10599
1478,78.557,0.24003,0.28252,0.09675,0.09962
1478.2,78.573,0.31097,0.2677,0.11197,0.09326
1478.5,78.597,0.28751,0.25398,0.08195,0.09232
1478.8,78.621,0.21386,0.26618,0.08113,0.09797
1479,78.637,0.21755,0.26139,0.08979,0.09487
1479.3,78.662,0.30103,0.25912,0.12503,0.10246
1479.5,78.678,0.28701,0.27344,0.09647,0.11205
1479.8,78.702,0.27614,0.28548,0.1199,0.12321
1480,78.718,0.28546,0.27715,0.12906,0.12053
1480.3,78.742,0.27777,0.26875,0.1456,0.12278
1480.5,78.759,0.25934,0.26574,0.11164,0.1229
1480.8,78.783,0.24503,0.26219,0.1077,0.12523
1481,78.799,0.26112,0.26232,0.1205,0.12286
1481.3,78.823,0.2677,0.26881,0.14073,0.12596
1481.5,78.839,0.27842,0.27515,0.13373,0.13112
1481.8,78.864,0.29178,0.27207,0.12715,0.12964
1482,78.88,0.27676,0.27448,0.13349,0.1263
1482.3,78.904,0.24572,0.26617,0.11309,0.11827
1482.5,78.92,0.27971,0.26161,0.12406,0.12167
1482.8,78.944,0.23688,0.25671,0.09356,0.1211
1483,78.96,0.269,0.26069,0.14416,0.12188
1483.3,78.985,0.25226,0.25706,0.13064,0.12284
1483.5,79.001,0.26561,0.26374,0.11699,0.12383
1483.8,79.025,0.26153,0.26445,0.12885,0.11359
1484,79.041,0.27032,0.26152,0.09851,0.10401
1484.3,79.065,0.27255,0.25843,0.09294,0.09817
1484.5,79.082,0.23759,0.25766,0.08276,0.08962
1484.8,79.106,0.25015,0.25414,0.0878,0.08631
1485,79.122,0.25767,0.24232,0.08608,0.08961
1485.3,79.146,0.25273,0.23774,0.08195,0.09196
1485.5,79.162,0.21348,0.23098,0.10948,0.09515
1485.8,79.187,0.21465,0.22707,0.09451,0.09743
1486,79.203,0.21637,0.22373,0.10371,0.10243
1486.3,79.227,0.23811,0.22483,0.09749,0.09649
1486.5,79.243,0.23604,0.21561,0.10695,0.09299
1486.8,79.267,0.21897,0.21461,0.07981,0.09013
1487,79.283,0.16856,0.2121,0.07701,0.08681
1487.3,79.308,0.21135,0.20391,0.08939,0.08215
1487.5,79.324,0.22558,0.20149,0.08089,0.08379
1487.8,79.348,0.1951,0.20455,0.08367,0.08977
1488,79.364,0.20688,0.19972,0.08797,0.09302
1488.2,79.38,0.18386,0.18873,0.10692,0.0983
1488.5,79.405,0.18716,0.19088,0.10567,0.0988
1488.8,79.429,0.17066,0.18267,0.10729,0.09683
1489,79.445,0.20583,0.17352,0.08616,0.09198
1489.3,79.469,0.16582,0.16605,0.07812,0.08828
1489.5,79.485,0.13812,0.17,0.08265,0.08535
1489.7,79.502,0.14985,0.169,0.08716,0.08599
1490,79.526,0.19036,0.17293,0.09266,0.08801
1490.3,79.55,0.20083,0.18245,0.08933,0.08688
1490.5,79.566,0.18548,0.18739,0.08823,0.08431
1490.7,79.582,0.18572,0.18683,0.07702,0.08181
1491,79.607,0.17454,0.17695,0.07432,0.07966
1491.3,79.631,0.18756,0.17151,0.08015,0.07785
1491.5,79.647,0.15145,0.17346,0.07856,0.07915
1491.8,79.671,0.15827,0.16784,0.07918,0.07986
1492,79.687,0.19548,0.16217,0.08356,0.08052
1492.3,79.712,0.14646,0.15794,0.07784,0.07878
1492.5,79.728,0.15921,0.15947,0.08346,0.0811
1492.8,79.752,0.13028,0.15524,0.06985,0.08115
1493,79.768,0.16593,0.16018,0.09079,0.07916
1493.3,79.792,0.1743,0.16099,0.08379,0.07471
1493.5,79.808,0.1712,0.16654,0.06793,0.07648
1493.8,79.833,0.16325,0.15656,0.06119,0.07574
1494,79.849,0.158,0.14547,0.07871,0.07238
1494.3,79.873,0.11606,0.13701,0.08709,0.0739
1494.5,79.889,0.11885,0.13759,0.06697,0.07698
1494.8,79.913,0.12891,0.13774,0.07554,0.07592
1495,79.93,0.16612,0.15114,0.07659,0.07545
1495.3,79.954,0.15876,0.15402,0.07341,0.07577
1495.5,79.97,0.18307,0.16077,0.08472,0.08066
1495.8,79.994,0.13325,0.15887,0.06858,0.08109
1496,80.01,0.16263,0.15685,0.10003,0.08124
1496.3,80.035,0.15666,0.14891,0.07872,0.079
1496.5,80.051,0.14864,0.15473,0.07416,0.08074
1496.8,80.075,0.14338,0.15208,0.0735,0.07489
1497,80.091,0.16231,0.14053,0.07728,0.07367
1497.3,80.115,0.14941,0.1362,0.07081,0.07275
1497.5,80.131,0.09891,0.13762,0.07259,0.07315
1497.8,80.156,0.12698,0.134,0.06959,0.07209
1498,80.172,0.15048,0.14088,0.07546,0.07121
1498.2,80.188,0.14421,0.14784,0.072,0.07122
1498.5,80.212,0.18381,0.14798,0.06638,0.07174
1498.8,80.236,0.13373,0.14282,0.07267,0.07128
1499,80.253,0.12765,0.13703,0.07221,0.07085
1499.3,80.277,0.12469,0.12828,0.07316,0.0724
1499.5,80.293,0.11528,0.12469,0.06983,0.07169
1499.8,80.306,0.14006,0.12623,0.07415,0.07166
1500,80.315,0.11578,0.12622,0.06912,0.07112
1500.3,80.328,0.13535,0.12745,0.07204,0.0739
1500.5,80.337,0.12462,0.13007,0.07047,0.07254
1500.7,80.345,0.12142,0.13176,0.08369,0.07424
1501,80.358,0.15319,0.13722,0.0674,0.07565
1501.3,80.372,0.12421,0.13944,0.07759,0.07558
1501.5,80.38,0.16265,0.1404,0.07909,0.07519
1501.8,80.393,0.13574,0.13909,0.07014,0.07839
1502,80.402,0.12621,0.13972,0.08174,0.07738
1502.2,80.411,0.14662,0.14135,0.08336,0.07701
1502.5,80.424,0.1274,0.1513,0.07259,0.07742
1502.8,80.437,0.17077,0.15886,0.07723,0.07561
1503,80.446,0.18551,0.16446,0.0722,0.07321
1503.3,80.459,0.16399,0.17213,0.07267,0.07251
1503.5,80.467,0.17463,0.16685,0.07135,0.07118
1503.8,80.481,0.16573,0.15619,0.06911,0.07047
1504,80.489,0.14441,0.14356,0.07055,0.07184
1504.3,80.502,0.13219,0.13779,0.06869,0.07333
1504.5,80.511,0.10082,0.12602,0.07952,0.07471
1504.8,80.524,0.14582,0.12482,0.07876,0.07634
1505,80.533,0.10687,0.12616,0.07603,0.07809
1505.3,80.546,0.13839,0.13379,0.07871,0.07734
1505.5,80.555,0.13893,0.1309,0.07743,0.07765
1505.7,80.563,0.13892,0.14008,0.07579,0.0777
1506,80.576,0.13139,0.15058,0.08032,0.07614
1506.3,80.59,0.15277,0.14588,0.07625,0.07453
1506.5,80.598,0.19089,0.14262,0.07091,0.07547
1506.8,80.611,0.1154,0.14036,0.06938,0.07659
1507,80.62,0.12265,0.13645,0.08048,0.07788
1507.3,80.633,0.12007,0.1207,0.08592,0.07925
1507.5,80.642,0.13323,0.12662,0.08273,0.08136
1507.8,80.655,0.11214,0.12954,0.07773,0.08304
1508,80.664,0.14499,0.13344,0.07996,0.08222
1508.3,80.677,0.13725,0.12534,0.08888,0.08243
1508.5,80.686,0.13959,0.13231,0.08178,0.08214
1508.8,80.699,0.09274,0.13358,0.08381,0.08779
1509,80.707,0.14696,0.1398,0.07625,0.08633
1509.3,80.72,0.15136,0.14711,0.10821,0.08685
1509.5,80.729,0.16835,0.15543,0.08161,0.08542
1509.8,80.742,0.17614,0.15508,0.08436,0.08677
1510,80.751,0.13437,0.14594,0.07666,0.08163
1510.3,80.764,0.14518,0.14026,0.08301,0.08232
1510.5,80.773,0.10567,0.13254,0.08252,0.08299
1510.7,80.781,0.13995,0.13037,0.08505,0.08485
1511,80.795,0.13755,0.13223,0.08771,0.08737
