# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871934. Accessed 11 Nov 2022.
# Comment: Data was not modified in any way.

Depth cr mean [rmcd],Age [ka BP],δ18O bulk carb [‰ PDB]
154.26,2020.86,1.98
154.3,2021.21,1.91
154.34,2021.56,1.98
154.38,2021.92,1.96
154.42,2022.27,1.99
154.46,2022.62,1.94
154.5,2022.97,1.91
154.52,2023.15,1.86
154.56,2023.5,2.05
154.6,2023.86,1.94
154.635,2024.16,1.95
154.68,2024.56,1.89
154.72,2024.91,1.88
154.76,2025.27,1.94
154.8,2025.62,1.87
154.84,2025.97,1.97
154.88,2026.32,1.86
154.92,2026.68,1.91
155,2027.38,1.84
155.04,2027.73,1.9
155.08,2028.09,1.86
155.12,2028.44,1.94
155.16,2028.79,1.99
155.2,2029.14,1.99
155.24,2029.5,1.92
155.28,2029.85,1.86
155.32,2030.2,2
155.36,2030.56,2.06
155.4,2030.91,2.04
155.44,2031.26,2.07
155.48,2031.61,1.94
155.52,2031.97,1.96
155.56,2032.32,2.12
155.6,2032.67,2.07
155.64,2033.02,2.11
155.68,2033.38,2.1
155.72,2033.73,2.07
155.76,2034.08,2.13
155.8,2034.43,2.2
155.84,2034.79,2.27
155.88,2035.14,2.21
155.92,2035.49,2.15
155.92,2035.49,2.12
155.96,2035.85,2.2
156,2036.2,2.35
156.04,2036.55,2.15
156.08,2036.9,2.14
156.12,2037.26,2.1
156.16,2037.61,2.11
156.24,2038.31,1.73
156.28,2038.67,2.06
156.32,2039.02,2.06
156.36,2039.37,2.08
156.4,2039.72,2.26
156.44,2040.08,2.3
156.48,2040.43,2.14
156.52,2040.78,2.31
156.56,2041.13,2.23
156.6,2041.49,2.28
156.64,2041.84,2.26
156.68,2042.19,2.12
156.72,2042.55,2.27
156.76,2042.9,2.25
156.8,2043.25,2.2
156.84,2043.6,2.3
156.88,2043.96,2.41
156.92,2044.21,2.23
156.96,2044.44,2.32
157,2044.68,2.28
157.04,2044.91,2.28
157.08,2045.15,2.35
157.12,2045.39,2.26
157.16,2045.62,2.34
157.2,2045.86,2.26
157.24,2046.1,2.28
157.28,2046.33,2.24
157.32,2046.57,2.31
157.36,2046.8,2.3
157.4,2047.04,2.31
157.44,2047.28,2.36
157.48,2047.51,2.34
157.52,2047.8,2.3
157.56,2048.12,2.34
157.6,2048.45,2.27
157.64,2048.77,2.29
157.68,2049.09,2.3
157.72,2049.41,2.3
157.76,2049.73,2.14
157.8,2050.06,2.19
157.84,2050.38,2.22
157.88,2050.7,2.27
157.92,2051.02,2.13
157.96,2051.34,2.21
158,2051.67,2.15
158.04,2051.99,2.11
158.08,2052.31,2.31
158.12,2052.63,2.21
158.16,2052.96,2.14
158.2,2053.28,2.11
158.24,2053.6,2.16
158.28,2053.92,2.21
158.32,2054.24,2.21
158.36,2054.57,2.21
158.4,2054.89,2.06
158.44,2055.21,2.16
158.48,2055.53,2.02
158.52,2055.85,2.04
158.56,2056.18,2.08
158.6,2056.5,2.06
158.64,2056.82,2.02
158.68,2057.14,2.06
158.72,2057.46,1.99
158.76,2057.79,2.04
158.8,2058.11,2.08
158.84,2058.43,2.12
158.88,2058.75,2.09
158.92,2059.08,2.11
158.96,2059.4,2.06
159,2059.72,2.14
159.04,2060.04,2.15
159.08,2060.36,2.22
159.12,2060.69,2.08
159.18,2061.17,2.12
159.22,2061.49,2.14
159.26,2061.81,2.2
159.3,2062.14,2.19
159.34,2062.46,2.09
159.38,2062.78,2.17
159.42,2063.36,2.19
159.46,2064.11,2.3
159.5,2064.85,2.35
159.58,2066.34,2.52
159.6,2066.71,2.66
159.62,2067.08,2.69
159.64,2067.45,2.57
159.68,2068.19,2.51
159.72,2068.94,2.48
159.76,2069.68,2.45
159.8,2070.42,2.36
159.84,2071.16,2.5
159.88,2071.91,2.54
159.92,2072.65,2.3
159.96,2073.39,2.22
160,2074.14,2.07
160.04,2074.88,1.98
160.08,2075.62,2.03
160.12,2076.36,1.38
160.16,2077.11,2.11
160.2,2077.85,2.22
160.24,2078.59,2
160.28,2079.34,2.13
160.32,2080.08,2.2
160.36,2080.82,2.2
160.4,2081.56,1.74
160.44,2082.31,2.27
160.48,2083.05,2.31
160.52,2083.79,2.37
160.56,2084.54,2.41
160.6,2085.28,2.71
160.64,2086.02,2.62
160.68,2086.86,2.28
160.72,2087.75,2.35
160.76,2088.64,2.22
160.8,2089.52,2.11
160.84,2090.41,2.19
160.88,2091.3,2.1
160.92,2092.19,1.92
160.96,2093.08,2.53
161,2093.97,1.94
161.04,2094.86,2.08
161.08,2095.75,2.08
161.12,2096.64,2.12
161.16,2097.53,2
161.2,2098.42,1.99
161.24,2099.31,1.87
161.28,2100.2,1.9
161.32,2101.09,1.77
161.36,2101.98,1.96
161.4,2102.87,2.04
161.44,2103.76,2.01
161.48,2104.65,2.03
161.52,2105.54,1.88
161.56,2106.43,1.88
161.56,2106.43,1.88
161.6,2107.32,1.85
161.6,2107.32,1.85
161.64,2108.21,1.65
161.64,2108.21,1.65
161.68,2109.09,1.82
161.72,2109.98,1.71
161.76,2110.87,1.65
161.8,2111.76,1.55
161.84,2112.65,1.45
161.87,2113.32,1.56
161.91,2114.21,1.4
161.95,2115.1,1.47
161.99,2115.99,1.96
162.03,2116.71,1.85
162.07,2117.4,1.79
162.11,2118.1,1.84
162.15,2118.79,1.88
162.19,2119.49,2.02
162.23,2120.18,1.98
162.27,2120.88,2
162.31,2121.58,1.98
162.35,2122.27,2.02
162.39,2122.97,2.01
162.43,2123.6,1.87
162.47,2124.13,1.84
162.51,2124.66,1.87
162.55,2125.19,1.9
162.59,2125.72,1.77
162.63,2126.25,1.76
162.67,2126.78,1.84
162.71,2127.32,1.91
162.75,2127.85,1.78
162.79,2128.38,1.75
162.83,2128.91,1.69
162.87,2129.44,1.64
162.91,2129.97,1.72
162.95,2130.5,1.65
162.99,2131.03,1.8
163.03,2131.56,1.61
163.07,2132.09,1.71
163.11,2132.62,1.75
163.15,2133.16,1.83
163.19,2133.69,1.65
163.23,2134.22,1.63
163.27,2134.75,1.72
163.31,2135.28,1.83
163.35,2135.81,1.8
163.39,2136.34,1.86
163.43,2136.87,1.7
163.47,2137.4,1.71
163.51,2137.93,1.77
163.55,2138.46,1.79
163.59,2139,1.74
163.63,2139.53,1.68
163.67,2140.06,1.58
163.71,2140.59,1.6
163.75,2141.12,1.51
163.79,2141.65,1.6
163.83,2142.18,1.72
163.87,2142.71,1.9
163.91,2143.24,1.78
163.95,2143.77,1.87
163.99,2144.3,2
164.03,2144.84,2.02
164.07,2145.4,1.88
164.11,2146.19,1.98
164.15,2146.98,2.01
164.19,2147.77,1.9
164.23,2148.56,1.96
164.27,2149.34,2.25
164.31,2150.13,2.21
164.35,2150.92,2.22
164.39,2151.71,2.19
164.43,2152.5,2.14
164.47,2153.29,2.33
164.51,2154.08,2.34
164.55,2154.87,2.19
164.59,2155.66,2.11
164.63,2156.45,2.38
164.67,2157.24,2.05
164.71,2158.03,2.21
164.75,2158.81,1.99
164.79,2159.6,2.19
164.83,2160.39,1.26
164.85,2160.79,1.68
164.89,2161.58,1.6
164.93,2162.37,-0.96
164.97,2163.16,-0.59
165.01,2163.94,1.37
165.05,2164.73,1.49
165.05,2164.73,1.56
165.09,2165.52,1.53
165.13,2166.31,1.32
165.17,2167.1,1.47
165.21,2167.69,1.51
165.25,2168.24,1.49
165.29,2168.79,1.81
165.33,2169.35,1.88
165.37,2169.9,2.09
165.41,2170.46,2.05
165.45,2171.01,1.87
165.49,2171.57,1.77
165.53,2172.12,1.86
165.57,2172.67,1.87
165.61,2173.23,1.85
165.65,2173.78,1.77
165.69,2174.34,1.75
165.73,2174.89,1.76
165.77,2175.45,1.7
165.81,2176,1.8
165.85,2176.55,1.7
165.89,2177.11,1.77
165.93,2177.66,1.82
165.97,2178.22,1.76
166.01,2178.77,1.7
166.05,2179.33,1.69
166.09,2179.88,1.73
166.13,2180.44,1.85
166.17,2180.99,1.85
166.21,2181.54,1.87
166.25,2182.1,1.82
166.29,2182.65,1.75
166.33,2183.21,1.9
166.37,2183.76,1.87
166.41,2184.32,1.96
166.45,2184.87,1.87
166.49,2185.42,1.8
166.53,2185.98,2.09
166.57,2186.53,1.84
166.61,2187.09,1.89
166.65,2187.64,1.92
166.69,2188.2,1.92
166.73,2188.75,1.89
166.77,2189.3,1.89
166.81,2189.86,1.89
166.85,2190.41,2.01
166.89,2190.97,1.74
166.93,2191.52,1.8
166.97,2192.08,2.04
167.01,2192.63,2.01
167.05,2193.12,1.97
167.09,2193.59,2
167.13,2194.07,1.82
167.17,2194.54,1.94
167.21,2195.02,1.99
167.25,2195.49,2.03
167.29,2195.97,2
167.33,2196.44,1.98
167.37,2196.92,1.97
167.41,2197.4,1.97
167.45,2197.87,1.94
167.49,2198.35,2.05
167.53,2198.82,2.12
167.57,2199.3,1.96
167.61,2199.77,2
167.65,2200.25,2.04
167.69,2200.72,1.98
167.73,2201.2,1.98
167.77,2201.67,1.98
167.81,2202.15,1.89
167.85,2202.63,1.97
167.89,2203.1,1.93
167.93,2203.58,1.75
167.97,2204.05,1.85
168.01,2204.53,1.92
168.05,2205,1.79
168.09,2205.59,1.85
168.13,2206.37,1.83
168.17,2207.15,1.79
168.21,2207.92,1.99
168.25,2208.7,1.89
168.29,2209.48,1.8
168.33,2210.26,1.62
168.37,2211.04,1.68
168.41,2211.81,1.64
168.45,2212.59,1.62
168.49,2213.37,1.74
168.53,2214.15,1.85
168.58,2215.12,1.73
168.62,2215.9,1.73
168.66,2216.67,1.68
168.7,2217.45,1.7
168.74,2218.23,1.64
168.78,2219.01,1.71
168.82,2219.78,1.8
168.86,2220.56,1.65
168.9,2221.34,1.73
168.94,2222.12,1.55
168.98,2222.89,1.64
169.02,2223.67,1.49
169.06,2224.45,1.45
169.1,2225.23,1.55
169.14,2226,1.55
169.18,2226.78,1.51
169.22,2227.56,1.44
169.26,2228.34,1.46
169.3,2229.12,1.55
169.34,2229.89,1.57
169.38,2230.67,1.59
169.42,2231.45,1.43
169.46,2232.23,1.49
169.5,2233,1.51
169.54,2233.78,1.41
169.58,2234.56,1.59
169.62,2235.34,1.47
169.66,2236.11,1.79
169.7,2236.8,1.73
169.74,2237.32,1.87
169.78,2237.85,1.71
169.82,2238.38,1.59
169.86,2238.91,0.87
169.98,2240.49,1.5
170.02,2241.01,1.98
170.06,2241.54,2.19
170.1,2242.07,2.13
170.14,2242.59,2.02
170.18,2243.12,2.03
170.22,2243.65,2.19
170.26,2244.17,2.17
170.32,2244.96,1.98
170.36,2245.49,1.8
170.4,2246.02,1.62
170.44,2246.55,1.35
170.48,2247.07,1.6
170.52,2247.6,1.8
170.56,2248.13,1.77
170.6,2248.65,1.93
170.64,2249.18,1.73
170.68,2249.71,1.75
170.72,2250.23,1.81
170.76,2250.54,1.86
170.8,2250.82,1.96
170.84,2251.1,1.9
170.88,2251.38,1.93
170.92,2251.65,1.98
170.96,2251.93,1.93
171,2252.21,1.93
171.04,2252.49,1.87
171.08,2252.76,1.81
171.12,2253.04,1.91
171.16,2253.32,1.82
171.2,2253.6,1.73
171.24,2253.88,1.86
171.28,2254.15,1.71
171.32,2254.43,1.74
171.36,2254.71,1.78
171.4,2254.99,1.65
171.44,2255.26,1.41
171.48,2255.54,1.66
171.52,2255.82,1.55
171.56,2256.1,1.52
171.6,2256.38,1.57
171.64,2256.65,1.63
171.68,2256.93,1.55
171.72,2257.21,1.71
171.76,2257.49,1.6
171.8,2257.76,1.68
171.84,2258.04,1.64
171.88,2258.32,1.67
171.92,2258.6,1.68
171.96,2258.88,1.5
172,2259.15,1.61
172.04,2259.43,1.58
172.08,2259.71,1.61
172.12,2259.99,1.61
172.16,2260.26,1.62
172.2,2260.54,1.5
172.24,2260.82,1.56
172.28,2261.1,1.54
172.32,2261.38,1.58
172.36,2261.65,1.36
172.4,2261.93,1.52
172.44,2262.21,1.58
172.48,2262.49,1.63
172.52,2262.76,1.54
172.56,2263.04,1.43
172.6,2263.32,1.6
172.64,2263.6,1.63
172.68,2263.87,1.52
172.72,2264.15,1.48
172.76,2264.43,1.45
172.8,2264.71,1.5
172.84,2264.99,1.36
172.88,2265.26,1.41
172.92,2265.54,1.56
172.96,2265.82,1.54
173,2266.1,1.47
173.04,2266.37,1.46
173.08,2266.65,1.62
173.12,2266.93,1.39
173.16,2267.21,1.48
173.2,2267.49,1.37
173.24,2267.76,1.48
173.28,2268.04,1.59
173.32,2268.32,1.65
173.36,2268.6,1.62
173.4,2268.87,1.55
173.44,2269.15,1.55
173.48,2269.43,1.68
173.52,2269.71,1.7
173.56,2269.99,1.59
173.6,2270.26,1.52
173.64,2270.54,1.46
173.68,2270.82,1.59
173.72,2271.1,1.47
173.76,2271.37,1.53
173.8,2271.65,1.52
173.84,2271.93,1.55
173.88,2272.21,1.61
173.92,2272.48,1.59
173.96,2272.76,1.57
174,2273.04,1.58
174.04,2273.32,1.7
174.08,2273.6,1.65
174.12,2274.2,1.46
174.16,2275.01,1.67
174.2,2275.81,1.41
174.24,2276.62,1.38
174.28,2277.42,1.43
174.32,2278.23,1.27
174.36,2279.03,1.36
174.4,2279.84,1.53
174.44,2280.64,1.47
174.48,2281.45,1.37
174.52,2282.25,1.17
174.56,2283.06,1.33
174.6,2283.86,1.36
174.64,2284.67,1.41
174.69,2285.67,1.64
174.73,2286.48,2.05
174.77,2287.28,1.83
174.81,2288.09,1.88
174.85,2288.89,2.03
174.89,2289.7,1.53
174.93,2290.35,1.88
174.97,2290.91,1.63
175.01,2291.47,1.59
175.05,2292.03,1.85
175.09,2292.6,1.85
175.13,2293.16,1.71
175.17,2293.72,1.72
175.21,2294.28,1.63
175.25,2294.84,1.75
175.29,2295.4,1.5
175.33,2295.96,1.68
175.37,2296.52,1.71
175.41,2297.08,1.65
175.45,2297.65,1.55
175.49,2298.21,1.63
175.53,2298.77,1.6
175.57,2299.33,1.67
175.61,2299.89,1.73
175.65,2300.45,1.76
175.69,2301.01,1.7
175.71,2301.29,1.93
175.73,2301.57,1.62
175.77,2302.13,1.77
175.81,2302.7,1.65
175.85,2303.26,1.56
175.89,2303.82,1.43
175.93,2304.38,1.53
175.97,2304.94,1.64
176.01,2305.5,1.59
176.05,2306.06,1.73
176.09,2306.62,1.84
176.13,2307.19,1.75
176.17,2307.75,1.87
176.21,2308.31,1.71
176.25,2308.87,1.85
176.29,2309.43,1.84
176.33,2309.89,2.05
176.37,2310.34,1.91
176.41,2310.79,1.91
176.45,2311.24,2
176.49,2311.69,1.94
176.53,2312.14,1.84
176.57,2312.59,1.96
176.61,2313.04,2.01
176.65,2313.49,2.04
176.69,2313.94,1.97
176.73,2314.39,2.02
176.77,2314.84,1.93
176.81,2315.29,2.01
176.85,2315.74,1.95
176.89,2316.19,1.98
176.93,2316.64,2.19
176.97,2317.09,1.95
177.01,2317.54,1.91
177.05,2317.99,2.07
177.09,2318.44,1.89
177.13,2318.89,1.91
177.17,2319.34,1.97
177.25,2320.24,2.03
177.29,2320.69,1.9
177.33,2321.14,2.12
177.37,2321.59,2.03
177.41,2322.04,1.89
177.45,2322.49,1.91
177.49,2322.94,1.86
177.53,2323.39,1.96
177.57,2323.84,1.8
177.61,2324.29,1.82
177.65,2324.74,1.93
177.69,2325.19,1.71
177.73,2325.64,1.71
177.77,2326.09,2.01
177.81,2326.54,1.89
177.85,2326.99,2.12
177.89,2327.44,2.12
177.93,2327.89,2.17
177.97,2328.34,2.06
178.01,2328.79,2.04
178.05,2329.24,2.25
178.09,2329.69,1.89
178.13,2330.14,1.87
178.17,2330.59,1.76
178.21,2331.04,1.85
178.25,2331.49,1.8
178.29,2331.94,1.85
178.33,2332.39,1.75
178.37,2332.84,1.83
178.41,2333.31,1.55
178.45,2333.77,1.56
178.49,2334.24,1.58
178.53,2334.7,1.78
178.57,2335.17,1.59
178.61,2335.64,1.82
178.65,2336.1,1.46
178.69,2336.57,1.54
178.73,2337.03,1.63
178.77,2337.5,1.93
178.81,2337.97,1.85
178.85,2338.43,1.87
178.89,2338.9,1.76
178.93,2339.36,1.72
178.97,2339.83,1.47
179.01,2340.29,1.81
179.05,2340.76,1.87
179.09,2341.23,1.94
179.13,2341.69,1.87
179.17,2342.16,1.92
179.21,2342.62,1.92
179.25,2343.09,1.99
179.29,2343.55,1.85
179.29,2343.55,2.26
179.33,2344.02,1.82
179.33,2344.02,2.36
179.37,2344.49,1.82
179.37,2344.49,2.09
179.41,2344.95,1.83
179.45,2345.42,1.78
179.49,2345.88,1.84
179.53,2346.35,1.9
179.57,2346.81,2.04
179.61,2347.28,2.05
179.65,2347.75,2.11
179.69,2348.21,2.19
179.73,2348.68,2.05
179.77,2349.14,2.18
179.81,2349.61,2.08
179.85,2350.11,1.98
179.89,2350.67,2.16
179.93,2351.23,2.13
179.97,2351.79,2.06
180.01,2352.35,2.01
180.05,2352.91,2.23
180.09,2353.47,2.04
180.13,2354.03,2.13
180.17,2354.59,2.08
180.21,2355.15,2.06
180.25,2355.71,2.19
180.29,2356.28,2.1
180.33,2356.84,2.2
180.37,2357.4,2.1
180.41,2357.96,2.33
180.45,2358.52,2.29
180.49,2359.08,2.27
180.55,2359.92,2.14
180.59,2360.48,2.29
180.63,2361.04,2.07
180.67,2361.6,1.95
180.71,2362.16,2.15
180.79,2363.28,2.08
180.83,2363.84,2.16
180.87,2364.4,2.25
180.91,2364.96,2.22
180.95,2365.52,2.19
180.99,2366.08,1.82
181.03,2366.64,2.15
181.07,2367.2,1.88
181.11,2367.77,1.77
181.15,2368.33,1.81
181.19,2368.89,1.68
181.23,2369.45,1.71
181.27,2370.01,1.7
181.31,2370.57,1.68
181.35,2371.13,1.9
181.39,2371.69,1.91
181.43,2372.25,1.91
181.47,2372.81,1.84
181.51,2373.33,1.84
181.55,2373.55,1.58
181.59,2373.77,1.84
181.63,2374,1.67
181.67,2374.22,1.63
181.71,2374.44,1.67
181.75,2374.67,1.67
181.79,2374.89,1.45
181.83,2375.11,1.61
181.87,2375.33,1.51
181.91,2375.56,1.59
181.95,2375.78,1.6
181.99,2376,1.6
182.03,2376.23,1.62
182.07,2376.45,1.73
182.11,2376.67,1.53
182.15,2376.89,1.58
182.19,2377.12,1.53
182.23,2377.34,1.62
182.25,2377.45,2.2
182.27,2377.56,1.63
182.31,2377.79,1.71
182.35,2378.01,1.65
182.39,2378.23,1.74
182.43,2378.45,1.77
182.47,2378.68,1.68
182.51,2378.9,1.71
182.55,2379.12,1.58
182.59,2379.35,1.76
182.63,2379.57,1.47
182.67,2379.79,1.83
182.71,2380.01,1.84
182.75,2380.24,1.67
182.79,2380.46,1.68
182.83,2380.68,1.78
182.87,2380.91,1.66
182.91,2381.13,1.63
182.95,2381.35,1.77
182.99,2381.57,1.6
183.03,2381.8,1.55
183.07,2382.02,1.61
183.11,2382.24,1.75
183.15,2382.47,1.68
183.19,2382.69,1.71
183.23,2382.91,1.74
183.27,2383.13,1.6
183.31,2383.36,1.67
183.35,2383.58,1.76
183.39,2383.8,1.85
183.43,2384.03,1.87
183.47,2384.25,1.93
183.51,2384.47,1.95
183.55,2384.69,1.91
183.59,2384.92,1.83
183.63,2385.14,1.83
183.67,2385.36,1.85
183.71,2385.59,1.84
183.75,2385.81,1.82
183.79,2386.03,1.91
183.83,2386.25,1.89
183.87,2386.48,1.89
183.91,2386.7,2.02
183.95,2386.92,1.93
183.99,2387.15,2.19
184.03,2387.37,1.91
184.07,2387.59,2.01
184.11,2387.81,2.14
184.15,2388.04,1.92
184.19,2388.26,2.18
184.23,2388.56,2
184.27,2388.97,2.02
184.31,2389.39,1.99
184.35,2389.81,2.18
184.39,2390.22,2.09
184.43,2390.64,2.08
184.47,2391.06,2.2
184.51,2391.47,2
184.55,2391.89,2.01
184.59,2392.31,1.98
184.63,2392.72,1.8
184.67,2393.14,1.9
184.71,2393.56,1.85
184.75,2393.97,2.06
184.79,2394.39,2.04
184.83,2394.8,1.97
184.87,2395.22,2.07
184.91,2395.64,2.08
184.95,2396.05,2.05
184.99,2396.47,1.85
185.03,2396.89,1.85
185.07,2397.3,2.09
185.11,2397.72,1.98
185.15,2398.14,1.97
185.19,2398.55,2.01
185.23,2398.97,2.12
185.27,2399.39,2
185.29,2399.6,1.58
185.33,2400.01,1.85
185.37,2400.43,1.61
185.41,2400.84,1.72
185.45,2401.26,1.71
185.49,2401.68,1.51
185.53,2402.09,1.67
185.57,2402.51,1.7
185.61,2402.93,1.6
185.65,2403.34,1.78
185.69,2403.76,1.58
185.73,2404.18,1.68
185.77,2404.59,1.7
185.81,2405.01,1.87
185.85,2405.43,1.65
185.89,2405.84,1.65
185.93,2406.19,1.77
185.97,2406.5,1.69
186.01,2406.81,1.68
186.05,2407.12,1.53
186.09,2407.43,1.64
186.13,2407.74,1.58
186.17,2408.05,1.65
186.21,2408.36,1.67
186.25,2408.67,1.62
186.29,2408.98,1.44
186.33,2409.28,1.68
186.37,2409.59,1.63
186.41,2409.9,1.5
186.45,2410.21,1.47
186.49,2410.52,1.62
186.53,2410.83,1.68
186.57,2411.14,1.81
186.61,2411.45,1.63
186.65,2411.76,1.6
186.69,2412.07,1.63
186.73,2412.38,1.61
186.77,2412.69,1.44
186.81,2412.99,1.67
186.85,2413.3,1.78
186.91,2413.77,1.77
186.95,2414.08,1.95
186.99,2414.39,1.9
187.03,2414.69,1.95
187.07,2415,1.86
187.11,2415.31,1.92
187.15,2415.62,1.95
187.19,2415.93,1.98
187.23,2416.24,2
187.27,2416.55,1.79
187.31,2416.86,1.94
187.35,2417.17,1.89
187.39,2417.48,1.97
187.43,2417.79,1.86
187.47,2418.1,1.85
187.51,2418.4,1.86
187.55,2418.71,1.98
187.59,2419.02,1.95
187.63,2419.33,1.95
187.67,2419.64,1.96
187.71,2419.95,1.89
187.75,2420.26,1.91
187.79,2420.57,1.94
187.83,2420.88,1.8
187.87,2421.19,1.91
187.93,2421.65,1.74
187.97,2421.96,1.91
188.01,2422.27,1.85
188.05,2422.58,2.04
188.09,2422.89,2.03
188.13,2423.2,1.83
188.17,2423.51,1.96
188.21,2423.81,2.08
188.25,2424.12,2.13
188.29,2424.43,1.97
188.33,2424.74,2.06
188.37,2425.05,2.11
188.41,2425.36,2.42
188.45,2425.67,2.19
188.49,2425.98,2.05
188.53,2426.29,2.18
188.57,2426.6,2.07
188.61,2426.91,2.22
188.65,2427.22,1.94
188.69,2427.52,2.11
188.73,2427.83,2.14
188.77,2428.14,2.11
188.81,2428.45,2.24
188.85,2428.76,2.05
188.89,2429.82,2.05
188.91,2430.4,2.04
188.93,2430.98,2.17
188.95,2431.56,2.16
188.97,2432.14,2
188.99,2432.72,2.44
189.01,2433.3,2.62
189.03,2433.88,2.6
189.05,2434.46,2.52
189.07,2436.75,2.39
189.09,2439.62,2.66
189.11,2442.49,2.61
189.13,2445.36,2.13
189.15,2448.23,2.28
189.17,2451.1,2.28
189.19,2453.97,2.15
189.21,2456.84,2.05
189.23,2459.71,2.03
189.25,2462.58,2.13
189.27,2463.96,2.03
189.29,2464.83,2.01
189.31,2465.71,2.04
189.33,2466.59,2.09
189.35,2467.46,2.01
189.37,2468.34,2.13
189.41,2470.09,2.13
189.43,2470.97,2.05
189.45,2471.84,1.96
189.47,2472.72,2.12
189.49,2473.6,2.31
189.51,2474.47,1.98
189.53,2475.35,1.98
189.55,2476.23,2.09
189.57,2477.1,1.93
189.59,2477.98,1.74
189.61,2478.86,1.86
189.63,2479.73,1.69
189.65,2480.61,1.23
189.67,2481.48,1.02
189.69,2482.36,1.53
189.71,2483.24,1.55
189.73,2484.11,1.56
189.75,2484.99,2.02
189.75,2484.99,1.15
189.77,2485.87,1.17
189.79,2486.74,1.38
189.81,2487.48,1.92
189.83,2487.8,1.96
189.85,2488.11,1.96
189.87,2488.43,2.13
189.89,2488.75,2.05
189.91,2489.06,2.02
189.93,2489.38,2.11
189.95,2489.7,2.01
189.97,2490.02,1.93
189.99,2490.33,2.1
190.01,2490.65,2.1
190.03,2490.97,1.94
190.05,2491.28,2.01
190.07,2491.6,1.8
190.09,2491.92,2.36
190.11,2492.24,2.44
190.13,2492.55,2.4
190.15,2492.87,2.25
190.17,2493.19,2.21
190.19,2493.5,2.25
190.21,2493.82,2.33
190.23,2494.14,2.23
190.25,2494.45,2.28
190.27,2494.77,2.26
190.29,2495.09,2.34
190.31,2495.41,2.36
190.33,2495.72,2.47
190.35,2496.04,2.33
190.37,2496.36,2.3
190.39,2496.67,2.28
190.41,2496.99,2.15
190.43,2497.31,2.2
190.45,2497.63,2.23
190.47,2497.94,2.08
190.49,2498.26,2.01
190.51,2498.58,1.97
190.53,2498.89,2.1
190.55,2499.21,1.96
190.57,2499.53,2.08
190.59,2499.85,2.05
190.61,2500.16,1.99
190.63,2500.84,1.96
190.65,2502.6,1.86
190.67,2504.35,1.99
190.69,2506.11,2.16
190.71,2507.87,2.01
190.73,2509.62,2.05
190.75,2511.38,1.5
190.76,2512.26,2.57
190.79,2514.89,2.38
190.81,2516.65,2.46
190.83,2518.4,2.5
190.85,2520.16,2.28
190.87,2521.09,2.42
190.93,2523.04,0.85
190.95,2523.69,1.63
190.97,2524.34,1.81
190.99,2524.99,1.6
191.01,2525.64,2.16
191.03,2526.29,1.99
191.05,2526.94,2.04
191.07,2527.59,1.91
191.09,2528.24,2.11
191.11,2528.89,2.07
191.13,2529.54,2.03
191.15,2530.19,2
191.17,2530.84,1.94
191.19,2531.49,2.03
191.21,2532.14,2.08
191.23,2532.79,2.17
191.25,2533.44,1.99
191.27,2534.09,2.03
191.29,2534.74,1.84
191.31,2535.39,1.94
191.33,2536.04,2.04
191.35,2536.69,1.99
191.37,2537.34,1.82
191.39,2537.99,2.09
191.41,2538.64,1.97
191.43,2539.29,2.05
191.45,2539.94,1.85
191.47,2540.23,2.09
191.49,2540.4,2.01
191.51,2540.57,2.05
191.53,2540.74,1.96
191.55,2540.91,1.97
191.57,2541.08,1.99
191.59,2541.26,1.95
191.61,2541.43,2.02
191.63,2541.6,1.95
191.65,2541.77,2.02
191.67,2541.94,2.01
191.69,2542.11,1.93
191.71,2542.28,2.06
191.73,2542.45,1.82
191.75,2542.63,1.86
191.77,2542.8,1.97
191.79,2542.97,1.88
191.81,2543.14,1.79
191.83,2543.31,1.97
191.85,2543.48,1.79
191.87,2543.65,1.8
191.89,2543.82,1.78
191.91,2544,1.75
191.93,2544.17,1.78
191.95,2544.34,1.72
191.97,2544.51,1.74
191.99,2544.68,1.71
192.01,2544.85,1.68
192.03,2545.02,1.82
192.05,2545.19,1.81
192.07,2545.37,1.91
192.09,2545.54,1.82
192.11,2545.71,1.99
192.15,2546.05,1.83
192.19,2546.39,1.81
192.21,2546.56,1.96
192.23,2546.74,1.82
192.27,2547.08,1.86
192.31,2547.42,1.83
192.35,2547.76,1.72
192.39,2548.11,1.7
192.41,2548.28,1.67
192.43,2548.45,1.83
192.47,2548.79,1.88
192.51,2549.13,1.69
192.55,2549.48,1.94
192.59,2549.82,1.86
192.63,2550.16,2.04
192.67,2550.5,1.95
192.71,2550.85,1.71
192.75,2551.19,1.76
192.79,2551.53,1.73
192.83,2551.87,1.79
192.87,2552.22,1.9
192.91,2552.56,1.65
192.95,2552.9,1.73
192.99,2553.24,1.83
193.03,2553.59,1.89
193.07,2553.96,1.8
193.11,2554.39,1.73
193.15,2554.82,1.87
193.19,2555.25,1.69
193.23,2555.68,1.88
193.27,2556.11,1.84
193.31,2556.54,1.77
193.35,2556.97,1.75
193.39,2557.4,1.62
193.43,2557.82,1.7
193.47,2558.25,1.69
