# DESCRIPTION:
# Reference: Gayatri Kathayat, Hai Cheng, Ashish Sinha, Christoph Spötl, R. Lawrence Edwards, Haiwei Zhang, Xianglei Li, Liang Yi, Youfeng Ning, Yanjun Cai, Weiguo Lui Lui, Sebastian F.M. Breitenbach. 2016. Indian monsoon variability on millennial-orbital timescales. Scientific Reports, 6, 24374. doi: 10.1038/srep24374.
# Data from: hhttps://www.ncei.noaa.gov/access/paleo-search/study/20449. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Age [ka BP],d18O [per mil VPDB],d13C [per mil VPDB]
211.914,-7.117,-2.038
211.991,-7.026,-2.067
212.068,-6.92,-2.157
212.144,-6.626,-2.086
212.221,-6.633,-2.098
212.298,-6.703,-2.024
212.375,-6.668,-2.066
212.451,-6.481,-2.127
212.528,-6.524,-2.633
212.605,-6.149,-3.773
212.681,-5.748,-6.042
212.835,-5.781,-7.914
212.911,-5.371,-8.291
212.988,-5.002,-8.394
223.247,-4.654,-8.39
223.259,-4.544,-8.293
223.27,-4.386,-8.212
223.282,-4.422,-8.046
223.293,-4.366,-7.995
223.305,-4.595,-8.013
223.316,-4.75,-8.202
223.327,-4.723,-8.181
223.339,-4.751,-8.222
223.35,-4.745,-8.299
223.362,-4.735,-8.38
223.373,-4.839,-8.441
223.385,-5.062,-8.643
223.396,-5.315,-8.843
223.407,-5.279,-8.983
223.419,-5.49,-9.196
223.43,-5.698,-9.346
223.442,-5.697,-9.424
223.453,-5.753,-9.475
223.464,-5.827,-9.473
223.476,-5.745,-9.49
223.487,-5.708,-9.457
223.499,-5.83,-9.518
223.51,-5.823,-9.532
223.522,-5.929,-9.489
223.533,-5.926,-9.473
223.544,-5.917,-9.43
223.556,-5.868,-9.353
223.567,-6.058,-9.333
223.579,-6.004,-9.313
223.59,-6.01,-9.238
223.602,-6.262,-9.289
223.613,-6.27,-9.3
223.624,-6.34,-9.382
223.636,-6.42,-9.394
223.647,-6.358,-9.387
223.659,-6.283,-9.368
223.67,-6.318,-9.39
223.681,-6.342,-9.378
223.693,-6.404,-9.423
223.704,-6.432,-9.398
223.716,-6.621,-9.432
223.727,-6.693,-9.424
223.739,-6.868,-9.411
223.75,-6.916,-9.376
223.761,-7,-9.382
223.773,-7.004,-9.408
223.784,-7.154,-9.417
223.796,-7.134,-9.4
223.807,-7.083,-9.435
223.818,-6.914,-9.442
223.83,-7.007,-9.464
223.841,-6.841,-9.511
223.853,-6.836,-9.522
223.864,-6.925,-9.522
223.876,-6.952,-9.537
223.887,-6.918,-9.518
223.898,-6.758,-9.494
223.91,-7.033,-9.513
223.921,-6.773,-9.477
223.933,-6.747,-9.448
223.944,-6.613,-9.391
223.956,-6.773,-9.317
223.967,-6.707,-9.327
223.978,-6.775,-9.376
223.99,-6.872,-9.406
224.001,-7.053,-9.45
224.013,-7.022,-9.461
224.024,-7.22,-9.45
224.035,-7.19,-9.368
224.047,-7.336,-9.356
224.058,-7.378,-9.326
224.07,-7.273,-9.257
224.081,-7.249,-9.196
224.104,-7.543,-9.219
224.115,-7.46,-9.241
224.127,-7.481,-9.253
224.138,-7.273,-9.199
224.15,-7.306,-9.165
224.161,-7.28,-9.134
224.173,-7.346,-9.166
224.184,-7.282,-9.19
224.195,-7.051,-9.097
224.207,-6.724,-9.031
224.218,-6.414,-9.069
224.23,-6.488,-9.07
224.241,-6.393,-9.062
224.252,-6.771,-9.022
224.264,-7.088,-8.918
224.275,-6.823,-8.711
224.287,-6.57,-8.444
224.298,-6.482,-8.255
224.31,-6.692,-8.159
224.321,-4.218,-8.279
224.332,-3.854,-7.96
224.344,-6.507,-8.209
224.355,-6.669,-8.631
224.367,-7.246,-9.016
224.378,-7.724,-9.471
224.389,-7.836,-9.26
224.401,-7.45,-8.858
224.412,-6.874,-8.422
224.424,-6.628,-8.608
224.435,-6.091,-8.807
224.447,-5.846,-8.748
224.458,-5.836,-8.51
224.469,-6.153,-8.128
224.481,-6.38,-7.692
224.492,-5.917,-7.294
224.504,-5.727,-7.099
224.515,-5.72,-7.205
224.527,-6.034,-7.599
224.538,-5.476,-7.496
224.549,-5.723,-7.369
224.561,-6.252,-7.779
224.572,-6.204,-8.028
224.584,-6.411,-8.744
224.606,-6.564,-9.17
224.618,-6.268,-8.131
224.629,-6.142,-6.902
224.641,-6.255,-6.563
224.652,-6.561,-6.733
224.664,-6.449,-6.902
224.675,-6.267,-6.971
224.686,-6.186,-6.948
224.698,-6.163,-7.037
224.709,-6.112,-7.032
224.721,-6.079,-7.034
224.732,-5.843,-7.205
224.744,-5.883,-7.352
224.755,-5.891,-7.42
224.766,-5.86,-7.398
224.778,-5.713,-7.226
224.789,-5.883,-7.557
224.801,-6.059,-8.042
224.812,-6.306,-8.106
224.823,-6.422,-8.036
224.835,-6.672,-8.263
224.846,-6.889,-8.8
224.858,-6.925,-8.936
224.869,-7.254,-8.99
224.881,-6.439,-7.952
224.892,-6.429,-8.126
224.903,-6.299,-8.103
224.915,-6.047,-8.187
224.926,-5.804,-7.866
224.938,-5.76,-7.849
224.949,-5.51,-7.572
224.96,-5.429,-7.447
224.972,-5.66,-7.644
224.983,-5.89,-7.551
224.995,-5.959,-7.479
225.006,-6.2,-7.652
225.018,-6.482,-7.973
225.029,-6.604,-8.22
225.12,-4.176,-7.206
225.166,-3.558,-7.069
225.212,-3.362,-7.053
225.257,-3.098,-6.508
225.303,-3.235,-7.193
225.349,-4.441,-8.521
225.394,-4.195,-8.306
225.44,-4.365,-8.266
225.486,-4.049,-8.333
225.531,-3.834,-8.042
225.577,-3.94,-8.074
225.623,-4.462,-8.759
225.669,-4.289,-8.231
225.714,-4.295,-8.186
225.76,-4.105,-8.111
225.851,-4.653,-8.044
225.897,-4.745,-8.432
225.943,-4.183,-8.229
225.988,-4.123,-8.361
227.021,-8.01,-9.16
227.274,-6.88,-9.25
227.527,-6.62,-8.96
227.779,-8.02,-9.26
228.032,-8.25,-8.81
228.285,-6.94,-8.11
228.538,-7.2,-8.64
228.791,-7.19,-8.63
229.044,-6.13,-7.88
229.296,-6.09,-8.24
229.549,-4.25,-8.7
229.802,-4.48,-8.45
230.055,-4.29,-8.4
230.308,-3.9,-8.33
230.317,-4.39,-8.37
230.326,-3.91,-8.19
230.336,-4.55,-8.82
230.345,-3.84,-8.19
230.355,-3.9,-8.21
230.364,-4.7,-8.7
230.374,-4.78,-8.53
230.383,-4.35,-8.44
230.393,-4.55,-8.5
230.402,-4.6,-8.68
230.412,-4.4,-8.68
230.421,-4.42,-8.68
230.431,-4.48,-8.47
230.44,-4.51,-8.4
230.45,-4.24,-8.71
230.459,-3.76,-8.16
230.469,-3.88,-7.97
230.478,-3.99,-7.84
230.488,-4.27,-8.1
230.497,-4.3,-8.51
230.507,-4.3,-8.3
230.516,-4.48,-8.5
230.526,-5.01,-8.68
230.535,-4.41,-8.3
230.545,-4.72,-8.57
230.554,-4.83,-8.88
230.606,-4.27,-8.31
230.657,-4.46,-8.46
230.709,-4.32,-8.05
230.76,-5.4,-9.14
230.812,-5.29,-8.98
230.863,-5.43,-8.76
230.915,-5.36,-8.94
230.966,-5.15,-9.09
231.017,-5.14,-9.22
231.069,-5.17,-8.96
231.12,-5.35,-9.27
231.172,-5.25,-9.18
231.223,-5.7,-9.47
231.274,-5.71,-9.45
231.326,-5.95,-9.3
231.377,-5.32,-8.6
231.429,-5.12,-8.68
231.48,-5.39,-8.7
231.532,-5.7,-8.59
231.583,-5.18,-9.25
231.634,-5.29,-9.18
231.686,-5.59,-9.09
231.737,-5.58,-9.01
231.789,-5.33,-8.83
231.84,-6.09,-9.15
231.892,-6.22,-9.01
231.943,-6.29,-9.22
231.994,-8.5,-8.99
232.046,-5.81,-8.69
232.097,-5.99,-9.35
232.149,-5.27,-9.07
232.2,-5.18,-8.68
232.252,-5.58,-9.27
232.303,-5.77,-9.42
232.354,-5.55,-9.29
232.406,-5.82,-9.22
232.457,-6.46,-9.35
232.509,-6.5,-9.46
232.56,-5.42,-9.31
232.611,-5.64,-9.14
232.663,-5.8,-8.61
232.714,-6.94,-8.77
232.766,-5.45,-8.81
232.817,-6.89,-9.7
232.869,-5.42,-8.77
232.92,-5.74,-9.08
232.971,-5.62,-9.14
233.023,-5.89,-9.31
233.074,-5.98,-9.07
233.126,-5.99,-8.82
233.177,-5.93,-9.25
233.229,-6.15,-9.37
233.28,-5.47,-8.98
233.331,-5.99,-9.34
233.383,-5.96,-9.48
233.434,-5.27,-8.97
233.486,-5.39,-9.23
233.537,-5.71,-9.77
233.589,-5.26,-9.29
233.64,-5.18,-9.19
233.691,-5.12,-9.18
233.743,-5.34,-9.39
233.794,-6.02,-9.53
233.846,-6.69,-9.5
233.897,-6.32,-9.24
233.949,-6.29,-9.29
234,-6.33,-9.31
243.063,-10.85,-8.08
243.105,-10.936,-7.37
243.148,-10.88,-7.74
243.19,-11.079,-8.12
243.232,-11.269,-2.22
243.275,-11.296,-8.11
243.317,-11.15,-8.09
243.359,-11.296,-7.77
243.402,-11.38,-8.15
243.444,-10.482,-7.79
243.486,-10.87,-7.43
243.529,-10.929,-7.58
243.571,-10.45,-7.74
243.613,-9.339,-8.89
243.655,-3.05,-4.36
243.698,-6.011,-9.33
243.74,-4.9,-9.54
243.825,-4.92,-9.72
243.909,-5.7,-9.79
243.994,-5.52,-9.98
244.079,-4.77,-9.66
244.163,-4.91,-9.51
244.248,-4.25,-9.44
244.332,-5.06,-9.6
244.417,-4.62,-9.71
244.502,-4.79,-9.46
244.586,-4.59,-9.3
244.671,-5.5,-9.47
244.755,-5.49,-9.5
244.84,-4.21,-9.47
244.925,-4.7,-9.61
245.009,-5.2,-9.65
245.094,-5.52,-9.58
245.178,-5.03,-9.34
245.263,-5.25,-9.38
245.348,-4.65,-9.45
245.432,-4.39,-9.36
245.517,-4.87,-9.32
245.601,-4.23,-8.95
245.686,-3.96,-8.67
245.771,-4.43,-9.09
245.855,-4.72,-9.15
245.94,-4.28,-9.11
246.025,-4.33,-8.92
246.109,-4.79,-8.79
246.194,-5.34,-8.92
246.278,-5.06,-9.01
246.363,-5.05,-8.97
246.448,-5.32,-9.1
246.532,-5.43,-8.78
246.617,-4.44,-8.87
246.701,-4.67,-8.75
246.786,-4.26,-8.77
246.871,-4.63,-8.47
246.955,-4.65,-8.82
247.04,-4.52,-8.93
247.124,-4.32,-8.73
247.209,-4.76,-8.88
247.294,-4.1,-8.98
247.378,-6.23,-8.9
247.463,-3.77,-7.58
247.548,-3.84,-7.49
247.632,-4.26,-7.28
247.717,-5.4,-7.34
247.801,-6.07,-6.35
247.886,-5.49,-6.14
247.971,-5.59,-6.3
248.055,-5.91,-6.36
248.14,-6.71,-6.82
248.224,-5.88,-7.16
248.309,-6.19,-7.45
248.394,-6.56,-7.93
248.478,-5.84,-7.93
248.563,-5.78,-7.68
248.647,-5.58,-7.38
248.732,-5.46,-7.72
249.015,-5.63,-7.84
249.298,-5.96,-7.81
249.58,-5.59,-8.01
249.863,-6.09,-7.98
250.146,-5.25,-7.69
250.428,-5.15,-8.02
250.711,-5.12,-7.79
250.993,-5.52,-8
251.276,-4.88,-7.98
251.559,-3.63,-7.51
251.841,-3.21,-7.24
252.124,-4.11,-8.34
252.406,-3.97,-7.21
252.689,-6.35,-10.04
252.972,-6.33,-9.88
253.254,-5.6,-9.37
253.537,-6.16,-9.41
253.819,-6.4,-9.54
254.102,-6.45,-9.34
254.385,-6.94,-9.58
254.667,-6.43,-9.4
254.95,-6.66,-9.34
255.232,-6.649,-8.96
255.515,-7.161,-8.75
255.798,-6.222,-8.94
256.08,-6.003,-8.95
256.476,-6.158,-8.91
256.874,-6.432,-8.57
257.272,-6.259,-8.44
257.669,-6.333,-8.41
258.067,-6.267,-8.12
258.464,-6.321,-8.1
258.574,-6.373,-7.8
258.682,-4.848,-7.69
258.79,-4.027,-7.25
258.898,-4.075,-7.07
259.006,-3.359,-7.33
259.113,-3.898,-7.66
259.221,-4.004,-7.63
259.329,-3.255,-8.03
259.437,-3.118,-7.9
259.545,-2.958,-7.91
259.653,-3.304,-8.25
259.761,-4.698,-8.38
259.868,-3.864,-8.37
259.976,-3.993,-8.3
260.084,-3.86,-8.39
260.192,-4.244,-8.61
260.3,-6.573,-8.95
260.408,-7.157,-9.4
260.515,-6.545,-9.34
260.623,-5.754,-9.22
260.731,-5.876,-9.09
260.839,-6.259,-8.79
260.947,-7.479,-9.07
261.055,-6.024,-9.09
261.163,-4.545,-8.68
261.27,-4.164,-8.53
261.378,-3.886,-8.97
261.486,-4.519,-9
261.594,-4.592,-8.69
261.646,-4.65,-8.87
261.699,-4.854,-9.04
261.752,-5.148,-8.93
261.805,-7.451,-8.95
261.858,-7.192,-9.23
261.911,-6.528,-9.36
261.965,-7.329,-9.19
262.018,-6.164,-9.01
262.071,-6.376,-8.84
262.124,-6.687,-8.46
262.177,-8.028,-8.81
262.23,-6.808,-9.18
262.283,-5.569,-9.21
262.336,-5.291,-9.06
262.39,-4.681,-8.64
262.443,-4.577,-8.43
262.496,-4.543,-8.71
262.549,-4.574,-8.73
262.602,-4.741,-8.62
262.655,-4.182,-8.53
262.708,-4.734,-8.42
262.761,-3.799,-8.37
262.815,-4.217,-8.55
262.868,-4.167,-8.67
262.921,-4.136,-8.15
262.974,-4.798,-9.12
263.027,-4.821,-9.26
263.08,-5.035,-9.16
263.133,-4.439,-8.77
263.165,-4.854,-8.9
263.196,-5.36,-8.74
263.228,-6.539,-9.18
263.259,-6.79,-8.66
263.29,-6.726,-8.22
263.322,-7.373,-8.55
263.353,-7.808,-8.59
263.384,-7.583,-8.53
263.416,-7.626,-8.77
263.447,-5.647,-8.67
263.478,-4.931,-8.33
263.51,-5.092,-8.33
263.541,-5.926,-8.18
263.573,-6.385,-7.99
263.604,-7.284,-8.36
263.635,-8.362,-8.32
263.667,-8.487,-8.54
263.698,-7.716,-8.01
263.729,-7.54,-8.19
263.761,-7.15,-8
263.792,-7.069,-7.98
263.823,-6.396,-7.54
263.855,-6.706,-7.49
263.886,-6.879,-7.24
263.917,-7.573,-7.18
263.949,-6.679,-7
263.98,-6.237,-6.49
264.011,-4.783,-6.9
264.043,-4.537,-6.6
264.074,-4.67,-6.95
264.105,-3.742,-5.92
264.137,-3.686,-6.89
264.168,-3.737,-7.24
264.199,-4.313,-6.9
264.231,-4.008,-6.97
264.262,-4.102,-7.28
264.293,-3.919,-7.4
264.325,-4.129,-6.93
264.356,-4.16,-7.04
264.387,-4.629,-7.46
264.419,-4.918,-7.64
264.45,-4.257,-6.9
264.481,-4.261,-7.12
264.513,-4.462,-7.34
264.544,-4.253,-7.55
264.575,-4.109,-7.39
264.607,-4.416,-7.39
264.638,-3.669,-7.34
264.669,-3.82,-7.3
264.701,-4.23,-7.57
264.732,-4.334,-7.39
264.763,-3.759,-7.36
264.795,-4.176,-7.27
264.826,-4.423,-7.52
264.857,-4.058,-7.18
264.889,-4.377,-7.39
264.92,-3.996,-7.11
264.951,-3.69,-7.22
264.983,-4.099,-7.55
265.014,-3.93,-7.31
265.045,-3.526,-7.04
265.077,-3.777,-7.17
265.108,-3.706,-7.01
265.139,-3.74,-7.11
265.171,-3.496,-6.87
265.202,-3.849,-6.96
265.233,-3.841,-6.79
265.265,-3.984,-6.72
265.296,-4.627,-7.06
265.327,-3.972,-7.18
265.359,-3.934,-7.04
265.39,-3.528,-6.8
265.421,-3.899,-7.16
265.453,-3.382,-7.16
265.484,-4.059,-7.16
265.515,-3.861,-6.71
265.547,-3.461,-6.84
265.578,-4.211,-6.92
265.609,-3.774,-6.65
265.641,-4.042,-7.29
265.672,-3.986,-6.9
265.703,-3.674,-7.3
265.735,-3.834,-6.87
271.15,-5.223,-7.683
271.159,-5.975,-8.372
271.167,-6.927,-8.003
271.176,-7.323,-7.957
271.185,-5.707,-7.466
271.193,-7.407,-8.108
271.202,-3.827,-5.573
271.211,-3.632,-6.443
271.219,-3.912,-6.681
271.228,-3.714,-6.399
271.237,-3.679,-6.827
271.245,-3.49,-5.759
271.254,-3.713,-6.056
271.263,-3.167,-6.316
271.271,-3.819,-6.492
271.28,-3.331,-6.568
271.289,-3.818,-6.928
271.297,-3.567,-6.271
271.306,-3.635,-6.521
271.315,-3.243,-5.689
271.323,-3.721,-6.124
271.332,-3.706,-6.889
271.341,-3.584,-6.977
271.349,-3.929,-6.712
271.358,-3.396,-6.184
271.367,-3.334,-6.607
271.375,-3.536,-6.695
271.384,-3.528,-6.674
271.393,-3.627,-6.514
271.401,-3.858,-6.728
271.41,-4.053,-6.619
271.419,-4.252,-6.679
271.427,-4.187,-6.934
271.436,-3.992,-6.993
271.445,-4.181,-6.994
271.453,-4.611,-7.027
271.462,-4.437,-6.964
271.471,-4.008,-7.049
271.479,-3.899,-7.154
271.488,-3.969,-7.184
271.497,-3.857,-7.142
271.505,-4.001,-7.234
271.635,-3.73,-7.08
271.67,-4.03,-7.32
271.705,-4.53,-6.94
271.739,-4.87,-7.44
271.774,-4.88,-7.79
271.809,-4.32,-7.53
271.843,-4.27,-7.01
271.878,-4.3,-7.29
271.913,-4.38,-7.53
271.948,-5.04,-7.51
271.982,-4.85,-7.41
272.017,-5.3,-7.63
272.052,-5.14,-7.57
272.086,-5.03,-7.85
272.121,-5,-8
272.156,-4.97,-7.84
272.19,-4.47,-7.76
272.225,-4.75,-8
272.26,-5.3,-7.94
272.294,-4.83,-8.02
272.329,-4.9,-8
272.364,-5.23,-8.08
272.398,-5.6,-8.19
272.433,-5.49,-8.28
272.468,-5.18,-8.12
272.502,-4.86,-7.9
272.537,-4.96,-8.42
272.572,-4.15,-8.23
272.606,-5.1,-8.26
272.641,-4.82,-8.32
272.676,-5.57,-8.27
272.71,-5.51,-8.28
272.745,-5.91,-7.95
272.78,-4.94,-7.89
272.948,-4.56,-7.78
273.117,-4.7,-7.54
273.286,-4.44,-7.5
273.455,-4.26,-7.32
273.624,-4.65,-7.39
273.793,-4.69,-7.21
273.962,-4.66,-7.41
274.131,-4.67,-7.54
274.3,-4.63,-7.73
274.468,-4.49,-7.91
274.637,-4.35,-7.85
274.806,-4.3,-7.98
274.975,-4.61,-8.1
275.144,-5.13,-8.11
275.313,-5.24,-8.03
275.482,-5.52,-8.16
275.651,-5.77,-8.09
275.82,-5.75,-7.97
275.989,-6.44,-7.97
276.158,-6.88,-7.91
276.327,-6.29,-8.1
276.495,-6.23,-7.73
276.664,-6.25,-7.74
276.833,-6.18,-7.71
277.002,-5.21,-7.35
277.171,-5.03,-7.4
277.34,-4.61,-7.29
277.509,-4.31,-7.3
277.678,-4.09,-7.2
277.847,-4.35,-7.5
278.016,-4.26,-7.46
278.185,-4.19,-7.34
278.354,-4.23,-7.27
278.426,-4.34,-7.55
278.499,-4.53,-7.33
278.571,-4.01,-7.24
278.643,-4.33,-7.64
278.716,-4.26,-7.52
278.788,-4.34,-7.66
278.86,-3.96,-7.83
278.933,-4.22,-8.17
279.005,-4.16,-7.79
279.077,-4.77,-8.19
279.15,-4.54,-8.31
279.222,-4.41,-8.23
279.294,-4.6,-8.31
279.367,-5.25,-8.38
279.439,-5.2,-8.39
279.511,-6.45,-8.5
279.583,-6.45,-8.25
279.656,-6.52,-8.28
279.728,-6.76,-8.03
279.8,-7.35,-8.24
279.873,-6.43,-8.03
279.945,-4.61,-7.67
280.017,-4.34,-7.63
280.09,-4.38,-7.9
280.162,-4.59,-7.57
280.234,-4.26,-7.68
280.307,-4.06,-7.86
280.379,-3.87,-7.86
280.451,-3.92,-7.76
280.524,-3.84,-7.89
280.596,-4.15,-8.02
280.668,-4.14,-7.82
280.74,-4.03,-8.08
280.813,-3.76,-7.79
280.885,-4.06,-8.06
280.957,-4.14,-8.07
281.03,-4.14,-8.03
281.102,-4.27,-8.27
281.174,-4.76,-8.34
281.247,-4.29,-8.34
281.319,-4.98,-8.49
281.391,-5.13,-8.71
281.464,-5.11,-8.69
281.536,-5.82,-8.77
281.608,-7.27,-8.96
281.681,-5.85,-8.82
281.753,-5.06,-8.88
281.825,-4.87,-8.47
281.898,-5.65,-8.74
281.97,-4.55,-8.59
282.042,-4.85,-8.8
282.114,-4.38,-8.59
282.187,-4.39,-9.15
282.259,-4.68,-8.85
282.331,-5.12,-9.27
282.404,-5.16,-9.33
282.476,-6.2,-9.42
282.548,-5.65,-9.4
282.621,-5.94,-9.44
282.693,-6.28,-9.37
282.765,-6,-9.48
282.838,-5.96,-9.35
282.91,-6.08,-9.46
282.982,-5.82,-9.33
283.055,-6.44,-9.39
283.127,-6.65,-9.37
283.199,-6.28,-9.34
283.255,-7.81,-9.45
283.311,-7.35,-9.3
283.367,-6.81,-9.42
283.424,-6.78,-9.24
283.48,-6.4,-9.22
283.536,-5.86,-9.24
283.592,-6.78,-9.1
283.649,-6.95,-8.69
283.705,-7.56,-8.8
283.761,-5.49,-8.31
283.817,-3.67,-7.52
