# DESCRIPTION:
# Reference: Westerhold, T., Marwan, N., Drury, A. J., Liebrand, D., Agnini, C., Anagnostou, E., ... & Zachos, J. C. (2020). An astronomically dated record of Earth’s climate and its predictability over the last 66 million years. Science, 369(6509), 1383-1387, https://doi.org/10.1126/science.aba6853
#Data from: https://doi.org/10.1126/science.aba6853. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

age_tuned [Ma BP],d18O interp,d13C interp,d18O LOESS LongTerm,d13C LOESS LongTerm
41.390,0.778,0.328,0.77259,0.38402
41.395,0.750,0.305,0.77053,0.38285
41.400,0.646,0.205,0.76847,0.38187
41.405,0.541,0.105,0.76623,0.38091
41.410,0.575,0.090,0.76384,0.37998
41.415,0.609,0.075,0.76132,0.37908
41.420,0.664,0.200,0.75867,0.37821
41.425,0.719,0.324,0.75592,0.37737
41.430,0.794,0.362,0.75307,0.37657
41.435,0.870,0.399,0.75015,0.37579
41.440,0.877,0.415,0.74717,0.37505
41.445,0.884,0.431,0.74414,0.37434
41.450,0.891,0.447,0.74108,0.37366
41.455,0.898,0.463,0.73801,0.37303
41.460,0.873,0.436,0.73494,0.37243
41.465,0.984,0.567,0.73189,0.37186
41.470,0.972,0.632,0.72887,0.37134
41.475,0.718,0.382,0.7259,0.37086
41.480,0.931,0.573,0.72299,0.37041
41.485,0.902,0.372,0.72016,0.37001
41.490,0.930,0.567,0.71743,0.36966
41.495,0.748,0.356,0.7148,0.36934
41.500,0.661,0.255,0.7123,0.36907
41.505,0.573,0.153,0.70994,0.36885
41.510,0.615,-0.076,0.70774,0.36867
41.515,0.627,0.056,0.7057,0.36854
41.520,0.590,0.009,0.70386,0.36846
41.525,0.412,-0.418,0.70222,0.36843
41.530,0.720,0.245,0.70061,0.36853
41.535,0.711,0.322,0.69887,0.36885
41.540,0.698,0.317,0.697,0.36935
41.545,0.686,0.377,0.69504,0.37004
41.550,0.662,0.271,0.69298,0.37089
41.555,0.670,0.322,0.69084,0.37189
41.560,0.691,0.454,0.68865,0.37303
41.565,0.808,0.478,0.68641,0.37429
41.570,0.667,0.524,0.68413,0.37565
41.575,0.664,0.491,0.68184,0.3771
41.580,0.662,0.459,0.67955,0.37862
41.585,0.659,0.426,0.67726,0.38021
41.590,0.586,0.332,0.67501,0.38183
41.595,0.564,0.326,0.67279,0.38349
41.600,0.542,0.321,0.67063,0.38517
41.605,0.540,0.271,0.66854,0.38684
41.610,0.538,0.220,0.66653,0.3885
41.615,0.572,0.321,0.66462,0.39013
41.620,0.550,0.203,0.66283,0.39171
41.625,0.528,0.085,0.66116,0.39323
41.630,0.447,0.263,0.65964,0.39468
41.635,0.683,0.542,0.65827,0.39604
41.640,0.562,0.333,0.65708,0.39729
41.645,0.616,0.428,0.65607,0.39842
41.650,0.670,0.522,0.65527,0.39942
41.655,0.679,0.669,0.65468,0.40026
41.660,0.538,0.437,0.65425,0.40122
41.665,0.508,0.403,0.65392,0.40254
41.670,0.478,0.369,0.65368,0.40419
41.675,0.634,0.495,0.65352,0.40613
41.680,0.576,0.483,0.65346,0.40834
41.685,0.519,0.471,0.65347,0.41079
41.690,0.580,0.501,0.65355,0.41344
41.695,0.642,0.530,0.65371,0.41626
41.700,0.703,0.560,0.65393,0.41923
41.705,0.759,0.503,0.65421,0.42231
41.710,0.815,0.446,0.65455,0.42547
41.715,0.794,0.452,0.65494,0.42868
41.720,0.774,0.459,0.65537,0.4319
41.725,0.753,0.465,0.65585,0.43511
41.730,0.763,0.515,0.65637,0.43828
41.735,0.774,0.566,0.65692,0.44137
41.740,0.784,0.616,0.65751,0.44436
41.745,0.769,0.571,0.65811,0.44721
41.750,0.753,0.526,0.65874,0.44989
41.755,0.770,0.507,0.65938,0.45236
41.760,0.786,0.487,0.66003,0.45461
41.765,0.803,0.468,0.66069,0.4566
41.770,0.709,0.469,0.66136,0.45829
41.775,0.616,0.469,0.66202,0.45966
41.780,0.623,0.483,0.66267,0.46067
41.785,0.629,0.497,0.6635,0.4616
41.790,0.636,0.511,0.66466,0.46272
41.795,0.630,0.493,0.66614,0.46402
41.800,0.625,0.475,0.66791,0.46547
41.805,0.621,0.453,0.66993,0.46706
41.810,0.617,0.432,0.67219,0.46877
41.815,0.613,0.410,0.67465,0.47058
41.820,0.663,0.520,0.6773,0.47247
41.825,0.714,0.630,0.68009,0.47441
41.830,0.684,0.616,0.68302,0.4764
41.835,0.655,0.603,0.68604,0.47842
41.840,0.625,0.589,0.68913,0.48043
41.845,0.651,0.536,0.69228,0.48243
41.850,0.677,0.484,0.69544,0.48439
41.855,0.645,0.477,0.69859,0.4863
41.860,0.614,0.471,0.70172,0.48814
41.865,0.582,0.464,0.70478,0.48988
41.870,0.561,0.463,0.70775,0.49151
41.875,0.540,0.463,0.71062,0.49301
41.880,0.588,0.435,0.71334,0.49436
41.885,0.636,0.406,0.71589,0.49554
41.890,0.684,0.378,0.71826,0.49653
41.895,0.692,0.386,0.7204,0.49731
41.900,0.700,0.394,0.72229,0.49787
41.905,0.639,0.367,0.72392,0.49818
41.910,0.577,0.339,0.72524,0.49822
41.915,0.516,0.312,0.72656,0.49804
41.920,0.565,0.356,0.72817,0.49767
41.925,0.613,0.399,0.73004,0.49715
41.930,0.662,0.443,0.73216,0.49646
41.935,0.734,0.440,0.73449,0.49564
41.940,0.805,0.437,0.73701,0.49468
41.945,0.746,0.536,0.73969,0.4936
41.950,0.687,0.636,0.7425,0.49241
41.955,0.726,0.623,0.74544,0.49112
41.960,0.766,0.609,0.74845,0.48975
41.965,0.805,0.596,0.75153,0.4883
41.970,0.820,0.615,0.75464,0.48678
41.975,0.834,0.633,0.75777,0.48521
41.980,0.849,0.652,0.76088,0.4836
41.985,0.848,0.592,0.76394,0.48196
41.990,0.848,0.531,0.76694,0.4803
41.995,0.753,0.464,0.76985,0.47863
42.000,0.658,0.396,0.77264,0.47696
42.005,0.723,0.423,0.77529,0.4753
42.010,0.787,0.449,0.77776,0.47367
42.015,0.852,0.476,0.78005,0.47208
42.020,0.793,0.448,0.78211,0.47053
42.025,0.733,0.421,0.78393,0.46904
42.030,0.674,0.393,0.78547,0.46762
42.035,0.736,0.441,0.78672,0.46628
42.040,0.798,0.488,0.78765,0.46504
42.045,0.857,0.511,0.78845,0.46369
42.050,0.917,0.533,0.78932,0.46204
42.055,0.976,0.556,0.79025,0.46013
42.060,0.958,0.526,0.79124,0.45796
42.065,0.940,0.496,0.79226,0.45557
42.070,0.905,0.540,0.79333,0.45298
42.075,0.869,0.585,0.79442,0.45022
42.080,0.866,0.569,0.79552,0.44729
42.085,0.863,0.552,0.79663,0.44424
42.090,0.860,0.536,0.79774,0.44108
42.095,0.827,0.504,0.79883,0.43783
42.100,0.795,0.471,0.7999,0.43452
42.105,0.762,0.439,0.80094,0.43117
42.110,0.828,0.414,0.80194,0.42781
42.115,0.893,0.389,0.80289,0.42445
42.120,0.884,0.416,0.80378,0.42112
42.125,0.875,0.443,0.80459,0.41785
42.130,0.866,0.470,0.80533,0.41466
42.135,0.887,0.438,0.80598,0.41156
42.140,0.908,0.406,0.80653,0.40859
42.145,0.885,0.414,0.80698,0.40577
42.150,0.863,0.421,0.80731,0.40312
42.155,0.840,0.429,0.80751,0.40065
42.160,0.887,0.381,0.80757,0.39841
42.165,0.934,0.334,0.80749,0.3964
42.170,0.896,0.332,0.80725,0.39466
42.175,0.857,0.330,0.80691,0.39294
42.180,0.865,0.374,0.8065,0.391
42.185,0.873,0.418,0.80602,0.38887
42.190,0.882,0.461,0.80549,0.38655
42.195,0.890,0.505,0.80489,0.38407
42.200,0.868,0.397,0.80424,0.38146
42.205,0.845,0.289,0.80353,0.37873
42.210,0.784,0.354,0.80277,0.3759
42.215,0.722,0.420,0.80194,0.373
42.220,0.792,0.411,0.80107,0.37004
42.225,0.863,0.403,0.80014,0.36704
42.230,0.830,0.398,0.79916,0.36403
42.235,0.797,0.394,0.79813,0.36103
42.240,0.764,0.389,0.79705,0.35805
42.245,0.731,0.384,0.79593,0.35512
42.250,0.784,0.391,0.79475,0.35225
42.255,0.837,0.399,0.79353,0.34947
42.260,0.815,0.339,0.79227,0.3468
42.265,0.793,0.280,0.79096,0.34425
42.270,0.764,0.274,0.78961,0.34186
42.275,0.734,0.269,0.78822,0.33963
42.280,0.725,0.232,0.78679,0.33759
42.285,0.716,0.196,0.78532,0.33576
42.290,0.707,0.159,0.78382,0.33416
42.295,0.737,0.221,0.78228,0.33281
42.300,0.768,0.283,0.78057,0.33153
42.305,0.798,0.345,0.77858,0.33012
42.310,0.734,0.260,0.77633,0.3286
42.315,0.669,0.175,0.77383,0.32698
42.320,0.605,0.090,0.77112,0.32527
42.325,0.724,0.265,0.76821,0.32349
42.330,0.843,0.439,0.76511,0.32166
42.335,0.807,0.407,0.76186,0.31978
42.340,0.771,0.374,0.75846,0.31787
42.345,0.817,0.408,0.75495,0.31594
42.350,0.862,0.442,0.75133,0.31401
42.355,0.815,0.414,0.74764,0.31209
42.360,0.769,0.386,0.74389,0.31019
42.365,0.773,0.361,0.74009,0.30833
42.370,0.732,0.271,0.73628,0.30652
42.375,0.691,0.182,0.73247,0.30478
42.380,0.595,0.143,0.72869,0.30311
42.385,0.499,0.105,0.72494,0.30154
42.390,0.511,0.040,0.72126,0.30007
42.395,0.523,-0.025,0.71766,0.29872
42.400,0.535,-0.090,0.71416,0.29751
42.405,0.666,0.117,0.71078,0.29644
42.410,0.797,0.323,0.70755,0.29553
42.415,0.754,0.315,0.70448,0.29479
42.420,0.712,0.306,0.70159,0.29424
42.425,0.669,0.298,0.69891,0.29389
42.430,0.681,0.297,0.69623,0.29368
42.435,0.692,0.297,0.69335,0.29354
42.440,0.696,0.330,0.69029,0.29346
42.445,0.699,0.363,0.68705,0.29344
42.450,0.703,0.396,0.68367,0.29349
42.455,0.652,0.352,0.68015,0.29359
42.460,0.601,0.307,0.6765,0.29376
42.465,0.629,0.327,0.67276,0.29399
42.470,0.656,0.347,0.66892,0.29427
42.475,0.684,0.367,0.66502,0.29461
42.480,0.637,0.351,0.66105,0.29501
42.485,0.589,0.334,0.65705,0.29546
42.490,0.654,0.348,0.65303,0.29596
42.495,0.718,0.362,0.64899,0.29652
42.500,0.783,0.376,0.64497,0.29712
42.505,0.761,0.361,0.64096,0.29778
42.510,0.739,0.346,0.637,0.29849
42.515,0.740,0.360,0.6331,0.29924
42.520,0.741,0.374,0.62927,0.30005
42.525,0.742,0.388,0.62553,0.30089
42.530,0.731,0.353,0.62189,0.30179
42.535,0.721,0.318,0.61837,0.30272
42.540,0.648,0.310,0.61499,0.3037
42.545,0.575,0.302,0.61177,0.30472
42.550,0.502,0.294,0.60871,0.30578
42.555,0.616,0.330,0.60584,0.30688
42.560,0.730,0.365,0.60305,0.30812
42.565,0.680,0.305,0.60022,0.30961
42.570,0.631,0.244,0.59737,0.31132
42.575,0.581,0.184,0.59449,0.31325
42.580,0.466,0.150,0.59159,0.31536
42.585,0.352,0.115,0.58867,0.31765
42.590,0.582,0.198,0.58573,0.3201
42.595,0.586,0.327,0.58278,0.32269
42.600,0.590,0.456,0.57982,0.3254
42.605,0.593,0.424,0.57686,0.32822
42.610,0.597,0.392,0.5739,0.33113
42.615,0.629,0.384,0.57094,0.3341
42.620,0.661,0.376,0.56798,0.33714
42.625,0.687,0.417,0.56503,0.34021
42.630,0.650,0.425,0.56209,0.3433
42.635,0.614,0.434,0.55917,0.34639
42.640,0.577,0.350,0.55627,0.34947
42.645,0.540,0.267,0.55339,0.35252
42.650,0.509,0.282,0.55054,0.35552
42.655,0.477,0.297,0.54772,0.35845
42.660,0.402,0.149,0.54493,0.3613
42.665,0.467,0.222,0.54218,0.36406
42.670,0.531,0.294,0.53946,0.36669
42.675,0.460,0.220,0.53679,0.36919
42.680,0.389,0.147,0.53417,0.37154
42.685,0.453,0.296,0.5316,0.37372
42.690,0.517,0.444,0.529,0.37591
42.695,0.520,0.456,0.52629,0.3783
42.700,0.523,0.469,0.52349,0.38086
42.705,0.526,0.481,0.5206,0.38358
42.710,0.585,0.511,0.51764,0.38645
42.715,0.644,0.541,0.51461,0.38945
42.720,0.451,0.426,0.51154,0.39257
42.725,0.259,0.310,0.50842,0.39579
42.730,0.288,0.346,0.50527,0.39909
42.735,0.316,0.381,0.5021,0.40247
42.740,0.345,0.417,0.49892,0.4059
42.745,0.510,0.499,0.49574,0.40937
42.750,0.674,0.581,0.49257,0.41287
42.755,0.694,0.473,0.48943,0.41638
42.760,0.713,0.365,0.48632,0.41989
42.765,0.507,0.352,0.48326,0.42338
42.770,0.300,0.339,0.48025,0.42683
42.775,0.343,0.336,0.4773,0.43023
42.780,0.387,0.332,0.47443,0.43357
42.785,0.430,0.329,0.47165,0.43683
42.790,0.486,0.427,0.46897,0.43999
42.795,0.541,0.525,0.46639,0.44304
42.800,0.482,0.482,0.46394,0.44597
42.805,0.424,0.440,0.46161,0.44875
42.810,0.365,0.397,0.45943,0.45139
42.815,0.414,0.402,0.4574,0.45385
42.820,0.464,0.407,0.45542,0.45629
42.825,0.521,0.512,0.45338,0.45886
42.830,0.578,0.618,0.4513,0.46156
42.835,0.501,0.600,0.44919,0.46436
42.840,0.424,0.583,0.44705,0.46727
42.845,0.413,0.515,0.44488,0.47025
42.850,0.402,0.446,0.4427,0.47332
42.855,0.391,0.378,0.44051,0.47644
42.860,0.362,0.420,0.43832,0.47961
42.865,0.333,0.463,0.43613,0.48282
42.870,0.356,0.509,0.43396,0.48606
42.875,0.380,0.556,0.43181,0.48931
42.880,0.532,0.472,0.42969,0.49256
42.885,0.683,0.388,0.42761,0.4958
42.890,0.835,0.304,0.42557,0.49902
42.895,0.631,0.309,0.42358,0.50221
42.900,0.427,0.315,0.42164,0.50535
42.905,0.461,0.415,0.41977,0.50843
42.910,0.495,0.515,0.41797,0.51144
42.915,0.459,0.512,0.41626,0.51438
42.920,0.422,0.510,0.41462,0.51722
42.925,0.386,0.507,0.41309,0.51995
42.930,0.448,0.567,0.41165,0.52257
42.935,0.509,0.627,0.41032,0.52505
42.940,0.378,0.571,0.40911,0.5274
42.945,0.247,0.515,0.40802,0.52959
42.950,0.357,0.605,0.40703,0.53177
42.955,0.467,0.696,0.40612,0.53408
42.960,0.447,0.701,0.40528,0.53649
42.965,0.426,0.707,0.40451,0.53901
42.970,0.406,0.712,0.40381,0.54161
42.975,0.343,0.586,0.40318,0.54428
42.980,0.352,0.649,0.4026,0.54701
42.985,0.404,0.714,0.40208,0.54979
42.990,0.476,0.581,0.40162,0.5526
42.995,0.300,0.597,0.40121,0.55543
43.000,0.413,0.628,0.40084,0.55827
43.005,0.525,0.660,0.40052,0.5611
43.010,0.522,0.635,0.40024,0.56392
43.015,0.520,0.611,0.4,0.5667
43.020,0.332,0.603,0.3998,0.56944
43.025,0.662,0.654,0.39963,0.57213
43.030,0.291,0.594,0.39949,0.57474
43.035,0.318,0.557,0.39937,0.57727
43.040,0.344,0.519,0.39928,0.5797
43.045,0.367,0.559,0.3992,0.58203
43.050,0.391,0.598,0.39915,0.58423
43.055,0.387,0.591,0.3991,0.5863
43.060,0.382,0.583,0.39907,0.58822
43.065,0.378,0.576,0.39905,0.58997
43.070,0.256,0.498,0.39902,0.59156
43.075,0.135,0.421,0.399,0.59296
43.080,0.299,0.544,0.39904,0.59418
43.085,0.367,0.613,0.39919,0.59526
43.090,0.324,0.587,0.39945,0.59621
43.095,0.281,0.562,0.3998,0.59703
43.100,0.270,0.555,0.40025,0.59774
43.105,0.259,0.549,0.40078,0.59834
43.110,0.248,0.542,0.40139,0.59884
43.115,0.277,0.591,0.40207,0.59926
43.120,0.306,0.640,0.40282,0.5996
43.125,0.398,0.593,0.40362,0.59987
43.130,0.490,0.546,0.40447,0.60008
43.135,0.414,0.548,0.40536,0.60025
43.140,0.338,0.549,0.40628,0.60037
43.145,0.270,0.527,0.40724,0.60046
43.150,0.201,0.504,0.40822,0.60053
43.155,0.133,0.482,0.40921,0.60059
43.160,0.320,0.558,0.4102,0.60065
43.165,0.507,0.633,0.4112,0.60071
43.170,0.447,0.603,0.41219,0.60079
43.175,0.386,0.572,0.41317,0.6009
43.180,0.373,0.652,0.41412,0.60104
43.185,0.360,0.732,0.41505,0.60123
43.190,0.433,0.688,0.41594,0.60147
43.195,0.505,0.644,0.41679,0.60177
43.200,0.578,0.600,0.41759,0.60215
43.205,0.572,0.660,0.41833,0.60261
43.210,0.566,0.719,0.41914,0.603
43.215,0.563,0.694,0.42015,0.60318
43.220,0.561,0.669,0.42133,0.60316
43.225,0.465,0.556,0.42267,0.60295
43.230,0.369,0.443,0.42415,0.60259
43.235,0.386,0.451,0.42577,0.60208
43.240,0.404,0.459,0.42749,0.60144
43.245,0.421,0.467,0.42932,0.60069
43.250,0.470,0.409,0.43123,0.59985
43.255,0.520,0.351,0.4332,0.59894
43.260,0.537,0.579,0.43523,0.59797
43.265,0.555,0.806,0.43729,0.59696
43.270,0.472,0.784,0.43938,0.59594
43.275,0.388,0.762,0.44147,0.59491
43.280,0.404,0.752,0.44355,0.59389
43.285,0.420,0.742,0.4456,0.59291
43.290,0.614,0.812,0.44761,0.59198
43.295,0.807,0.882,0.44956,0.59112
43.300,0.502,0.650,0.45145,0.59035
43.305,0.469,0.644,0.45324,0.58967
43.310,0.437,0.638,0.45493,0.58913
43.315,0.437,0.656,0.4565,0.58872
43.320,0.438,0.674,0.45793,0.58847
43.325,0.466,0.684,0.45922,0.58839
43.330,0.494,0.693,0.46034,0.58851
43.335,0.506,0.759,0.46144,0.58871
43.340,0.518,0.825,0.46267,0.58888
43.345,0.501,0.766,0.46403,0.58901
43.350,0.484,0.707,0.46549,0.58912
43.355,0.467,0.648,0.46705,0.5892
43.360,0.620,0.566,0.46869,0.58925
43.365,0.773,0.483,0.47041,0.58928
43.370,0.259,0.425,0.4722,0.5893
43.375,-0.254,0.366,0.47403,0.5893
43.380,-0.041,0.435,0.47591,0.58928
43.385,0.171,0.503,0.47782,0.58925
43.390,0.384,0.572,0.47975,0.58921
43.395,0.400,0.565,0.48169,0.58917
43.400,0.417,0.557,0.48363,0.58913
43.405,0.450,0.597,0.48555,0.58908
43.410,0.484,0.637,0.48745,0.58903
43.415,0.539,0.653,0.48931,0.58899
43.420,0.595,0.669,0.49112,0.58896
43.425,0.771,0.617,0.49287,0.58893
43.430,0.946,0.564,0.49456,0.58892
43.435,0.489,0.742,0.49616,0.58892
43.440,0.559,0.702,0.49767,0.58893
43.445,0.629,0.662,0.49908,0.58897
43.450,0.685,0.591,0.50037,0.58903
43.455,0.742,0.521,0.50154,0.58912
43.460,0.798,0.450,0.50257,0.58923
43.465,0.667,0.466,0.50347,0.58938
43.470,0.535,0.482,0.50427,0.58956
43.475,0.435,0.365,0.50496,0.58978
43.480,0.335,0.249,0.50557,0.59002
43.485,0.475,0.431,0.50609,0.5903
43.490,0.615,0.613,0.50655,0.59059
43.495,0.416,0.404,0.50693,0.59091
43.500,0.216,0.196,0.50726,0.59124
43.505,0.168,0.136,0.50754,0.59159
43.510,0.119,0.077,0.50779,0.59194
43.515,0.222,0.218,0.508,0.59231
43.520,0.325,0.360,0.50819,0.59267
43.525,0.428,0.501,0.50837,0.59303
43.530,0.670,0.837,0.50854,0.59339
43.535,0.706,0.717,0.50872,0.59375
43.540,0.742,0.596,0.50891,0.59409
43.545,0.778,0.476,0.50911,0.59441
43.550,0.737,0.630,0.50935,0.59472
43.555,0.696,0.784,0.50963,0.59501
43.560,0.678,0.716,0.50995,0.59527
43.565,0.661,0.648,0.51032,0.59551
43.570,0.603,0.687,0.51076,0.59571
43.575,0.545,0.726,0.51127,0.59588
43.580,0.534,0.666,0.51186,0.59601
43.585,0.524,0.606,0.51254,0.5961
43.590,0.513,0.546,0.51331,0.59615
43.595,0.542,0.534,0.51408,0.59618
43.600,0.571,0.522,0.51474,0.59625
43.605,0.507,0.476,0.5153,0.59635
43.610,0.443,0.429,0.51576,0.59648
43.615,0.566,0.540,0.51615,0.59663
43.620,0.420,0.508,0.51646,0.5968
43.625,0.386,0.525,0.51671,0.59699
43.630,0.353,0.541,0.51691,0.5972
43.635,0.319,0.558,0.51706,0.59741
43.640,0.475,0.680,0.51719,0.59764
43.645,0.631,0.802,0.51728,0.59787
43.650,0.634,0.693,0.51737,0.59811
43.655,0.638,0.585,0.51745,0.59835
43.660,0.630,0.673,0.51753,0.59858
43.665,0.621,0.760,0.51763,0.59881
43.670,0.613,0.848,0.51776,0.59904
43.675,0.583,0.766,0.51792,0.59925
43.680,0.554,0.684,0.51812,0.59945
43.685,0.547,0.718,0.51838,0.59963
43.690,0.540,0.752,0.5187,0.5998
43.695,0.533,0.786,0.51909,0.59994
43.700,0.521,0.773,0.51957,0.60006
43.705,0.509,0.760,0.52014,0.60015
43.710,0.497,0.747,0.52081,0.6002
43.715,0.475,0.693,0.52159,0.60023
43.720,0.453,0.640,0.5225,0.60022
43.725,0.467,0.613,0.52348,0.60027
43.730,0.642,0.746,0.52449,0.60047
43.735,0.558,0.678,0.52553,0.60081
43.740,0.440,0.568,0.5266,0.60127
43.745,0.417,0.563,0.52769,0.60184
43.750,0.393,0.558,0.5288,0.6025
43.755,0.390,0.516,0.52993,0.60325
43.760,0.524,0.707,0.53108,0.60406
43.765,0.593,0.691,0.53224,0.60493
43.770,0.663,0.674,0.53342,0.60584
43.775,0.577,0.658,0.53461,0.60677
43.780,0.491,0.642,0.53582,0.60772
43.785,0.454,0.612,0.53703,0.60867
43.790,0.416,0.582,0.53825,0.6096
43.795,0.379,0.552,0.53948,0.6105
43.800,0.398,0.521,0.5407,0.61136
43.805,0.416,0.490,0.54193,0.61217
43.810,0.435,0.609,0.54316,0.6129
43.815,0.453,0.727,0.54439,0.61356
43.820,0.509,0.733,0.54562,0.61411
43.825,0.564,0.738,0.54683,0.61455
43.830,0.620,0.744,0.54804,0.61487
43.835,0.635,0.720,0.54925,0.61505
43.840,0.650,0.696,0.55043,0.61508
43.845,0.579,0.628,0.55161,0.61494
43.850,0.508,0.561,0.55277,0.61462
43.855,0.482,0.541,0.55395,0.61416
43.860,0.456,0.521,0.55516,0.61359
43.865,0.430,0.501,0.55642,0.61293
43.870,0.446,0.528,0.5577,0.61218
43.875,0.462,0.556,0.55902,0.61135
43.880,0.412,0.419,0.56037,0.61044
43.885,0.361,0.283,0.56175,0.60946
43.890,0.415,0.354,0.56315,0.60842
43.895,0.468,0.426,0.56457,0.60732
43.900,0.522,0.497,0.56601,0.60617
43.905,0.539,0.534,0.56746,0.60497
43.910,0.555,0.570,0.56893,0.60374
43.915,0.589,0.606,0.57041,0.60248
43.920,0.622,0.643,0.5719,0.60119
43.925,0.656,0.679,0.57338,0.59988
43.930,0.654,0.698,0.57488,0.59856
43.935,0.651,0.717,0.57637,0.59724
43.940,0.634,0.678,0.57785,0.59591
43.945,0.617,0.638,0.57933,0.5946
43.950,0.600,0.599,0.5808,0.59329
43.955,0.592,0.628,0.58226,0.592
43.960,0.585,0.657,0.58371,0.59074
43.965,0.577,0.686,0.58513,0.58952
43.970,0.610,0.616,0.58654,0.58833
43.975,0.642,0.545,0.58792,0.58718
43.980,0.635,0.507,0.58928,0.58609
43.985,0.628,0.470,0.59066,0.5849
43.990,0.621,0.432,0.59212,0.58349
43.995,0.574,0.432,0.59365,0.58187
44.000,0.527,0.432,0.59523,0.58006
44.005,0.536,0.466,0.59688,0.57808
44.010,0.544,0.500,0.59857,0.57595
44.015,0.553,0.534,0.60031,0.57369
44.020,0.667,0.531,0.6021,0.57131
44.025,0.781,0.529,0.60391,0.56883
44.030,0.810,0.506,0.60576,0.56628
44.035,0.839,0.483,0.60762,0.56367
44.040,0.761,0.548,0.60951,0.56101
44.045,0.683,0.612,0.6114,0.55834
44.050,0.605,0.677,0.6133,0.55566
44.055,0.669,0.655,0.6152,0.553
44.060,0.732,0.634,0.6171,0.55038
44.065,0.701,0.589,0.61898,0.54781
44.070,0.670,0.544,0.62085,0.54531
44.075,0.637,0.550,0.62269,0.5429
44.080,0.604,0.556,0.62451,0.5406
44.085,0.571,0.562,0.62629,0.53843
44.090,0.648,0.607,0.62803,0.5364
44.095,0.725,0.651,0.62973,0.53454
44.100,0.718,0.668,0.63137,0.53287
44.105,0.710,0.685,0.63296,0.53139
44.110,0.639,0.633,0.63448,0.53014
44.115,0.567,0.580,0.63601,0.52898
44.120,0.496,0.528,0.63759,0.52776
44.125,0.616,0.588,0.63923,0.52649
44.130,0.737,0.649,0.64092,0.52518
44.135,0.706,0.621,0.64266,0.52384
44.140,0.674,0.594,0.64443,0.52247
44.145,0.657,0.580,0.64624,0.52107
44.150,0.641,0.565,0.64807,0.51965
44.155,0.624,0.551,0.64992,0.51823
44.160,0.596,0.592,0.65179,0.5168
44.165,0.568,0.633,0.65367,0.51536
44.170,0.593,0.574,0.65556,0.51394
44.175,0.618,0.514,0.65744,0.51253
44.180,0.693,0.553,0.65932,0.51113
44.185,0.768,0.591,0.66118,0.50977
44.190,0.753,0.577,0.66303,0.50843
44.195,0.739,0.562,0.66485,0.50713
44.200,0.724,0.548,0.66664,0.50587
44.205,0.736,0.588,0.6684,0.50467
44.210,0.748,0.628,0.67011,0.50351
44.215,0.740,0.639,0.67178,0.50242
44.220,0.731,0.649,0.6734,0.5014
44.225,0.723,0.660,0.67496,0.50045
44.230,0.693,0.537,0.67646,0.49958
44.235,0.759,0.601,0.67789,0.4988
44.240,0.621,0.462,0.67924,0.49811
44.245,0.687,0.500,0.68056,0.49747
44.250,0.567,0.434,0.6819,0.49686
44.255,0.448,0.367,0.68325,0.49627
44.260,0.602,0.443,0.68461,0.49571
44.265,0.562,0.475,0.68597,0.49516
44.270,0.529,0.311,0.68734,0.49463
44.275,0.497,0.147,0.6887,0.49413
44.280,0.541,0.209,0.69006,0.49364
44.285,0.584,0.272,0.69142,0.49317
44.290,0.628,0.334,0.69276,0.49272
44.295,0.564,0.223,0.6941,0.49229
44.300,0.500,0.112,0.69542,0.49187
44.305,0.492,0.145,0.69672,0.49147
44.310,0.484,0.177,0.698,0.49109
44.315,0.736,0.434,0.69926,0.49072
44.320,0.987,0.692,0.70049,0.49037
44.325,0.754,0.555,0.70169,0.49003
44.330,0.521,0.418,0.70285,0.4897
44.335,0.677,0.513,0.70398,0.48939
44.340,0.833,0.607,0.70507,0.48909
44.345,0.810,0.566,0.70612,0.4888
44.350,0.788,0.525,0.70713,0.48852
44.355,0.776,0.497,0.70809,0.48826
44.360,0.765,0.469,0.709,0.488
44.365,0.751,0.449,0.70985,0.48776
44.370,0.737,0.429,0.71067,0.48756
44.375,0.510,0.240,0.71148,0.48743
44.380,1.007,0.495,0.71227,0.48738
44.385,0.776,0.389,0.71305,0.48739
44.390,0.546,0.282,0.71382,0.48746
44.395,0.546,0.315,0.71458,0.48758
44.400,0.546,0.347,0.71532,0.48775
44.405,0.565,0.399,0.71604,0.48797
44.410,0.584,0.452,0.71675,0.48822
44.415,0.705,0.533,0.71745,0.48851
44.420,0.826,0.614,0.71813,0.48883
44.425,0.947,0.695,0.7188,0.48917
44.430,0.818,0.572,0.71945,0.48953
44.435,0.689,0.449,0.72008,0.4899
44.440,0.746,0.523,0.7207,0.49027
44.445,0.803,0.598,0.7213,0.49065
44.450,0.795,0.586,0.72188,0.49103
44.455,0.788,0.574,0.72245,0.49139
44.460,0.797,0.573,0.72299,0.49175
44.465,0.805,0.573,0.72352,0.49208
44.470,0.814,0.572,0.72403,0.49239
44.475,0.795,0.564,0.72453,0.49267
44.480,0.777,0.555,0.725,0.49291
44.485,0.725,0.519,0.72546,0.49311
44.490,0.673,0.482,0.72589,0.49327
44.495,0.646,0.454,0.72631,0.49338
44.500,0.620,0.427,0.72672,0.49356
44.505,0.660,0.465,0.72714,0.49395
44.510,0.700,0.504,0.72756,0.49452
